[2025-02-03 15:03:39.996615] [0x0000007f988c6010] [MocapTag] [0x000071d2] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 15:03:40.354962] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [116] , 1.35242, -0.00296683, -0.188552, -0.150361, -0.999665, 0.0073739, 0.00896115, 0.0231276, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.357979] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [117] , 1.35242, -0.00296683, -0.188552, -0.150361, -0.999665, 0.0073739, 0.00896115, 0.0231276, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.360411] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [118] , 1.35242, -0.00297188, -0.188562, -0.150357, -0.999665, 0.00737275, 0.00894766, 0.0231321, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.365175] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [119] , 1.36243, -0.00297188, -0.188562, -0.150357, -0.999665, 0.00737275, 0.00894766, 0.0231321, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.367985] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [120] , 1.36243, -0.00297188, -0.188562, -0.150357, -0.999665, 0.00737275, 0.00894766, 0.0231321, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.371018] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [121] , 1.36243, -0.00296563, -0.188576, -0.150358, -0.999665, 0.00739273, 0.00896495, 0.0231409, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.373577] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [122] , 1.37242, -0.00296563, -0.188576, -0.150358, -0.999665, 0.00739273, 0.00896495, 0.0231409, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.376420] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [123] , 1.37242, -0.00296563, -0.188576, -0.150358, -0.999665, 0.00739273, 0.00896495, 0.0231409, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.380909] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [124] , 1.37242, -0.00296563, -0.188576, -0.150358, -0.999665, 0.00739273, 0.00896495, 0.0231409, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.383550] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [125] , 1.38243, -0.00296907, -0.188577, -0.150358, -0.999665, 0.00738704, 0.00892942, 0.0231355, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.386403] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [126] , 1.38243, -0.00296907, -0.188577, -0.150358, -0.999665, 0.00738704, 0.00892942, 0.0231355, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.389143] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [127] , 1.38243, -0.00296907, -0.188577, -0.150358, -0.999665, 0.00738704, 0.00892942, 0.0231355, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.391779] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [128] , 1.38243, -0.00296252, -0.18858, -0.150348, -0.999665, 0.00736806, 0.00893314, 0.0231362, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.394718] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [129] , 1.39244, -0.00296252, -0.18858, -0.150348, -0.999665, 0.00736806, 0.00893314, 0.0231362, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.397942] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [130] , 1.39244, -0.00296252, -0.18858, -0.150348, -0.999665, 0.00736806, 0.00893314, 0.0231362, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.401237] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [131] , 1.39244, -0.00296528, -0.188574, -0.150341, -0.999666, 0.00732777, 0.00893435, 0.0231243, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.403569] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [132] , 1.40243, -0.00296528, -0.188574, -0.150341, -0.999666, 0.00732777, 0.00893435, 0.0231243, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.406252] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [133] , 1.40243, -0.00296528, -0.188574, -0.150341, -0.999666, 0.00732777, 0.00893435, 0.0231243, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.409058] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [134] , 1.40243, -0.00296528, -0.188574, -0.150341, -0.999666, 0.00732777, 0.00893435, 0.0231243, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.413458] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [135] , 1.41242, -0.00296224, -0.188566, -0.150344, -0.999666, 0.00733362, 0.00892558, 0.0231294, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.416411] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [136] , 1.41242, -0.00296224, -0.188566, -0.150344, -0.999666, 0.00733362, 0.00892558, 0.0231294, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.419432] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [137] , 1.41242, -0.00296224, -0.188566, -0.150344, -0.999666, 0.00733362, 0.00892558, 0.0231294, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.423105] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [138] , 1.42243, -0.00295895, -0.188556, -0.150346, -0.999665, 0.00734418, 0.00899272, 0.0231201, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.425035] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [139] , 1.42243, -0.00295895, -0.188556, -0.150346, -0.999665, 0.00734418, 0.00899272, 0.0231201, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.428826] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [140] , 1.42243, -0.00295895, -0.188556, -0.150346, -0.999665, 0.00734418, 0.00899272, 0.0231201, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.431553] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [141] , 1.42243, -0.00296396, -0.188547, -0.150346, -0.999666, 0.00732984, 0.00894249, 0.0231213, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.434632] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [142] , 1.43245, -0.00296396, -0.188547, -0.150346, -0.999666, 0.00732984, 0.00894249, 0.0231213, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.437161] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [143] , 1.43245, -0.00296396, -0.188547, -0.150346, -0.999666, 0.00732984, 0.00894249, 0.0231213, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.439907] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [144] , 1.43245, -0.0029622, -0.188559, -0.150362, -0.999665, 0.00735184, 0.00899562, 0.0231098, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.444207] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [145] , 1.44244, -0.0029622, -0.188559, -0.150362, -0.999665, 0.00735184, 0.00899562, 0.0231098, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.446935] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [146] , 1.44244, -0.0029622, -0.188559, -0.150362, -0.999665, 0.00735184, 0.00899562, 0.0231098, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.452175] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [147] , 1.44244, -0.0029622, -0.188559, -0.150362, -0.999665, 0.00735184, 0.00899562, 0.0231098, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.452757] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [148] , 1.44244, -0.0029619, -0.188564, -0.150362, -0.999665, 0.0073447, 0.00898649, 0.0231172, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.455095] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [149] , 1.45245, -0.0029619, -0.188564, -0.150362, -0.999665, 0.0073447, 0.00898649, 0.0231172, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.459481] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [150] , 1.45245, -0.0029619, -0.188564, -0.150362, -0.999665, 0.0073447, 0.00898649, 0.0231172, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.462737] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [151] , 1.45245, -0.00296341, -0.188566, -0.150351, -0.999666, 0.00731095, 0.00893535, 0.0231309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.464911] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [152] , 1.46244, -0.00296341, -0.188566, -0.150351, -0.999666, 0.00731095, 0.00893535, 0.0231309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.467594] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [153] , 1.46244, -0.00296341, -0.188566, -0.150351, -0.999666, 0.00731095, 0.00893535, 0.0231309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.470531] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [154] , 1.46244, -0.00296618, -0.188585, -0.150363, -0.999665, 0.00735212, 0.00895247, 0.0231367, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.475339] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [155] , 1.47243, -0.00296618, -0.188585, -0.150363, -0.999665, 0.00735212, 0.00895247, 0.0231367, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.478202] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [156] , 1.47243, -0.00296618, -0.188585, -0.150363, -0.999665, 0.00735212, 0.00895247, 0.0231367, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.480826] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [157] , 1.47243, -0.00296828, -0.18859, -0.15036, -0.999665, 0.00735424, 0.00893881, 0.023142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.483672] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [158] , 1.48243, -0.00296828, -0.18859, -0.15036, -0.999665, 0.00735424, 0.00893881, 0.023142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.486586] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [159] , 1.48243, -0.00296828, -0.18859, -0.15036, -0.999665, 0.00735424, 0.00893881, 0.023142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.491187] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [160] , 1.48243, -0.00296828, -0.18859, -0.15036, -0.999665, 0.00735424, 0.00893881, 0.023142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.494080] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [161] , 1.49244, -0.00296516, -0.188587, -0.150359, -0.999665, 0.00737046, 0.00894745, 0.0231425, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.496921] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [162] , 1.49244, -0.00296516, -0.188587, -0.150359, -0.999665, 0.00737046, 0.00894745, 0.0231425, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.499647] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [163] , 1.49244, -0.00296516, -0.188587, -0.150359, -0.999665, 0.00737046, 0.00894745, 0.0231425, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.502955] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [164] , 1.50244, -0.00297251, -0.188576, -0.150343, -0.999665, 0.00737216, 0.00891203, 0.0231573, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.507208] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [165] , 1.50244, -0.00297251, -0.188576, -0.150343, -0.999665, 0.00737216, 0.00891203, 0.0231573, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.509788] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [166] , 1.50244, -0.00297251, -0.188576, -0.150343, -0.999665, 0.00737216, 0.00891203, 0.0231573, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.512401] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [167] , 1.50244, -0.00297106, -0.188567, -0.150348, -0.999665, 0.00738284, 0.0089679, 0.0231459, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.515327] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [168] , 1.51244, -0.00297106, -0.188567, -0.150348, -0.999665, 0.00738284, 0.0089679, 0.0231459, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.518307] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [169] , 1.51244, -0.00297106, -0.188567, -0.150348, -0.999665, 0.00738284, 0.0089679, 0.0231459, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.522317] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [170] , 1.51244, -0.00296542, -0.188559, -0.150344, -0.999664, 0.00738561, 0.00896995, 0.0231486, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.524283] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [171] , 1.52244, -0.00296542, -0.188559, -0.150344, -0.999664, 0.00738561, 0.00896995, 0.0231486, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.526826] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [172] , 1.52244, -0.00296542, -0.188559, -0.150344, -0.999664, 0.00738561, 0.00896995, 0.0231486, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.529541] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [173] , 1.52244, -0.00296542, -0.188559, -0.150344, -0.999664, 0.00738561, 0.00896995, 0.0231486, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.532534] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [174] , 1.52244, -0.00296753, -0.188554, -0.150349, -0.999665, 0.00736769, 0.00899366, 0.023131, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.535575] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [175] , 1.53244, -0.00296753, -0.188554, -0.150349, -0.999665, 0.00736769, 0.00899366, 0.023131, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.539818] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [176] , 1.53244, -0.00296753, -0.188554, -0.150349, -0.999665, 0.00736769, 0.00899366, 0.023131, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.542450] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [177] , 1.53244, -0.00296116, -0.188548, -0.150346, -0.999665, 0.00738331, 0.00897674, 0.0231423, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.545397] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [178] , 1.54244, -0.00296116, -0.188548, -0.150346, -0.999665, 0.00738331, 0.00897674, 0.0231423, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.549479] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [179] , 1.54244, -0.00296116, -0.188548, -0.150346, -0.999665, 0.00738331, 0.00897674, 0.0231423, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.551539] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [180] , 1.54244, -0.00295533, -0.188558, -0.150345, -0.999665, 0.00735203, 0.00901419, 0.0231241, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.555805] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [181] , 1.55244, -0.00295533, -0.188558, -0.150345, -0.999665, 0.00735203, 0.00901419, 0.0231241, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.558633] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [182] , 1.55244, -0.00295533, -0.188558, -0.150345, -0.999665, 0.00735203, 0.00901419, 0.0231241, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.561339] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [183] , 1.55244, -0.00295697, -0.188559, -0.150354, -0.999665, 0.00735315, 0.00896464, 0.0231291, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.564138] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [184] , 1.56244, -0.00295697, -0.188559, -0.150354, -0.999665, 0.00735315, 0.00896464, 0.0231291, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.566817] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [185] , 1.56244, -0.00295697, -0.188559, -0.150354, -0.999665, 0.00735315, 0.00896464, 0.0231291, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.571354] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [186] , 1.56244, -0.00295697, -0.188559, -0.150354, -0.999665, 0.00735315, 0.00896464, 0.0231291, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.574061] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [187] , 1.57244, -0.00295667, -0.188571, -0.150351, -0.999666, 0.00731854, 0.00896607, 0.0231093, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.577150] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [188] , 1.57244, -0.00295667, -0.188571, -0.150351, -0.999666, 0.00731854, 0.00896607, 0.0231093, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.579847] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [189] , 1.57244, -0.00295398, -0.188582, -0.150357, -0.999666, 0.00732087, 0.00899574, 0.0231081, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.582686] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [190] , 1.57244, -0.00295398, -0.188582, -0.150357, -0.999666, 0.00732087, 0.00899574, 0.0231081, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.587321] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [191] , 1.58244, -0.00295398, -0.188582, -0.150357, -0.999666, 0.00732087, 0.00899574, 0.0231081, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.590127] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [192] , 1.58244, -0.00295509, -0.18858, -0.150357, -0.999666, 0.0073187, 0.00896772, 0.0231098, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.593153] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [193] , 1.59244, -0.00295509, -0.18858, -0.150357, -0.999666, 0.0073187, 0.00896772, 0.0231098, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.595664] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [194] , 1.59244, -0.00295509, -0.18858, -0.150357, -0.999666, 0.0073187, 0.00896772, 0.0231098, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.598606] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [195] , 1.59244, -0.00295509, -0.18858, -0.150357, -0.999666, 0.0073187, 0.00896772, 0.0231098, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.603425] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [196] , 1.60243, -0.00295684, -0.188579, -0.150361, -0.999665, 0.00733612, 0.00896675, 0.0231256, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.606541] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [197] , 1.60243, -0.00295684, -0.188579, -0.150361, -0.999665, 0.00733612, 0.00896675, 0.0231256, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.609038] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [198] , 1.60243, -0.00295684, -0.188579, -0.150361, -0.999665, 0.00733612, 0.00896675, 0.0231256, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.611732] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [199] , 1.60243, -0.00296629, -0.18857, -0.150349, -0.999666, 0.00730551, 0.00889689, 0.0231276, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.614713] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [200] , 1.61244, -0.00296629, -0.18857, -0.150349, -0.999666, 0.00730551, 0.00889689, 0.0231276, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.619449] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [201] , 1.61244, -0.00296629, -0.18857, -0.150349, -0.999666, 0.00730551, 0.00889689, 0.0231276, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.622151] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [202] , 1.61244, -0.00296394, -0.188565, -0.150362, -0.999665, 0.0073554, 0.00892284, 0.0231414, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.625057] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [203] , 1.62244, -0.00296394, -0.188565, -0.150362, -0.999665, 0.0073554, 0.00892284, 0.0231414, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.627952] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [204] , 1.62244, -0.00296394, -0.188565, -0.150362, -0.999665, 0.0073554, 0.00892284, 0.0231414, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.632184] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [205] , 1.62244, -0.00296397, -0.188558, -0.150355, -0.999665, 0.00736322, 0.0089528, 0.0231424, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.635300] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [206] , 1.63244, -0.00296397, -0.188558, -0.150355, -0.999665, 0.00736322, 0.0089528, 0.0231424, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.638162] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [207] , 1.63244, -0.00296397, -0.188558, -0.150355, -0.999665, 0.00736322, 0.0089528, 0.0231424, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.640822] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [208] , 1.63244, -0.00297121, -0.188547, -0.150344, -0.999665, 0.00735132, 0.00893392, 0.0231444, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.643694] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [209] , 1.64243, -0.00297121, -0.188547, -0.150344, -0.999665, 0.00735132, 0.00893392, 0.0231444, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.646438] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [210] , 1.64243, -0.00297121, -0.188547, -0.150344, -0.999665, 0.00735132, 0.00893392, 0.0231444, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.651501] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [211] , 1.64243, -0.00297121, -0.188547, -0.150344, -0.999665, 0.00735132, 0.00893392, 0.0231444, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.655439] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [212] , 1.65244, -0.00296853, -0.188557, -0.150355, -0.999664, 0.00742295, 0.00898594, 0.0231559, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.656508] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [213] , 1.65244, -0.00296853, -0.188557, -0.150355, -0.999664, 0.00742295, 0.00898594, 0.0231559, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.659351] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [214] , 1.65244, -0.00296853, -0.188557, -0.150355, -0.999664, 0.00742295, 0.00898594, 0.0231559, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.661919] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [215] , 1.65244, -0.00296857, -0.18856, -0.150347, -0.999665, 0.00738563, 0.00898069, 0.023142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.666579] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [216] , 1.66244, -0.00296857, -0.18856, -0.150347, -0.999665, 0.00738563, 0.00898069, 0.023142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.672855] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [217] , 1.67243, -0.00296857, -0.18856, -0.150347, -0.999665, 0.00738563, 0.00898069, 0.023142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.673421] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [218] , 1.67243, -0.00296854, -0.18857, -0.150349, -0.999664, 0.00740088, 0.00898193, 0.0231464, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.676769] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [219] , 1.67243, -0.00296854, -0.18857, -0.150349, -0.999664, 0.00740088, 0.00898193, 0.0231464, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.677856] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [220] , 1.67243, -0.00296854, -0.18857, -0.150349, -0.999664, 0.00740088, 0.00898193, 0.0231464, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.680565] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [221] , 1.67243, -0.00296897, -0.188576, -0.150344, -0.999665, 0.0073633, 0.00895656, 0.0231344, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.684206] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [222] , 1.68243, -0.00296897, -0.188576, -0.150344, -0.999665, 0.0073633, 0.00895656, 0.0231344, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.686870] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [223] , 1.68243, -0.00296897, -0.188576, -0.150344, -0.999665, 0.0073633, 0.00895656, 0.0231344, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.689536] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [224] , 1.68243, -0.00296897, -0.188576, -0.150344, -0.999665, 0.0073633, 0.00895656, 0.0231344, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.692284] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [225] , 1.68243, -0.00296046, -0.188588, -0.150348, -0.999665, 0.00734318, 0.00896931, 0.0231266, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.695198] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [226] , 1.69245, -0.00296046, -0.188588, -0.150348, -0.999665, 0.00734318, 0.00896931, 0.0231266, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.700102] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [227] , 1.69245, -0.00296046, -0.188588, -0.150348, -0.999665, 0.00734318, 0.00896931, 0.0231266, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.702706] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [228] , 1.69245, -0.00295933, -0.188581, -0.150341, -0.999666, 0.007326, 0.00894429, 0.0231215, 0, 0, 0, 0, 0, 0, 
