[2024-10-16 17:54:22.609861] [0x0000007f8e48c010] [VioTag] [0x000063df] [3] , Controller time [s], VIO Position x [m], VIO Position y [m], VIO Position z [m], VIO velocity x [m/s], VIO velocity y [m/s], VIO velocity z [m/s], VIO acceleration x [m/s^2], VIO acceleration y [m/s^2], VIO acceleration z [m/s^2], VIO Quaternion q0 [-], VIO Quaternion q1 [-], VIO Quaternion q2 [-], VIO Quaternion q3 [-], VIO Angular velocity x [rad/s], VIO Angular velocity y [rad/s], VIO Angular velocity z [rad/s], VIO Angular acceleration x [rad/s], VIO Angular acceleration y [rad/s], VIO Angular acceleration z [rad/s], VIO pose confidence level [-], VIO map confidence level [-], 
[2024-10-16 17:54:23.655510] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [422] , 6.64647, 4.53242e-05, -0.000181459, -0.00204561, 0.00876681, 0.00215699, -0.0514508, -0.0534418, 0.0298796, -0.670456, 0.999417, -0.000518947, -0.0341447, 0.000231917, -0.0188985, -0.0470087, -0.00440827, -0.0188985, -0.0470087, -0.00440827, 2, 0, 
[2024-10-16 17:54:23.660570] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [425] , 6.65648, 0.000131472, -0.000170328, -0.00228125, 0.012803, 0.00230624, -0.0518759, 0.196511, 0.0298833, -0.503604, 0.999415, -0.000546485, -0.0341948, 0.0002269, 0.00210922, 0.0181591, -0.0126849, 0.00210922, 0.0181591, -0.0126849, 2, 0, 
[2024-10-16 17:54:23.665669] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [428] , 6.65648, 0.000198005, -0.000158611, -0.00254778, 0.0140329, 0.0024509, -0.0546001, 0.213274, 0.0297255, -0.517027, 0.999419, -0.000529194, -0.0340933, 0.000189973, 0.0265617, 0.0452384, 0.00277833, 0.0265617, 0.0452384, 0.00277833, 2, 0, 
[2024-10-16 17:54:23.670650] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [431] , 6.66649, 0.000270434, -0.000146135, -0.00283104, 0.0150237, 0.00259625, -0.0578625, 0.209508, 0.0296373, -0.55094, 0.99942, -0.00047021, -0.0340447, 0.000190317, -0.0038036, -0.0187977, 0.0149405, -0.0038036, -0.0187977, 0.0149405, 2, 0, 
[2024-10-16 17:54:23.675777] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [434] , 6.66649, 0.000340539, -0.000132673, -0.00315909, 0.0150215, 0.00275459, -0.0650194, 0.139003, 0.0303674, -0.883776, 0.999417, -0.000502471, -0.0341405, 0.000236511, -0.0224487, -0.0352781, 0.000752294, -0.0224487, -0.0352781, 0.000752294, 2, 0, 
[2024-10-16 17:54:23.680530] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [436] , 6.67648, 0.00041793, -0.000118464, -0.00349638, 0.0157819, 0.00290635, -0.0695233, 0.144212, 0.03031, -0.89003, 0.999417, -0.000529353, -0.0341505, 0.000237548, 0.0049742, 0.0352588, -0.00828172, 0.0049742, 0.0352588, -0.00828172, 2, 0, 
[2024-10-16 17:54:23.685653] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [439] , 6.67648, 0.000496242, -0.000103578, -0.00385619, 0.0162394, 0.0030589, -0.0740348, 0.129008, 0.030394, -0.893192, 0.999421, -0.000502915, -0.03403, 0.00021869, 0.0153352, 0.0357598, 0.0127844, 0.0153352, 0.0357598, 0.0127844, 2, 0, 
[2024-10-16 17:54:23.690744] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [442] , 6.68648, -0.000211443, -0.000270542, -0.00187411, 0.0120851, 0.00142943, -0.0478104, 0.0992099, 0.00712222, -0.755648, 0.999441, -0.000694314, -0.0334253, 0.000290514, -0.0177097, -0.0444674, -0.00195265, -0.0177097, -0.0444674, -0.00195265, 2, 0, 
[2024-10-16 17:54:23.695502] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [444] , 6.68648, -0.000148411, -0.00026387, -0.00212568, 0.0127207, 0.00145385, -0.0523301, 0.107287, 0.00687937, -0.801426, 0.999437, -0.000764954, -0.0335453, 0.000295463, -0.0183292, -0.0194096, -0.0131148, -0.0183292, -0.0194096, -0.0131148, 2, 0, 
[2024-10-16 17:54:23.701063] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [447] , 6.69648, -8.26981e-05, -0.000256538, -0.00239749, 0.0133089, 0.00148755, -0.0563459, 0.109521, 0.0068633, -0.80175, 0.999439, -0.000770862, -0.0334964, 0.000284937, 0.0191482, 0.0451981, 0.00235177, 0.0191482, 0.0451981, 0.00235177, 2, 0, 
[2024-10-16 17:54:23.705472] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [449] , 6.69648, -1.46054e-05, -0.000245685, -0.00267597, 0.0137855, 0.00198783, -0.0585978, 0.0962574, 0.0440265, -0.677191, 0.999442, -0.000710043, -0.033407, 0.000269412, 0.0175985, 0.00799086, 0.0119591, 0.0175985, 0.00799086, 0.0119591, 2, 0, 
[2024-10-16 17:54:23.710455] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [452] , 6.70649, 5.50163e-05, -0.000235311, -0.00297736, 0.0141435, 0.00220815, -0.0618413, 0.0857466, 0.0441455, -0.664516, 0.999439, -0.000701972, -0.0334742, 0.000287707, -0.022005, -0.0542101, -0.00233182, -0.022005, -0.0542101, -0.00233182, 2, 0, 
[2024-10-16 17:54:23.715599] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [455] , 6.70649, 0.000127322, -0.000223835, -0.00329131, 0.0146047, 0.00242981, -0.0646377, 0.0875505, 0.0442714, -0.632897, 0.999436, -0.000766821, -0.0335758, 0.000303993, -0.013481, 0.000911938, -0.00632337, -0.013481, 0.000911938, -0.00632337, 2, 0, 
[2024-10-16 17:54:23.720819] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [458] , 6.71651, 0.000192195, -0.000211131, -0.00361386, 0.0136894, 0.00265229, -0.0665832, -0.0210982, 0.044349, -0.538582, 0.999439, -0.00074996, -0.0334738, 0.000295857, 0.0252674, 0.060223, 0.007028, 0.0252674, 0.060223, 0.007028, 2, 0, 
[2024-10-16 17:54:23.725721] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [460] , 6.71651, 9.10081e-07, -9.07664e-05, -0.00190953, 0.0141934, 0.00501412, -0.0556699, -0.0784084, 0.0491702, -0.896511, 0.999453, -0.000449027, -0.0330659, 0.000274084, 0.00777344, -0.00803571, 0.0156414, 0.00777344, -0.00803571, 0.0156414, 2, 0, 
[2024-10-16 17:54:23.730922] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [463] , 6.7265, 6.77937e-05, -6.51185e-05, -0.00220054, 0.0135578, 0.00526037, -0.0602296, -0.0878402, 0.0492166, -0.899205, 0.999449, -0.000464955, -0.0331827, 0.000310236, -0.0274013, -0.0651456, -0.00375201, -0.0274013, -0.0651456, -0.00375201, 2, 0, 
[2024-10-16 17:54:23.736498] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [466] , 6.7265, 0.000149129, -5.07581e-05, -0.00249249, 0.0148006, 0.00405831, -0.0626217, 0.0248115, -0.0470862, -0.772171, 0.999446, -0.000524388, -0.0332689, 0.000314883, -0.00263039, 0.0221624, -0.00992144, -0.00263039, 0.0221624, -0.00992144, 2, 0, 
[2024-10-16 17:54:23.740759] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [469] , 6.73653, 0.000226491, -3.10366e-05, -0.00280973, 0.0151299, 0.00382275, -0.0660588, 0.0332196, -0.047072, -0.754488, 0.999451, -0.000493752, -0.0331252, 0.000287963, 0.0265357, 0.0582081, 0.0038993, 0.0265357, 0.0582081, 0.0038993, 2, 0, 
[2024-10-16 17:54:23.745814] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [471] , 6.73653, 0.00030111, -1.24722e-05, -0.00315871, 0.0152001, 0.00358597, -0.0703917, 0.0299382, -0.0471227, -0.773539, 0.999453, -0.000448933, -0.0330837, 0.000276059, -0.00104967, -0.0359196, 0.00328813, -0.00104967, -0.0359196, 0.00328813, 2, 0, 
[2024-10-16 17:54:23.750844] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [474] , 6.74652, 0.000373266, 4.89407e-06, -0.00352451, 0.0151152, 0.00335063, -0.0744612, 0.0230866, -0.0471019, -0.779255, 0.999447, -0.000498188, -0.0332391, 0.000292786, -0.0330484, -0.0599443, -0.0149283, -0.0330484, -0.0599443, -0.0149283, 2, 0, 
[2024-10-16 17:54:23.755860] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [477] , 6.74652, -0.000290134, -0.000256392, -0.00196273, 0.00755968, 0.00157255, -0.0550628, -0.0106119, 0.0239964, -0.586258, 0.999454, -0.000897864, -0.0330357, 0.000335719, 0.00653739, 0.039454, -0.00504509, 0.00653739, 0.039454, -0.00504509, 2, 0, 
[2024-10-16 17:54:23.760754] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [479] , 6.75651, -0.000251082, -0.000248241, -0.00224185, 0.00765561, 0.00169431, -0.0575349, -0.00356807, 0.024083, -0.564298, 0.999459, -0.000830056, -0.0328706, 0.0003137, 0.0312219, 0.0530319, 0.0149564, 0.0312219, 0.0530319, 0.0149564, 2, 0, 
[2024-10-16 17:54:23.765879] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [482] , 6.75651, -0.000212298, -0.000239431, -0.00253935, 0.00768415, 0.00181375, -0.0605738, -0.00177614, 0.0240237, -0.572515, 0.99946, -0.000782367, -0.0328528, 0.000323024, -0.00877319, -0.0422891, 0.00608379, -0.00877319, -0.0422891, 0.00608379, 2, 0, 
[2024-10-16 17:54:23.770822] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [485] , 6.76651, -0.000148165, -0.00023014, -0.00288453, 0.0103958, 0.00192232, -0.0669632, 0.166055, 0.0233154, -0.780779, 0.999455, -0.000838526, -0.0329974, 0.000347335, -0.0291286, -0.041719, -0.0114596, -0.0291286, -0.041719, -0.0114596, 2, 0, 
[2024-10-16 17:54:23.775783] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [487] , 6.76651, -9.39453e-05, -0.00022027, -0.00323574, 0.0112351, 0.00203645, -0.0714971, 0.166479, 0.0231739, -0.814694, 0.999455, -0.000875684, -0.0329881, 0.000342331, 0.0169948, 0.0535023, -0.0011368, 0.0169948, 0.0535023, -0.0011368, 2, 0, 
[2024-10-16 17:54:23.780685] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [490] , 6.77651, -3.96985e-05, -0.000209798, -0.00361305, 0.0117308, 0.00215167, -0.0763351, 0.152064, 0.0231312, -0.847155, 0.999461, -0.000794122, -0.0328272, 0.00032262, 0.0277244, 0.0402274, 0.0200966, 0.0277244, 0.0402274, 0.0200966, 2, 0, 
[2024-10-16 17:54:23.785618] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [492] , 6.77651, 1.01365e-05, -0.000198589, -0.00399958, 0.0113395, 0.00227974, -0.0801188, 0.0761014, 0.0239174, -0.828701, 0.99946, -0.000771465, -0.0328569, 0.000344853, -0.025964, -0.0636786, -0.00780026, -0.025964, -0.0636786, -0.00780026, 2, 0, 
[2024-10-16 17:54:23.790676] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [494] , 6.7865, -1.87722e-05, -0.000264664, -0.00171795, 0.0185691, 0.00206457, -0.041118, 0.237328, 0.024244, -0.473244, 0.999463, -0.000814325, -0.0327624, 0.000298452, -0.0216993, -0.0239103, -0.014452, -0.0216993, -0.0239103, -0.014452, 2, 0, 
[2024-10-16 17:54:23.795640] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [497] , 6.7865, 7.69674e-05, -0.000253947, -0.00192986, 0.0197555, 0.00218686, -0.0434896, 0.237441, 0.0242386, -0.473446, 0.999465, -0.000801001, -0.0326884, 0.000286447, 0.0325882, 0.0633362, 0.0074898, 0.0325882, 0.0633362, 0.0074898, 2, 0, 
[2024-10-16 17:54:23.800901] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [500] , 6.79648, 0.000160201, -0.000237434, -0.00217999, 0.0188585, 0.0028992, -0.0488204, 0.102317, 0.062616, -0.665274, 0.99947, -0.000703423, -0.0325623, 0.000274255, 0.0228813, 0.0133433, 0.0283005, 0.0228813, 0.0133433, 0.0283005, 2, 0, 
[2024-10-16 17:54:23.805625] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [502] , 6.79648, 0.000246936, -0.000221865, -0.00242659, 0.0185808, 0.00322224, -0.0516133, 0.0638437, 0.0629762, -0.639109, 0.999467, -0.000687134, -0.0326464, 0.00032224, -0.0335043, -0.0724231, -0.00716022, -0.0335043, -0.0724231, -0.00716022, 2, 0, 
[2024-10-16 17:54:23.810967] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [505] , 6.80649, 0.000335225, -0.000204645, -0.0026745, 0.018503, 0.00354799, -0.0534479, 0.048328, 0.0633107, -0.585595, 0.999462, -0.000796308, -0.0327774, 0.000323589, -0.0204568, 0.00915728, -0.0166455, -0.0204568, 0.00915728, -0.0166455, 2, 0, 
[2024-10-16 17:54:23.815687] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [508] , 6.80649, 0.000414794, -0.000187683, -0.00294127, 0.0168992, 0.00363202, -0.0554619, -0.095651, 0.0446164, -0.521907, 0.999467, -0.000773382, -0.0326347, 0.000317126, 0.0350708, 0.0668213, 0.0183717, 0.0350708, 0.0668213, 0.0183717, 2, 0, 
[2024-10-16 17:54:23.820664] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [510] , 6.81649, 6.88624e-05, -0.000230998, -0.00184781, 0.0173443, 0.00356127, -0.0584483, 0.0592864, 0.0417759, -1.06595, 0.999473, -0.000723912, -0.0324627, 0.00034485, 0.0110628, -0.0176275, 0.0160067, 0.0110628, -0.0176275, 0.0160067, 2, 0, 
[2024-10-16 17:54:23.825650] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [513] , 6.81649, 0.000155425, -0.000212647, -0.00215508, 0.0174492, 0.00377068, -0.0640581, 0.0499727, 0.0417848, -1.07933, 0.999468, -0.000768934, -0.0325994, 0.000364334, -0.0380267, -0.0673725, -0.0226784, -0.0380267, -0.0673725, -0.0226784, 2, 0, 
[2024-10-16 17:54:23.830797] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [515] , 6.8265, 0.000242066, -0.00019272, -0.00248441, 0.0175416, 0.00398991, -0.0689128, 0.0437439, 0.0419123, -1.05791, 0.999465, -0.000856488, -0.0326826, 0.000349895, 0.000300792, 0.0211931, -0.0076807, 0.000300792, 0.0211931, -0.0076807, 2, 0, 
[2024-10-16 17:54:23.835757] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [518] , 6.8265, 0.00029493, -0.000178544, -0.00271077, 0.0142936, 0.00356598, -0.0613784, -0.154363, 0.0055745, -0.333498, 0.99947, -0.00078287, -0.0325438, 0.000346224, 0.0397001, 0.0624395, 0.0305465, 0.0397001, 0.0624395, 0.0305465, 2, 0, 
[2024-10-16 17:54:23.841022] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [521] , 6.83647, 0.000362842, -0.000160816, -0.00301028, 0.0133758, 0.0035965, -0.0619889, -0.161667, 0.00586361, -0.279462, 0.999472, -0.000701929, -0.0324885, 0.000371214, -0.0129278, -0.0368599, 0.00698202, -0.0129278, -0.0368599, 0.00698202, 2, 0, 
[2024-10-16 17:54:23.845756] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [523] , 6.83647, 0.00042897, -0.000142832, -0.00331053, 0.0126518, 0.00362822, -0.0623895, -0.15819, 0.00602634, -0.238957, 0.999467, -0.000795862, -0.0326424, 0.000396845, -0.0415192, -0.0473102, -0.0198578, -0.0415192, -0.0473102, -0.0198578, 2, 0, 
[2024-10-16 17:54:23.851124] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [527] , 6.84649, 0.00051329, -0.000126313, -0.00364822, 0.0149358, 0.00340485, -0.0662768, 0.0814403, -0.0141652, -0.435884, 0.999467, -0.000856159, -0.0326458, 0.000397263, 0.00728556, 0.0460084, 0.0014486, 0.00728556, 0.0460084, 0.0014486, 2, 0, 
[2024-10-16 17:54:23.855745] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [529] , 6.84649, -0.000150994, -0.000236977, -0.00215194, 0.00811461, 0.00205793, -0.0579306, -0.0188456, -0.0174693, -0.725319, 0.999477, -0.000946751, -0.0323192, 0.000386637, 0.0392351, 0.0486145, 0.021919, 0.0392351, 0.0486145, 0.021919, 2, 0, 
[2024-10-16 17:54:23.860815] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [531] , 6.8565, -0.000109608, -0.00022702, -0.00245897, 0.00807377, 0.00196716, -0.0620468, -0.017212, -0.0175468, -0.740834, 0.999477, -0.000886035, -0.0323237, 0.000383222, -0.0108808, -0.0615101, -0.00897619, -0.0108808, -0.0615101, -0.00897619, 2, 0, 
[2024-10-16 17:54:23.865840] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [535] , 6.8565, -3.47246e-05, -0.000208861, -0.00281039, 0.011535, 0.00279751, -0.0686023, 0.197919, 0.0392966, -0.898787, 0.999471, -0.000981246, -0.0324947, 0.000384295, -0.037438, -0.0282044, -0.0164505, -0.037438, -0.0282044, -0.0164505, 2, 0, 
[2024-10-16 17:54:23.870931] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [536] , 6.86649, 2.26058e-05, -0.000194365, -0.00316902, 0.01213, 0.00299411, -0.0736326, 0.175268, 0.0392922, -0.929135, 0.999474, -0.00100803, -0.0324254, 0.000390169, 0.0312938, 0.0644126, 0.00737482, 0.0312938, 0.0644126, 0.00737482, 2, 0, 
[2024-10-16 17:54:23.875722] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [539] , 6.86649, 7.83309e-05, -0.000178891, -0.00356088, 0.0123123, 0.0031897, -0.0794108, 0.144427, 0.0392452, -0.979171, 0.999478, -0.000886116, -0.0322852, 0.000368177, 0.0304601, 0.0240247, 0.029881, 0.0304601, 0.0240247, 0.029881, 2, 0, 
[2024-10-16 17:54:23.880780] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [542] , 6.87649, 0.000128192, -0.000165623, -0.00396073, 0.011658, 0.00293205, -0.083067, 0.063597, 0.00276903, -0.889448, 0.999477, -0.00087196, -0.0323376, 0.000419847, -0.0389401, -0.0606386, -0.00637803, -0.0389401, -0.0606386, -0.00637803, 2, 0, 
[2024-10-16 17:54:23.885821] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [544] , 6.87649, 0.000187785, -0.000150949, -0.00438903, 0.012163, 0.00294123, -0.0883003, 0.0801459, 0.00235914, -0.959095, 0.999472, -0.000992131, -0.032467, 0.000426651, -0.0245013, -0.00779982, -0.0200225, -0.0245013, -0.00779982, -0.0200225, 2, 0, 
[2024-10-16 17:54:23.890768] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [547] , 6.8865, 0.000271544, -8.59842e-05, -0.00202722, 0.0242641, 0.00411231, -0.0420275, 0.352245, 0.00569938, -0.289128, 0.999472, -0.000770719, -0.0324811, 0.000418913, 0.0422658, 0.0603368, 0.023045, 0.0422658, 0.0603368, 0.023045, 2, 0, 
[2024-10-16 17:54:23.895755] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [550] , 6.8865, 0.000360299, -6.22894e-05, -0.00227403, 0.0218891, 0.00445098, -0.0475673, 0.0824844, 0.0257048, -0.560261, 0.999475, -0.000646236, -0.0323842, 0.000424514, 0.0173155, -0.00363859, 0.0185273, 0.0173155, -0.00363859, 0.0185273, 2, 0, 
[2024-10-16 17:54:23.901026] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [552] , 6.89649, 0.000469117, -3.96721e-05, -0.00252212, 0.0221202, 0.00457958, -0.0506681, 0.0733725, 0.0256924, -0.575119, 0.999472, -0.000687353, -0.0324879, 0.000438725, -0.0440212, -0.0618081, -0.02636, -0.0440212, -0.0618081, -0.02636, 2, 0, 
[2024-10-16 17:54:23.905752] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [555] , 6.89649, 0.000579047, -1.657e-05, -0.00276809, 0.0223059, 0.00471239, -0.0522832, 0.0657751, 0.0259656, -0.523959, 0.999469, -0.000804284, -0.0325799, 0.000430287, -0.0101089, 0.0127229, -0.0116235, -0.0101089, 0.0127229, -0.0116235, 2, 0, 
[2024-10-16 17:54:23.910765] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [558] , 6.90649, 0.000677194, 1.06509e-05, -0.00302182, 0.0205246, 0.00532005, -0.0533924, -0.103934, 0.0640836, -0.427372, 0.999473, -0.000742754, -0.0324627, 0.000426691, 0.0419481, 0.0529786, 0.029578, 0.0419481, 0.0529786, 0.029578, 2, 0, 
[2024-10-16 17:54:23.915655] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [560] , 6.90649, 0.000778552, 3.81944e-05, -0.00329518, 0.0199396, 0.00564493, -0.0549373, -0.109976, 0.0643692, -0.370303, 0.999474, -0.000646502, -0.0324188, 0.000443236, -0.00231176, -0.0314634, 0.00869086, -0.00231176, -0.0314634, 0.00869086, 2, 0, 
[2024-10-16 17:54:23.920796] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [563] , 6.91649, 0.000117815, -0.000247214, -0.00169637, 0.0162785, 0.00263877, -0.0503205, -0.00438816, 0.0571256, -0.993071, 0.999484, -0.000985422, -0.032099, 0.000429201, -0.0473665, -0.045072, -0.0266886, -0.0473665, -0.045072, -0.0266886, 2, 0, 
[2024-10-16 17:54:23.926149] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [566] , 6.91649, 0.000198593, -0.000233493, -0.00195343, 0.0161895, 0.00292521, -0.0546551, -0.00702339, 0.0572642, -0.968822, 0.999484, -0.00107068, -0.0321069, 0.000421892, 0.00952673, 0.0396589, -0.00182921, 0.00952673, 0.0396589, -0.00182921, 2, 0, 
[2024-10-16 17:54:23.931145] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [569] , 6.92649, 0.000259467, -0.00021464, -0.00212706, 0.0141075, 0.00356866, -0.0487441, -0.127404, 0.0778566, -0.365641, 0.999488, -0.000976908, -0.031978, 0.00041327, 0.0358997, 0.0390099, 0.0269753, 0.0358997, 0.0390099, 0.0269753, 2, 0, 
[2024-10-16 17:54:23.935845] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [571] , 6.92649, 0.000325571, -0.000195639, -0.00237089, 0.0131873, 0.00396386, -0.0500939, -0.142259, 0.0780696, -0.340196, 0.999488, -0.000925983, -0.0319858, 0.000433433, -0.015669, -0.0518874, -0.00187413, -0.015669, -0.0518874, -0.00187413, 2, 0, 
[2024-10-16 17:54:23.940772] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [574] , 6.93648, 0.000389006, -0.000174685, -0.00261778, 0.0124268, 0.00435917, -0.0511216, -0.144157, 0.0782174, -0.311823, 0.999483, -0.00102205, -0.0321364, 0.000435994, -0.0376523, -0.03124, -0.0282795, -0.0376523, -0.03124, -0.0282795, 2, 0, 
[2024-10-16 17:54:23.945902] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [577] , 6.93648, 0.000456281, -0.000158913, -0.00290341, 0.01257, 0.00376928, -0.0554066, -0.0795728, 0.000152514, -0.491452, 0.999484, -0.00106549, -0.0320963, 0.000418531, 0.0321597, 0.0536834, 0.0103395, 0.0321597, 0.0536834, 0.0103395, 2, 0, 
[2024-10-16 17:54:23.950905] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [579] , 6.94649, 0.00051833, -0.000140136, -0.00318801, 0.0122228, 0.00377349, -0.0569401, -0.0749796, 0.000551446, -0.405174, 0.999488, -0.000925016, -0.0319704, 0.000408387, 0.0360996, 0.0209059, 0.0260513, 0.0360996, 0.0209059, 0.0260513, 2, 0, 
[2024-10-16 17:54:23.957081] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [582] , 6.94649, -0.000128183, -0.000328942, -0.00217983, 0.00590484, 0.00135743, -0.060418, -0.130972, -0.000290248, -0.783374, 0.999497, -0.000950719, -0.0316843, 0.000403022, -0.0300307, -0.0543167, -0.0136719, -0.0300307, -0.0543167, -0.0136719, 2, 0, 
[2024-10-16 17:54:23.961153] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [585] , 6.95649, -5.84081e-05, -0.000324891, -0.00249745, 0.00962872, 0.00105037, -0.0643287, 0.138379, -0.0193591, -0.765089, 0.999494, -0.00106893, -0.0317982, 0.000411723, -0.037562, -0.00768635, -0.015569, -0.037562, -0.00768635, -0.015569, 2, 0, 
[2024-10-16 17:54:23.966037] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [587] , 6.95649, -9.78855e-06, -0.000319905, -0.00283283, 0.0101344, 0.000952138, -0.0687109, 0.127519, -0.0194323, -0.797188, 0.999496, -0.001072, -0.0317165, 0.000428506, 0.040567, 0.0580064, 0.0280678, 0.040567, 0.0580064, 0.0280678, 2, 0, 
[2024-10-16 17:54:23.971088] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [590] , 6.9665, 4.03982e-05, -0.000315536, -0.00320327, 0.010549, 0.00084806, -0.0744221, 0.117445, -0.0197086, -0.874794, 0.9995, -0.000921399, -0.0316113, 0.00043525, 0.0202758, 0.00268156, 0.0238915, 0.0202758, 0.00268156, 0.0238915, 2, 0, 
[2024-10-16 17:54:23.975874] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [592] , 6.9665, 9.10921e-05, -0.000311497, -0.00360436, 0.0108964, 0.000753271, -0.0809838, 0.113988, -0.0194325, -1.03107, 0.999497, -0.000972458, -0.0316979, 0.00045892, -0.0513639, -0.0555278, -0.0322082, -0.0513639, -0.0555278, -0.0322082, 2, 0, 
[2024-10-16 17:54:23.980909] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [595] , 6.97649, 0.000147788, -0.000307901, -0.00402492, 0.0117477, 0.000650717, -0.0870118, 0.13866, -0.0199428, -1.10734, 0.999494, -0.00110709, -0.0317817, 0.000440246, -0.0101678, 0.0126154, -0.0129352, -0.0101678, 0.0126154, -0.0129352, 2, 0, 
[2024-10-16 17:54:23.985910] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [598] , 6.97649, 0.000209157, -0.00030488, -0.00447747, 0.0125791, 0.000547866, -0.0930551, 0.147028, -0.0201379, -1.13782, 0.999498, -0.00103829, -0.0316737, 0.000436847, 0.0462775, 0.0464531, 0.0275669, 0.0462775, 0.0464531, 0.0275669, 2, 0, 
[2024-10-16 17:54:23.990916] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [600] , 6.9865, -6.62403e-06, -8.25187e-05, -0.00180415, 0.0135738, 0.00482802, -0.0391751, 0.134164, 0.0768335, -0.690576, 0.999492, -0.00091696, -0.0318537, 0.000422243, 0.00359401, -0.013498, 0.0141345, 0.00359401, -0.013498, 0.0141345, 2, 0, 
[2024-10-16 17:54:23.995847] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [603] , 6.9865, 5.89074e-05, -5.73119e-05, -0.0020135, 0.0138375, 0.00521415, -0.0430985, 0.114594, 0.0768564, -0.713018, 0.999489, -0.00098219, -0.031942, 0.00044735, -0.0474175, -0.042677, -0.0266957, -0.0474175, -0.042677, -0.0266957, 2, 0, 
