[2024-10-16 17:54:18.016659] [0x0000007f8e48c010] [MocapTag] [0x000063df] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-10-16 17:54:42.927401] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11804] , 25.9265, -0.132317, -0.294192, -0.991773, -0.998514, -0.00579631, -0.0290368, -0.04576, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.929908] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11805] , 25.9265, -0.131425, -0.294093, -0.991978, -0.998464, -0.00620447, -0.0305349, -0.0458112, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.932817] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11807] , 25.9265, -0.131425, -0.294093, -0.991978, -0.998464, -0.00620447, -0.0305349, -0.0458112, 0.0892079, 0.00993523, -0.0204502, 0.0677109, -0.303211, 0, 
[2024-10-16 17:54:42.935412] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11808] , 25.9265, -0.131425, -0.294093, -0.991978, -0.998464, -0.00620447, -0.0305349, -0.0458112, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.938468] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11811] , 25.9365, -0.131425, -0.294093, -0.991978, -0.998464, -0.00620447, -0.0305349, -0.0458112, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.942233] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11812] , 25.9365, -0.130689, -0.293968, -0.992399, -0.998464, -0.00634337, -0.0304543, -0.0458362, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.945229] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11814] , 25.9365, -0.130689, -0.293968, -0.992399, -0.998464, -0.00634337, -0.0304543, -0.0458362, 0.0735482, 0.0124796, -0.042138, 0, 0, 0, 
[2024-10-16 17:54:42.948265] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11817] , 25.9465, -0.130689, -0.293968, -0.992399, -0.998464, -0.00634337, -0.0304543, -0.0458362, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.950602] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11819] , 25.9465, -0.129469, -0.293752, -0.992844, -0.998468, -0.00619037, -0.0313034, -0.0452062, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.953285] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11820] , 25.9465, -0.129469, -0.293752, -0.992844, -0.998468, -0.00619037, -0.0313034, -0.0452062, 0.121987, 0.0215331, -0.0445033, 0, -0.16771, 0.12571, 
[2024-10-16 17:54:42.956558] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11822] , 25.9465, -0.129469, -0.293752, -0.992844, -0.998468, -0.00619037, -0.0313034, -0.0452062, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.959405] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11824] , 25.9565, -0.129469, -0.293752, -0.992844, -0.998468, -0.00619037, -0.0313034, -0.0452062, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.963287] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11826] , 25.9565, -0.129177, -0.293672, -0.992867, -0.998424, -0.00675576, -0.0321418, -0.0455121, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.964771] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11827] , 25.9565, -0.129177, -0.293672, -0.992867, -0.998424, -0.00675576, -0.0321418, -0.0455121, 0.0291964, 0.00801845, -0.0023208, 0.103617, -0.173025, -0.0573575, 
[2024-10-16 17:54:42.967691] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11830] , 25.9665, -0.129177, -0.293672, -0.992867, -0.998424, -0.00675576, -0.0321418, -0.0455121, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.970314] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11831] , 25.9665, -0.128597, -0.293563, -0.993015, -0.998403, -0.00668179, -0.0327804, -0.0455109, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.975079] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11833] , 25.9665, -0.128597, -0.293563, -0.993015, -0.998403, -0.00668179, -0.0327804, -0.0455109, 0.0580181, 0.0109609, -0.0147986, 0, -0.126977, 0, 
[2024-10-16 17:54:42.978435] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11836] , 25.9765, -0.128597, -0.293563, -0.993015, -0.998403, -0.00668179, -0.0327804, -0.0455109, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.980596] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11837] , 25.9765, -0.127408, -0.293306, -0.993542, -0.998434, -0.00655718, -0.0324732, -0.0450848, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.983516] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11839] , 25.9765, -0.127408, -0.293306, -0.993542, -0.998434, -0.00655718, -0.0324732, -0.0450848, 0.118959, 0.0257061, -0.0526875, 0, 0.0629708, 0.0844911, 
[2024-10-16 17:54:42.985720] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11840] , 25.9765, -0.127408, -0.293306, -0.993542, -0.998434, -0.00655718, -0.0324732, -0.0450848, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.990593] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11843] , 25.9865, -0.127408, -0.293306, -0.993542, -0.998434, -0.00655718, -0.0324732, -0.0450848, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.993793] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11845] , 25.9865, -0.127404, -0.293247, -0.993401, -0.998401, -0.00677324, -0.0331768, -0.0452679, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:42.996416] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11847] , 25.9865, -0.127404, -0.293247, -0.993401, -0.998401, -0.00677324, -0.0331768, -0.0452679, 0, 0.00590108, 0.0141368, 0.0357151, -0.142796, -0.034979, 
[2024-10-16 17:54:42.998796] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11849] , 25.9965, -0.127404, -0.293247, -0.993401, -0.998401, -0.00677324, -0.0331768, -0.0452679, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.001579] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11851] , 25.9965, -0.126956, -0.293166, -0.993431, -0.998377, -0.00713376, -0.0336045, -0.0454212, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.006361] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11853] , 25.9965, -0.126956, -0.293166, -0.993431, -0.998377, -0.00713376, -0.0336045, -0.0454212, 0.0447956, 0.00803258, -0.00297723, 0.0672817, -0.0889212, 0, 
[2024-10-16 17:54:43.009045] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11855] , 26.0065, -0.126956, -0.293166, -0.993431, -0.998377, -0.00713376, -0.0336045, -0.0454212, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.011824] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11857] , 26.0065, -0.126539, -0.292946, -0.993844, -0.998455, -0.00665207, -0.0318929, -0.0450025, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.014479] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11858] , 26.0065, -0.126539, -0.292946, -0.993844, -0.998455, -0.00665207, -0.0318929, -0.0450025, 0.0416673, 0.0220129, -0.0413368, -0.0782967, 0.346953, 0.0799552, 
[2024-10-16 17:54:43.017302] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11860] , 26.0165, -0.126539, -0.292946, -0.993844, -0.998455, -0.00665207, -0.0318929, -0.0450025, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.019909] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11862] , 26.0165, -0.12571, -0.292872, -0.994106, -0.998466, -0.00651311, -0.0321321, -0.0446228, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.023418] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11864] , 26.0165, -0.12571, -0.292872, -0.994106, -0.998466, -0.00651311, -0.0321321, -0.0446228, 0.0828979, 0.00735873, -0.0261849, 0, -0.0461899, 0.0753298, 
[2024-10-16 17:54:43.026002] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11866] , 26.0165, -0.12571, -0.292872, -0.994106, -0.998466, -0.00651311, -0.0321321, -0.0446228, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.028625] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11868] , 26.0265, -0.12571, -0.292872, -0.994106, -0.998466, -0.00651311, -0.0321321, -0.0446228, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.030953] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11870] , 26.0265, -0.125844, -0.292714, -0.993915, -0.998462, -0.00732306, -0.0315698, -0.0449827, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.033775] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11871] , 26.0265, -0.125844, -0.292714, -0.993915, -0.998462, -0.00732306, -0.0315698, -0.0449827, -0.0133914, 0.015816, 0.0190919, 0.164747, 0.104785, -0.0672549, 
[2024-10-16 17:54:43.038552] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11874] , 26.0365, -0.125844, -0.292714, -0.993915, -0.998462, -0.00732306, -0.0315698, -0.0449827, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.041124] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11876] , 26.0365, -0.125479, -0.292548, -0.994109, -0.998506, -0.00700229, -0.0302061, -0.0449973, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.043736] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11877] , 26.0365, -0.125479, -0.292548, -0.994109, -0.998506, -0.00700229, -0.0302061, -0.0449973, 0.0365604, 0.0166006, -0.0194626, -0.0521183, 0.275449, 0, 
[2024-10-16 17:54:43.046402] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11879] , 26.0365, -0.125479, -0.292548, -0.994109, -0.998506, -0.00700229, -0.0302061, -0.0449973, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.048911] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11881] , 26.0465, -0.125479, -0.292548, -0.994109, -0.998506, -0.00700229, -0.0302061, -0.0449973, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.053784] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11883] , 26.0465, -0.12522, -0.292421, -0.994207, -0.998521, -0.00748686, -0.0295914, -0.0449842, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.056547] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11885] , 26.0465, -0.12522, -0.292421, -0.994207, -0.998521, -0.00748686, -0.0295914, -0.0449842, 0.025832, 0.0127825, -0.00975808, 0.10252, 0.118531, 0, 
[2024-10-16 17:54:43.059050] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11887] , 26.0565, -0.12522, -0.292421, -0.994207, -0.998521, -0.00748686, -0.0295914, -0.0449842, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.061584] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11889] , 26.0565, -0.125029, -0.29234, -0.994083, -0.998517, -0.00765631, -0.0295323, -0.0450987, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.064242] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11890] , 26.0565, -0.125029, -0.29234, -0.994083, -0.998517, -0.00765631, -0.0295323, -0.0450987, 0.0191118, 0.00806572, 0.0124116, 0, 0, 0, 
[2024-10-16 17:54:43.066814] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11892] , 26.0665, -0.125029, -0.29234, -0.994083, -0.998517, -0.00765631, -0.0295323, -0.0450987, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.071008] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11895] , 26.0665, -0.12483, -0.292148, -0.994263, -0.998577, -0.00731438, -0.0282076, -0.0446581, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.073669] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11896] , 26.0665, -0.12483, -0.292148, -0.994263, -0.998577, -0.00731438, -0.0282076, -0.0446581, 0.0199438, 0.0192146, -0.01802, -0.0540495, 0.268388, 0.0853769, 
[2024-10-16 17:54:43.076180] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11898] , 26.0665, -0.12483, -0.292148, -0.994263, -0.998577, -0.00731438, -0.0282076, -0.0446581, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.078822] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11900] , 26.0765, -0.12483, -0.292148, -0.994263, -0.998577, -0.00731438, -0.0282076, -0.0446581, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.081416] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11902] , 26.0765, -0.12467, -0.292062, -0.994171, -0.998573, -0.00768573, -0.0282585, -0.0446646, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.086328] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11904] , 26.0765, -0.12467, -0.292062, -0.994171, -0.998573, -0.00768573, -0.0282585, -0.0446646, 0.015944, 0.00858561, 0.00923554, 0.0738144, 0, 0, 
[2024-10-16 17:54:43.089037] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11906] , 26.0865, -0.12467, -0.292062, -0.994171, -0.998573, -0.00768573, -0.0282585, -0.0446646, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.091809] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11908] , 26.0865, -0.12562, -0.292516, -0.993792, -0.99865, -0.00677404, -0.0268176, -0.0439767, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.094382] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11909] , 26.0865, -0.12562, -0.292516, -0.993792, -0.99865, -0.00677404, -0.0268176, -0.0439767, -0.094926, -0.0453803, 0.0378448, -0.165892, 0.296891, 0.131783, 
[2024-10-16 17:54:43.097193] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11911] , 26.0965, -0.12562, -0.292516, -0.993792, -0.99865, -0.00677404, -0.0268176, -0.0439767, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.102053] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11914] , 26.0965, -0.124397, -0.291838, -0.994427, -0.998604, -0.00664382, -0.0274661, -0.0446212, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.106189] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11916] , 26.0965, -0.124397, -0.291838, -0.994427, -0.998604, -0.00664382, -0.0274661, -0.0446212, 0.122216, 0.0677648, -0.06348, -0.0352859, -0.12919, -0.129494, 
[2024-10-16 17:54:43.107668] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11918] , 26.1065, -0.124397, -0.291838, -0.994427, -0.998604, -0.00664382, -0.0274661, -0.0446212, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.110330] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11919] , 26.1065, -0.124406, -0.291694, -0.994484, -0.998641, -0.00639231, -0.0264022, -0.0444777, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.113171] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11921] , 26.1065, -0.124406, -0.291694, -0.994484, -0.998641, -0.00639231, -0.0264022, -0.0444777, 0, 0.0144039, -0.00572538, -0.0401258, 0.215043, 0, 
[2024-10-16 17:54:43.117683] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11924] , 26.1165, -0.124406, -0.291694, -0.994484, -0.998641, -0.00639231, -0.0264022, -0.0444777, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.121722] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11926] , 26.1165, -0.124357, -0.291495, -0.99456, -0.998643, -0.00589009, -0.026728, -0.0443012, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.123091] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11927] , 26.1165, -0.124357, -0.291495, -0.99456, -0.998643, -0.00589009, -0.026728, -0.0443012, 0.00496289, 0.0198528, -0.00754371, -0.102377, -0.060508, 0, 
[2024-10-16 17:54:43.126539] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11929] , 26.1165, -0.124357, -0.291495, -0.99456, -0.998643, -0.00589009, -0.026728, -0.0443012, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.128457] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11931] , 26.1265, -0.124357, -0.291495, -0.99456, -0.998643, -0.00589009, -0.026728, -0.0443012, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.132926] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11933] , 26.1265, -0.12436, -0.291438, -0.994322, -0.998649, -0.00642756, -0.0265867, -0.0441875, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.136723] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11935] , 26.1365, -0.12436, -0.291438, -0.994322, -0.998649, -0.00642756, -0.0265867, -0.0441875, 0, 0.00578987, 0.0238078, 0.109363, 0, 0, 
[2024-10-16 17:54:43.139292] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11937] , 26.1365, -0.12436, -0.291438, -0.994322, -0.998649, -0.00642756, -0.0265867, -0.0441875, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.141824] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11939] , 26.1365, -0.123887, -0.291103, -0.994499, -0.998682, -0.00615841, -0.0261421, -0.0437463, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.143718] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11940] , 26.1365, -0.123887, -0.291103, -0.994499, -0.998682, -0.00615841, -0.0261421, -0.0437463, 0.0472508, 0.0334459, -0.0177342, -0.0475883, 0.0916958, 0.0867322, 
[2024-10-16 17:54:43.146578] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11942] , 26.1365, -0.123887, -0.291103, -0.994499, -0.998682, -0.00615841, -0.0261421, -0.0437463, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.150198] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11944] , 26.1465, -0.123887, -0.291103, -0.994499, -0.998682, -0.00615841, -0.0261421, -0.0437463, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.152668] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11946] , 26.1465, -0.124257, -0.290981, -0.993994, -0.998653, -0.00761359, -0.0264938, -0.0439523, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.155383] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11947] , 26.1465, -0.124257, -0.290981, -0.993994, -0.998653, -0.00761359, -0.0264938, -0.0439523, -0.0370137, 0.0122434, 0.0505219, 0.286913, -0.0832673, 0, 
[2024-10-16 17:54:43.158395] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11950] , 26.1565, -0.124257, -0.290981, -0.993994, -0.998653, -0.00761359, -0.0264938, -0.0439523, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.160904] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11951] , 26.1565, -0.124272, -0.290719, -0.994103, -0.998696, -0.00679711, -0.0254851, -0.0437186, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.165442] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11953] , 26.1565, -0.124272, -0.290719, -0.994103, -0.998696, -0.00679711, -0.0254851, -0.0437186, 0, 0.026156, -0.0108815, -0.153327, 0.209037, 0.0417881, 
[2024-10-16 17:54:43.168315] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11956] , 26.1665, -0.124272, -0.290719, -0.994103, -0.998696, -0.00679711, -0.0254851, -0.0437186, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.170829] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11957] , 26.1665, -0.124296, -0.290604, -0.993953, -0.998669, -0.00731012, -0.0259955, -0.0439385, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.173539] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11959] , 26.1665, -0.124296, -0.290604, -0.993953, -0.998669, -0.00731012, -0.0259955, -0.0439385, -0.00242711, 0.0114626, 0.0149595, 0.0970364, -0.106756, -0.0410341, 
[2024-10-16 17:54:43.176756] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11961] , 26.1765, -0.124296, -0.290604, -0.993953, -0.998669, -0.00731012, -0.0259955, -0.0439385, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.181731] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11964] , 26.1765, -0.124296, -0.290604, -0.993953, -0.998669, -0.00731012, -0.0259955, -0.0439385, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.183336] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11965] , 26.1765, -0.124461, -0.290455, -0.993741, -0.998655, -0.00750495, -0.0262912, -0.044053, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.186857] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11967] , 26.1865, -0.124461, -0.290455, -0.993741, -0.998655, -0.00750495, -0.0262912, -0.044053, -0.0165199, 0.0148994, 0.0212523, 0.0357866, -0.0609651, 0, 
[2024-10-16 17:54:43.188915] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11969] , 26.1865, -0.124461, -0.290455, -0.993741, -0.998655, -0.00750495, -0.0262912, -0.044053, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.191668] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11971] , 26.1865, -0.124487, -0.29026, -0.993782, -0.998682, -0.0073802, -0.0257613, -0.0437718, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.194197] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11972] , 26.1865, -0.124487, -0.29026, -0.993782, -0.998682, -0.0073802, -0.0257613, -0.0437718, -0.00256105, 0.0195373, -0.00411081, 0, 0.107367, 0.0552684, 
[2024-10-16 17:54:43.198468] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11975] , 26.1965, -0.124487, -0.29026, -0.993782, -0.998682, -0.0073802, -0.0257613, -0.0437718, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.201014] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11976] , 26.1965, -0.124683, -0.290104, -0.993473, -0.998654, -0.00778276, -0.0264861, -0.043899, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.203899] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11978] , 26.1965, -0.124683, -0.290104, -0.993473, -0.998654, -0.00778276, -0.0264861, -0.043899, -0.0196422, 0.0155651, 0.0308909, 0.0735521, -0.148557, 0, 
[2024-10-16 17:54:43.206656] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11980] , 26.2065, -0.124683, -0.290104, -0.993473, -0.998654, -0.00778276, -0.0264861, -0.043899, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.209300] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11982] , 26.2065, -0.124683, -0.290104, -0.993473, -0.998654, -0.00778276, -0.0264861, -0.043899, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.213864] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11984] , 26.2065, -0.125859, -0.290472, -0.993029, -0.998718, -0.00728761, -0.0248161, -0.043505, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.217089] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11986] , 26.2165, -0.125859, -0.290472, -0.993029, -0.998718, -0.00728761, -0.0248161, -0.043505, -0.117547, -0.0367964, 0.0443604, -0.0825405, 0.338617, 0.0749826, 
[2024-10-16 17:54:43.219644] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11988] , 26.2165, -0.126134, -0.290363, -0.992892, -0.998692, -0.00674061, -0.0257959, -0.0436365, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.222552] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11990] , 26.2165, -0.126134, -0.290363, -0.992892, -0.998692, -0.00674061, -0.0257959, -0.0436365, -0.0274976, 0.0109279, 0.0136886, -0.118542, -0.191247, 0, 
[2024-10-16 17:54:43.225070] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11991] , 26.2165, -0.126134, -0.290363, -0.992892, -0.998692, -0.00674061, -0.0257959, -0.0436365, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.231262] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11995] , 26.2265, -0.126134, -0.290363, -0.992892, -0.998692, -0.00674061, -0.0257959, -0.0436365, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.233013] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11996] , 26.2265, -0.126395, -0.290257, -0.992717, -0.998682, -0.00711395, -0.025687, -0.0438659, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.235759] [0x0000007f857f99a0] [MocapTag] [0x000063df] [11997] , 26.2265, -0.126395, -0.290257, -0.992717, -0.998682, -0.00711395, -0.025687, -0.0438659, -0.0261021, 0.0105699, 0.0174909, 0.0744343, 0, -0.0441097, 
[2024-10-16 17:54:43.238757] [0x0000007f857f99a0] [MocapTag] [0x000063df] [12000] , 26.2365, -0.126395, -0.290257, -0.992717, -0.998682, -0.00711395, -0.025687, -0.0438659, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.241104] [0x0000007f857f99a0] [MocapTag] [0x000063df] [12002] , 26.2365, -0.126648, -0.28997, -0.992633, -0.998727, -0.00677687, -0.02463, -0.0435032, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.245969] [0x0000007f857f99a0] [MocapTag] [0x000063df] [12004] , 26.2365, -0.126648, -0.28997, -0.992633, -0.998727, -0.00677687, -0.02463, -0.0435032, -0.0253167, 0.028792, 0.00838873, -0.0564098, 0.214626, 0.0702068, 
[2024-10-16 17:54:43.249295] [0x0000007f857f99a0] [MocapTag] [0x000063df] [12006] , 26.2465, -0.126648, -0.28997, -0.992633, -0.998727, -0.00677687, -0.02463, -0.0435032, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.251565] [0x0000007f857f99a0] [MocapTag] [0x000063df] [12008] , 26.2465, -0.126942, -0.289853, -0.99232, -0.99873, -0.0070402, -0.0245612, -0.0434134, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:43.254257] [0x0000007f857f99a0] [MocapTag] [0x000063df] [12009] , 26.2465, -0.126942, -0.289853, -0.99232, -0.99873, -0.0070402, -0.0245612, -0.0434134, -0.0294028, 0.0116071, 0.0313512, 0.0536919, 0, 0, 
