[2024-07-25 21:08:05.118167] [0x0000007f9da45010] [LogDataTag] [0x0000624f] [1] , Controller Time [s], Algorithm Execution Time [us], Position x [m], Position y [m], Position z [m], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Phi [rad], Theta [rad], Psi [rad], omega_x [rad/s], omega_y [rad/s], omega_z [rad/s], User Position x [m], User Position y [m], User Position z [m], User Velocity x [m], User Velocity y [m], User Velocity z [m], Desired Phi [rad], Desired Theta [rad], Desired Psi [rad], Deisred Phi rate [rad/s], Deisred Theta rate [rad/s], Deisred Psi rate [rad/s], Desired Omega_x [rad/s], Desired Omega_y [rad/s], Desired Omega_z [rad/s], Desired Alpha_x [rad/s^2], Desired Alpha_y [rad/s^2], Desired Alpha_z [rad/s^2], Error in x [m], Error in y [m], Error in z [m], Integral Error in x [m], Integral Error in y [m], Integral Error in z [m], Error in vx [m/s], Error in vy [m/s], Error in vz [m/s], Error in Phi [rad], Error in Theta [rad], Error in Psi [rad], Integral Error in Phi [rad], Integral Error in Theta [rad], Integral Error in Psi [rad], Error in omega_x [rad/s], Error in omega_y [rad/s], Error in omega_z [rad/s], Virtual Mu x I [N], Virtual Mu y I [N], Virtual Mu z I [N], Virtual Mu x J [N], Virtual Mu y J [N], Virtual Mu z J [N], u1 [N], u2 [Nm], u3 [Nm], u4 [Nm], Thrust Motor 1 [N], Thrust Motor 2 [N], Thrust Motor 3 [N], Thrust Motor 4 [N], Normalized Thrust Motor 1 [-], Normalized Thrust Motor 2 [-], Normalized Thrust Motor 3 [-], Normalized Thrust Motor 4 [-], 
[2024-07-25 21:08:22.491880] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6756] , 17.4911, 439, 5.53181, -0.00933397, -0.930938, 0.0362518, 0.0132133, -0.0292534, -0.0239141, -0.0083214, 0.0628133, 0.0321068, 0.320702, -0.0545434, 5.5, 0, -1, 0, 0, 0, 0.0638648, -0.0264066, 0, 0.0555808, -0.11158, 0, 0.0555808, -0.111548, -0.00266809, 0.439683, -0.996938, -0.0262198, 0.0318108, -0.00933397, 0.0690616, -0.711725, -0.255543, 0.383762, 0.0362518, 0.0132133, -0.0292534, -0.0877789, 0.0180852, 0.0628133, -0.750004, 1.54803, 0.281812, -0.0234741, 0.43225, -0.0518754, 0.819284, 1.07363, -25.4994, 0.672843, 1.62969, -25.4742, 25.5351, 0.0687011, -0.0770395, -0.0495777, 5.90922, 6.6146, 6.4633, 6.548, 0.425312, 0.459284, 0.452131, 0.456143, 
[2024-07-25 21:08:22.501838] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6760] , 17.5011, 428, 5.53215, -0.00926229, -0.930942, 0.0516876, 0.0121034, -0.0111313, -0.0235866, -0.00494177, 0.0618105, 0.0832732, 0.428114, -0.107028, 5.5, 0, -1, 0, 0, 0, 0.0643031, -0.0176695, 0, -0.0277487, -0.228964, 0, -0.0277487, -0.2289, -0.00539999, 0.361476, -1.17332, -0.0273258, 0.0321505, -0.00926229, 0.0690584, -0.711407, -0.255637, 0.384453, 0.0516876, 0.0121034, -0.0111313, -0.0878897, 0.0127277, 0.0618105, -0.750881, 1.54821, 0.28244, 0.111022, 0.657014, -0.101628, 0.519826, 1.09169, -25.9489, 0.458029, 1.66925, -25.9193, 25.977, 0.0450184, -0.100805, -0.0250617, 6.07252, 6.79278, 6.39909, 6.71263, 0.433325, 0.467628, 0.449074, 0.463886, 
[2024-07-25 21:08:22.511857] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6764] , 17.5111, 425, 5.53258, -0.00930738, -0.931031, 0.0496354, 0.0146597, -0.0215114, -0.0219196, 0.00324507, 0.0602397, 0.0679046, 0.367731, -0.0699661, 5.5, 0, -1, 0, 0, 0, 0.0612693, -0.0267528, 0, -0.0529605, -0.104185, 0, -0.0529605, -0.10416, -0.00228351, -0.100033, -1.45234, -0.0315684, 0.0325768, -0.00930738, 0.068969, -0.711085, -0.255729, 0.385143, 0.0496354, 0.0146597, -0.0215114, -0.0831889, 0.0299979, 0.0602397, -0.75176, 1.54834, 0.283058, 0.120865, 0.471891, -0.0676826, 0.541296, 1.04646, -25.692, 0.686683, 1.5748, -25.6615, 25.719, 0.0271367, -0.0937199, -0.0396346, 6.03074, 6.63389, 6.34818, 6.70617, 0.431285, 0.460192, 0.446642, 0.463583, 
[2024-07-25 21:08:22.521871] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6769] , 17.5211, 439, 5.53258, -0.00930738, -0.931031, 0.0496354, 0.0146597, -0.0215114, -0.0219196, 0.00324507, 0.0602397, 0.0679046, 0.367731, -0.0699661, 5.5, 0, -1, 0, 0, 0, 0.061279, -0.0267028, 0, -0.104121, -0.177946, 0, -0.104121, -0.177903, -0.0039002, -0.515702, -0.830747, -0.0151716, 0.0325768, -0.00930738, 0.068969, -0.71076, -0.255822, 0.385833, 0.0496354, 0.0146597, -0.0215114, -0.0831986, 0.0299479, 0.0602397, -0.752592, 1.54864, 0.28366, 0.172026, 0.545634, -0.0660659, 0.540088, 1.0468, -25.6963, 0.685513, 1.57531, -25.6658, 25.7233, 0.00634075, -0.0887325, -0.0398515, 6.09104, 6.57468, 6.31561, 6.74196, 0.434228, 0.457403, 0.445082, 0.465257, 
[2024-07-25 21:08:22.531862] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6773] , 17.531, 442, 5.5329, -0.00924009, -0.930945, 0.0359984, 0.00718972, -0.017105, -0.0213262, 0.00756824, 0.059232, 0.103434, 0.520114, -0.0989977, 5.5, 0, -1, 0, 0, 0, 0.0652106, -0.0404695, 0, -0.109817, -0.181129, 0, -0.109817, -0.181088, -0.00386249, -0.890379, -0.433403, -0.00514357, 0.0329044, -0.00924009, 0.0690554, -0.710434, -0.255915, 0.386523, 0.0359984, 0.00718972, -0.017105, -0.0865368, 0.0480378, 0.059232, -0.753424, 1.54894, 0.284263, 0.213251, 0.701201, -0.0951352, 0.779772, 1.18289, -25.8148, 1.04378, 1.68474, -25.7775, 25.8536, -0.0103539, -0.10204, -0.024835, 6.16412, 6.64059, 6.23945, 6.80946, 0.437779, 0.460506, 0.44142, 0.468405, 
[2024-07-25 21:08:22.541878] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6777] , 17.5411, 439, 5.5329, -0.00924009, -0.930945, 0.0359984, 0.00718972, -0.017105, -0.0213262, 0.00756824, 0.059232, 0.103434, 0.520114, -0.0989977, 5.5, 0, -1, 0, 0, 0, 0.0652194, -0.0404177, 0, -0.0318461, -0.373816, 0, -0.0318461, -0.373731, -0.00797147, -0.970153, -0.0389852, 0.00380471, 0.0329044, -0.00924009, 0.0690554, -0.710105, -0.256008, 0.387213, 0.0359984, 0.00718972, -0.017105, -0.0865456, 0.0479859, 0.059232, -0.75429, 1.54942, 0.284855, 0.13528, 0.893845, -0.0910262, 0.778553, 1.18324, -25.8191, 1.04261, 1.68524, -25.7819, 25.8579, -0.000698073, -0.113204, -0.0264596, 6.11077, 6.6881, 6.2377, 6.82133, 0.435189, 0.462736, 0.441335, 0.468958, 
[2024-07-25 21:08:22.551917] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6782] , 17.5511, 476, 5.53299, -0.00928926, -0.931014, 0.0191551, -0.00569435, -0.03957, -0.020503, 0.0119145, 0.0585325, 0.0973394, 0.437119, -0.0563827, 5.5, 0, -1, 0, 0, 0, 0.0741177, -0.0581836, 0, 0.00769724, -0.397959, 0, 0.00769724, -0.397875, -0.00815877, -0.495054, -0.45584, -0.00584392, 0.0329859, -0.00928926, 0.0689857, -0.709776, -0.2561, 0.387904, 0.0191551, -0.00569435, -0.03957, -0.0946206, 0.0700981, 0.0585325, -0.755155, 1.5499, 0.285448, 0.0896422, 0.834994, -0.0482239, 1.08651, 1.42428, -25.2665, 1.46891, 1.87568, -25.2177, 25.33, 0.0256546, -0.122816, -0.0463378, 5.84575, 6.59141, 6.18946, 6.70334, 0.42217, 0.458192, 0.439006, 0.46345, 
[2024-07-25 21:08:22.561848] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6787] , 17.5611, 430, 5.53353, -0.00928319, -0.931027, 0.0326824, -0.00610826, -0.0278492, -0.0185822, 0.0232426, 0.0564117, 0.108302, 0.346842, -0.0758482, 5.5, 0, -1, 0, 0, 0, 0.0726092, -0.0582946, 0, 0.166236, -0.629163, 0, 0.166236, -0.629054, -0.0116905, 0.133321, -0.74506, -0.0123218, 0.0335295, -0.00928319, 0.0689729, -0.709446, -0.256193, 0.388594, 0.0326824, -0.00610826, -0.0278492, -0.0911913, 0.0815372, 0.0564117, -0.756101, 1.5506, 0.286033, -0.0579344, 0.975896, -0.0641577, 0.815025, 1.43205, -25.558, 1.48821, 1.85797, -25.5002, 25.6111, 0.0662683, -0.146047, -0.0364959, 5.78894, 6.83718, 6.26772, 6.71726, 0.419345, 0.469695, 0.442781, 0.464102, 
[2024-07-25 21:08:22.571878] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6792] , 17.5711, 443, 5.53376, -0.00933304, -0.930969, 0.0413258, 0.00809863, -0.0108795, -0.0173869, 0.0266967, 0.0558319, 0.127564, 0.404606, -0.0508224, 5.5, 0, -1, 0, 0, 0, 0.0609335, -0.0540525, 0, 0.18526, -0.632002, 0, 0.18526, -0.631906, -0.010988, 1.16579, -1.64263, -0.0273439, 0.0337589, -0.00933304, 0.0690311, -0.709111, -0.256286, 0.389283, 0.0413258, 0.00809863, -0.0108795, -0.0783204, 0.0807492, 0.0558319, -0.757013, 1.55142, 0.286597, -0.0576957, 1.03651, -0.0398344, 0.645347, 1.17112, -25.9834, 1.40303, 1.58437, -25.9315, 26.0177, 0.0916987, -0.169402, -0.0481527, 5.74463, 7.0275, 6.39559, 6.85002, 0.417133, 0.478503, 0.448907, 0.470292, 
[2024-07-25 21:08:22.581875] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6796] , 17.5811, 449, 5.53387, -0.00929376, -0.930944, 0.021679, 0.00568532, -0.0284845, -0.0176279, 0.0305385, 0.0552134, -0.0446864, 0.409078, -0.0688172, 5.5, 0, -1, 0, 0, 0, 0.0627976, -0.0724319, 0, -0.0228219, -0.464257, 0, -0.0228219, -0.464185, -0.00818343, 1.72004, -1.91585, -0.0291399, 0.0338738, -0.00929376, 0.0690558, -0.708773, -0.256379, 0.389974, 0.021679, 0.00568532, -0.0284845, -0.0804254, 0.10297, 0.0552134, -0.757796, 1.55223, 0.287155, -0.0218645, 0.873263, -0.0606338, 1.00402, 1.21463, -25.5567, 1.84936, 1.60689, -25.4877, 25.6052, 0.104245, -0.166, -0.0367907, 5.64981, 6.97191, 6.30159, 6.68189, 0.412373, 0.475939, 0.444409, 0.462445, 
[2024-07-25 21:08:22.591863] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6801] , 17.5911, 433, 5.53397, -0.00932938, -0.931006, 0.0234038, 0.00264382, -0.023591, -0.017275, 0.0336774, 0.0543921, 0.0952602, 0.343141, -0.0891263, 5.5, 0, -1, 0, 0, 0, 0.0645996, -0.0740431, 0, -0.0809013, -0.610239, 0, -0.0809013, -0.610148, -0.0105414, 0.925405, -1.01284, -0.0126849, 0.0339673, -0.00932938, 0.0689941, -0.708434, -0.256472, 0.390664, 0.0234038, 0.00264382, -0.023591, -0.0818746, 0.107721, 0.0543921, -0.758601, 1.55325, 0.287707, 0.176161, 0.953289, -0.0785849, 0.967431, 1.27275, -25.6771, 1.89918, 1.66078, -25.6028, 25.7268, 0.0496244, -0.157587, -0.0273824, 5.84827, 6.8805, 6.20705, 6.79096, 0.422295, 0.471707, 0.439856, 0.467544, 
[2024-07-25 21:08:22.601861] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6806] , 17.6011, 429, 5.53404, -0.00940982, -0.930937, 0.0307285, -0.00855545, -0.00735344, -0.0163055, 0.0370287, 0.0538373, 0.0898845, 0.405084, -0.0488724, 5.5, 0, -1, 0, 0, 0, 0.0712688, -0.0718329, 0, -0.0646793, -0.602613, 0, -0.0646793, -0.602533, -0.00982549, -0.119718, -0.629739, -0.00601463, 0.0340445, -0.00940982, 0.069063, -0.708095, -0.256565, 0.391354, 0.0307285, -0.00855545, -0.00735344, -0.0875743, 0.108862, 0.0538373, -0.759419, 1.55433, 0.288251, 0.154564, 1.00762, -0.0390469, 0.827658, 1.48382, -26.0851, 1.87136, 1.86142, -26.0068, 26.1404, 0.0237191, -0.15579, -0.0455218, 5.9702, 6.87619, 6.30114, 6.99285, 0.428316, 0.471507, 0.444388, 0.476905, 
[2024-07-25 21:08:22.611897] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6811] , 17.6111, 457, 5.53406, -0.00946841, -0.930865, 0.0154674, 0.00447385, -0.0220826, -0.0166529, 0.03993, 0.0532065, -0.0524211, 0.279363, -0.0845262, 5.5, 0, -1, 0, 0, 0, 0.0625376, -0.0855686, 0, 0.0595138, -0.467475, 0, 0.0595138, -0.46741, -0.00778446, -0.812799, -0.15642, 0.00317624, 0.0340619, -0.00946841, 0.0691345, -0.707754, -0.25666, 0.392045, 0.0154674, 0.00447385, -0.0220826, -0.0791905, 0.125499, 0.0532065, -0.760295, 1.55542, 0.28879, -0.111935, 0.746773, -0.0767418, 1.10856, 1.24506, -25.7323, 2.19949, 1.61156, -25.6416, 25.7862, 0.0393438, -0.126322, -0.0258786, 5.97021, 6.79567, 6.27516, 6.74518, 0.428316, 0.467763, 0.443139, 0.465407, 
[2024-07-25 21:08:22.621886] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6814] , 17.6211, 455, 5.53407, -0.00943324, -0.930788, 0.0313994, 0.00538326, -8.78412e-05, -0.0162437, 0.0423821, 0.0522063, 0.127556, 0.311127, -0.104377, 5.5, 0, -1, 0, 0, 0, 0.0611577, -0.075721, 0, -0.0350623, -0.55299, 0, -0.0350623, -0.552917, -0.00898221, -0.663686, 0.744384, 0.0169292, 0.0340667, -0.00943324, 0.0692122, -0.707414, -0.256754, 0.392736, 0.0313994, 0.00538326, -8.78412e-05, -0.0774014, 0.118103, 0.0522063, -0.761087, 1.55668, 0.289322, 0.162619, 0.864044, -0.095395, 0.811904, 1.22716, -26.2824, 1.98762, 1.60889, -26.1991, 26.3236, 0.000272228, -0.117643, -0.0160455, 6.23922, 6.84369, 6.31933, 6.92134, 0.441409, 0.469998, 0.44526, 0.4736, 
[2024-07-25 21:08:22.631889] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6820] , 17.6311, 443, 5.53409, -0.0094876, -0.930627, 0.0110642, -0.00888895, -0.0180382, -0.0156305, 0.0453422, 0.0516294, 0.0751909, 0.283843, -0.0517601, 5.5, 0, -1, 0, 0, 0, 0.0707798, -0.0942117, 0, -0.0931443, -0.344577, 0, -0.0931443, -0.344535, -0.00538568, -0.74059, 0.913239, 0.0185201, 0.0340886, -0.0094876, 0.0693732, -0.707073, -0.256849, 0.393428, 0.0110642, -0.00888895, -0.0180382, -0.0864103, 0.139554, 0.0516294, -0.761861, 1.55786, 0.289844, 0.168335, 0.628378, -0.0463744, 1.18667, 1.49414, -25.8565, 2.43289, 1.83356, -25.7472, 25.9268, 0.00187659, -0.0981875, -0.0385851, 6.13088, 6.64283, 6.32905, 6.82405, 0.436166, 0.460612, 0.445726, 0.469085, 
[2024-07-25 21:08:22.641841] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6824] , 17.6411, 427, 5.53399, -0.00955242, -0.930359, 0.0192344, 0.00720538, -0.00225824, -0.0154826, 0.0490906, 0.049798, -0.0267076, 0.238344, -0.103644, 5.5, 0, -1, 0, 0, 0, 0.0589714, -0.0908611, 0, 0.0501564, -0.493593, 0, 0.0501564, -0.493534, -0.00764179, -0.830927, 1.59301, 0.0285702, 0.0339909, -0.00955242, 0.0696407, -0.706732, -0.256943, 0.394122, 0.0192344, 0.00720538, -0.00225824, -0.074454, 0.139952, 0.049798, -0.762725, 1.55925, 0.29036, -0.076864, 0.731878, -0.0960027, 1.03753, 1.19884, -26.2668, 2.38354, 1.55091, -26.1605, 26.3146, 0.0309313, -0.0951833, -0.0121154, 6.23498, 6.86277, 6.43426, 6.78262, 0.441204, 0.470885, 0.45075, 0.467155, 
[2024-07-25 21:08:22.651831] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6829] , 17.6511, 424, 5.53386, -0.00957012, -0.930289, 0.0104882, -0.00795729, -0.0204378, -0.0150081, 0.0503164, 0.0490103, 0.0862959, 0.0746724, -0.0850185, 5.5, 0, -1, 0, 0, 0, 0.0697946, -0.0996949, 0, -0.0837509, -0.426577, 0, -0.0837509, -0.426529, -0.00640185, -0.153571, 1.14583, 0.0205048, 0.0338638, -0.00957012, 0.0697107, -0.706392, -0.257039, 0.394818, 0.0104882, -0.00795729, -0.0204378, -0.0848027, 0.150011, 0.0490103, -0.76347, 1.56065, 0.290858, 0.170047, 0.501201, -0.0786166, 1.20293, 1.48087, -25.8291, 2.5715, 1.80618, -25.7081, 25.8995, 0.019132, -0.0845156, -0.0200306, 6.16573, 6.68553, 6.35064, 6.69759, 0.437857, 0.462616, 0.44676, 0.463181, 
[2024-07-25 21:08:22.661846] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6834] , 17.6611, 430, 5.53381, -0.00968662, -0.930111, 0.0201817, -0.00897484, 0.00710897, -0.0145551, 0.0518502, 0.0482999, 0.0240623, 0.203847, -0.0697311, 5.5, 0, -1, 0, 0, 0, 0.0691939, -0.0932124, 0, 0.0439019, -0.470178, 0, 0.0439019, -0.470128, -0.00684324, -0.109314, 0.775262, 0.0139793, 0.0338104, -0.00968662, 0.0698887, -0.706054, -0.257135, 0.395515, 0.0201817, -0.00897484, 0.00710897, -0.083749, 0.145063, 0.0482999, -0.764318, 1.56215, 0.291348, -0.0198396, 0.673976, -0.0628878, 1.02397, 1.50472, -26.5226, 2.46854, 1.83805, -26.4062, 26.5849, 0.0493256, -0.107213, -0.0269359, 6.19374, 6.96631, 6.54898, 6.87592, 0.439213, 0.47568, 0.45619, 0.471495, 
[2024-07-25 21:08:22.671872] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6838] , 17.6711, 431, 5.53363, -0.0097056, -0.929964, -0.00963466, 0.00583435, -0.0216477, -0.0152293, 0.0529828, 0.0474351, -0.0429966, 0.0670819, -0.0962429, 5.5, 0, -1, 0, 0, 0, 0.0597231, -0.116418, 0, 0.0834327, -0.310413, 0, 0.0834327, -0.310377, -0.00472721, 0.429906, 0.140021, 0.0039352, 0.0336299, -0.0097056, 0.0700364, -0.705715, -0.257232, 0.396214, -0.00963466, 0.00583435, -0.0216477, -0.0749524, 0.1694, 0.0474351, -0.765155, 1.5636, 0.291831, -0.126429, 0.377459, -0.0915157, 1.58173, 1.23141, -25.8302, 3.00396, 1.54638, -25.6866, 25.9079, 0.0782296, -0.0985043, -0.0125369, 6.01691, 6.87539, 6.43192, 6.58365, 0.430607, 0.47147, 0.450639, 0.457826, 
[2024-07-25 21:08:22.681917] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6843] , 17.6811, 478, 5.53347, -0.00973576, -0.929876, 0.0251045, -0.00998117, 0.00549265, -0.014956, 0.0534276, 0.0465837, 0.0894942, 0.0884404, -0.0859038, 5.5, 0, -1, 0, 0, 0, 0.0706461, -0.0917002, 0, -0.0640557, -0.561735, 0, -0.0640557, -0.561673, -0.00840099, 0.875085, 0.227652, 0.00335342, 0.0334659, -0.00973576, 0.070124, -0.705379, -0.257329, 0.396915, 0.0251045, -0.00998117, 0.00549265, -0.0856021, 0.145128, 0.0465837, -0.765905, 1.5653, 0.292306, 0.15355, 0.650113, -0.0775028, 0.942667, 1.52604, -26.5076, 2.42682, 1.87538, -26.3906, 26.5682, 0.0539427, -0.115635, -0.0184867, 6.17829, 7.01491, 6.51285, 6.86212, 0.438465, 0.477923, 0.454481, 0.470854, 
[2024-07-25 21:08:22.691869] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6847] , 17.6911, 442, 5.53295, -0.00988221, -0.929624, -0.016016, -0.00391766, -0.0176221, -0.0152154, 0.0556031, 0.045065, 0.0128433, 0.00309576, -0.0998083, 5.5, 0, -1, 0, 0, 0, 0.0665796, -0.124336, 0, 0.0560665, -0.186959, 0, 0.0560665, -0.186938, -0.00284455, 0.437116, -0.705895, -0.0116979, 0.032948, -0.00988221, 0.0703761, -0.705044, -0.257426, 0.397616, -0.016016, -0.00391766, -0.0176221, -0.081795, 0.17994, 0.045065, -0.766761, 1.56675, 0.292771, -0.0432231, 0.190034, -0.0969638, 1.72207, 1.41987, -25.961, 3.2243, 1.73356, -25.7983, 26.0567, 0.0691524, -0.100114, -0.00795648, 6.08175, 6.90749, 6.43325, 6.63423, 0.433776, 0.472959, 0.450702, 0.460208, 
[2024-07-25 21:08:22.701897] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6852] , 17.7011, 476, 5.53295, -0.00988221, -0.929624, -0.016016, -0.00391766, -0.0176221, -0.0152154, 0.0556031, 0.045065, 0.0128433, 0.00309576, -0.0998083, 5.5, 0, -1, 0, 0, 0, 0.0665873, -0.124279, 0, 0.0348849, -0.514325, 0, 0.0348849, -0.514266, -0.00782537, 0.449819, 0.175674, 0.000774644, 0.032948, -0.00988221, 0.0703761, -0.704715, -0.257525, 0.39832, -0.016016, -0.00391766, -0.0176221, -0.0818027, 0.179882, 0.045065, -0.767579, 1.56855, 0.293222, -0.0220416, 0.517362, -0.091983, 1.72085, 1.42023, -25.9653, 3.22334, 1.73405, -25.8027, 26.061, 0.0662692, -0.114941, -0.00988796, 6.04658, 6.93532, 6.39455, 6.68458, 0.432059, 0.474247, 0.448858, 0.462571, 
[2024-07-25 21:08:22.711845] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6856] , 17.7111, 441, 5.53279, -0.00993901, -0.929451, 0.0182329, -0.00523234, 0.0124332, -0.0151919, 0.0565274, 0.0442357, -0.00496169, 0.130084, -0.0801099, 5.5, 0, -1, 0, 0, 0, 0.0673247, -0.0997593, 0, 0.0201074, -0.57515, 0, 0.0201074, -0.575084, -0.0087373, 0.26746, -0.434548, -0.00874262, 0.0327942, -0.00993901, 0.0705487, -0.704385, -0.257624, 0.399023, 0.0182329, -0.00523234, 0.0124332, -0.0825166, 0.156287, 0.0442357, -0.768397, 1.57035, 0.293673, -0.0250691, 0.705168, -0.0713726, 1.09053, 1.44722, -26.7201, 2.66123, 1.8017, -26.588, 26.7815, 0.0612901, -0.13775, -0.0191779, 6.15663, 7.13983, 6.52778, 6.95726, 0.437416, 0.483666, 0.455187, 0.475262, 
[2024-07-25 21:08:22.721916] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6860] , 17.7211, 461, 5.53279, -0.00993901, -0.929451, 0.0182329, -0.00523234, 0.0124332, -0.0151919, 0.0565274, 0.0442357, -0.00496169, 0.130084, -0.0801099, 5.5, 0, -1, 0, 0, 0, 0.0673321, -0.0997074, 0, 0.0221869, -0.117578, 0, 0.0221869, -0.117565, -0.00178617, 0.00841066, -1.01165, -0.0171147, 0.0327942, -0.00993901, 0.0705487, -0.704058, -0.257723, 0.399729, 0.0182329, -0.00523234, 0.0124332, -0.082524, 0.156235, 0.0442357, -0.769222, 1.57191, 0.294115, -0.0271486, 0.247648, -0.0783237, 1.08931, 1.44759, -26.7245, 2.66028, 1.80219, -26.5924, 26.7859, 0.0536028, -0.104133, -0.0161892, 6.26862, 7.04472, 6.59035, 6.88218, 0.442825, 0.479296, 0.458142, 0.471785, 
[2024-07-25 21:08:22.731983] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6865] , 17.7311, 473, 5.53207, -0.0101041, -0.9293, -0.0163043, -0.0113282, -0.0043336, -0.0151177, 0.0577764, 0.0426113, 0.0415626, -0.00946832, -0.100998, 5.5, 0, -1, 0, 0, 0, 0.0714476, -0.1269, 0, 0.0196693, 0.103396, 0, 0.0196693, 0.103384, 0.00156305, -0.180181, 0.524141, 0.00695172, 0.0320666, -0.0101041, 0.0706998, -0.70373, -0.257822, 0.400434, -0.0163043, -0.0113282, -0.0043336, -0.0865653, 0.184677, 0.0426113, -0.770047, 1.57347, 0.294557, 0.0218932, -0.112853, -0.102562, 1.75432, 1.56749, -26.3271, 3.3367, 1.8869, -26.1526, 26.432, 0.0424203, -0.0477443, -0.00196694, 6.38495, 6.82139, 6.58624, 6.63944, 0.448399, 0.468961, 0.457948, 0.460452, 
[2024-07-25 21:08:22.741957] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6870] , 17.7411, 473, 5.53135, -0.0101956, -0.929114, -0.0211198, -0.0108126, -0.0129982, -0.0157156, 0.0587058, 0.0408648, 0.0647575, 0.0325884, -0.107416, 5.5, 0, -1, 0, 0, 0, 0.0721659, -0.132574, 0, 0.0812639, -0.251004, 0, 0.0812639, -0.250973, -0.00394451, -0.28602, 2.3735, 0.0358231, 0.0313547, -0.0101956, 0.0708861, -0.703409, -0.257923, 0.401141, -0.0211198, -0.0108126, -0.0129982, -0.0878814, 0.19128, 0.0408648, -0.770913, 1.57532, 0.294984, -0.0165064, 0.283562, -0.103471, 1.86802, 1.56195, -26.1312, 3.46012, 1.89231, -25.9464, 26.2444, 0.0457207, -0.0524884, 0.00142852, 6.32678, 6.80245, 6.52629, 6.5889, 0.445617, 0.468079, 0.455117, 0.458074, 
[2024-07-25 21:08:22.752003] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6874] , 17.7511, 469, 5.53092, -0.0103124, -0.92901, -0.0315738, -0.0138945, -0.00649381, -0.0153514, 0.0593783, 0.0400354, 0.0207837, 0.0876487, -0.0906096, 5.5, 0, -1, 0, 0, 0, 0.0734785, -0.140684, 0, 0.106855, -0.457565, 0, 0.106855, -0.457511, -0.00702397, -0.0629154, 1.83831, 0.0278676, 0.0309219, -0.0103124, 0.0709897, -0.703095, -0.258025, 0.40185, -0.0315738, -0.0138945, -0.00649381, -0.0888299, 0.200062, 0.0400354, -0.771792, 1.57723, 0.295392, -0.086071, 0.545159, -0.0835857, 2.07618, 1.62408, -26.3025, 3.69663, 1.94061, -26.1025, 26.4343, 0.0638443, -0.0915942, -0.00741738, 6.2113, 6.96937, 6.53617, 6.71744, 0.440062, 0.475821, 0.455584, 0.46411, 
[2024-07-25 21:08:22.762019] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [6878] , 17.7611, 477, 5.53041, -0.0103723, -0.928985, -0.0329864, -0.00558644, -0.0208726, -0.0160412, 0.0594557, 0.0392914, -0.0531645, -0.0118053, -0.0854476, 5.5, 0, -1, 0, 0, 0, 0.0691354, -0.143233, 0, 0.122021, -0.604998, 0, 0.122021, -0.60492, -0.00970445, 0.216108, 0.202821, 0.00338604, 0.0304093, -0.0103723, 0.0710148, -0.702786, -0.258129, 0.40256, -0.0329864, -0.00558644, -0.0208726, -0.0851765, 0.202689, 0.0392914, -0.77268, 1.57923, 0.295793, -0.175185, 0.593115, -0.0757431, 2.11968, 1.4729, -25.9553, 3.71434, 1.80184, -25.7545, 26.0833, 0.0846202, -0.129344, -0.011195, 5.97056, 7.01605, 6.40785, 6.68885, 0.428334, 0.477975, 0.449492, 0.462771, 
