[2024-10-16 17:54:17.983659] [0x0000007f8e48c010] [LogDataTag] [0x000063df] [1] , Controller Time [s], Algorithm Execution Time [us], Position x [m], Position y [m], Position z [m], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Phi [rad], Theta [rad], Psi [rad], omega_x [rad/s], omega_y [rad/s], omega_z [rad/s], User Position x [m], User Position y [m], User Position z [m], User Velocity x [m], User Velocity y [m], User Velocity z [m], Desired Phi [rad], Desired Theta [rad], Desired Psi [rad], Deisred Phi rate [rad/s], Deisred Theta rate [rad/s], Deisred Psi rate [rad/s], Desired Omega_x [rad/s], Desired Omega_y [rad/s], Desired Omega_z [rad/s], Desired Alpha_x [rad/s^2], Desired Alpha_y [rad/s^2], Desired Alpha_z [rad/s^2], Error in x [m], Error in y [m], Error in z [m], Integral Error in x [m], Integral Error in y [m], Integral Error in z [m], Error in vx [m/s], Error in vy [m/s], Error in vz [m/s], Error in Phi [rad], Error in Theta [rad], Error in Psi [rad], Integral Error in Phi [rad], Integral Error in Theta [rad], Integral Error in Psi [rad], Error in omega_x [rad/s], Error in omega_y [rad/s], Error in omega_z [rad/s], Virtual Mu x I [N], Virtual Mu y I [N], Virtual Mu z I [N], Virtual Mu x J [N], Virtual Mu y J [N], Virtual Mu z J [N], u1 [N], u2 [Nm], u3 [Nm], u4 [Nm], Thrust Motor 1 [N], Thrust Motor 2 [N], Thrust Motor 3 [N], Thrust Motor 4 [N], Normalized Thrust Motor 1 [-], Normalized Thrust Motor 2 [-], Normalized Thrust Motor 3 [-], Normalized Thrust Motor 4 [-], 
[2024-10-16 17:54:45.857276] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13659] , 28.8565, 495, 0.0284483, -0.0248808, -0.967791, -0.0886726, 0.0115763, -0.00152005, -0.0086867, 0.0228936, 0.107595, 0.0423224, -0.256155, -0.00291047, 0, 0, -1, 0, 0, 0, 0.0780456, -0.0448856, 0, -0.0520105, -0.032344, 0, -0.0520105, -0.0323428, -0.000280959, -0.383903, -0.0933437, -0.00137706, 0.0284483, -0.0248808, 0.0322088, 0.0618117, -0.346263, 1.12518, -0.0886726, 0.0115763, -0.00152005, -0.0867323, 0.0677792, 0.107595, -1.10384, 0.18526, 1.0038, 0.0943329, -0.223812, -0.00262952, 0.419421, 2.08454, -29.1735, 1.30851, 2.28059, -29.1325, 29.2509, 0.0250604, -0.00315453, -0.134396, 6.91767, 7.04704, 7.69162, 7.59459, 0.47343, 0.479403, 0.508726, 0.504348, 
[2024-10-16 17:54:45.867314] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13664] , 28.8665, 492, 0.026551, -0.0247495, -0.966679, -0.0857142, 0.00898599, 0.00778042, -0.00856997, 0.0191587, 0.107452, 0.0232763, -0.216934, -0.0175598, 0, 0, -1, 0, 0, 0, 0.0786668, -0.0415096, 0, -0.0336612, -0.126476, 0, -0.0336612, -0.126472, -0.00108388, -0.202695, -0.575681, -0.00606976, 0.026551, -0.0247495, 0.0333211, 0.0620962, -0.346512, 1.1255, -0.0857142, 0.00898599, 0.00778042, -0.0872367, 0.0606683, 0.107452, -1.10471, 0.185938, 1.00487, 0.0569375, -0.0904628, -0.0164759, 0.43258, 2.13023, -29.4938, 1.22345, 2.32408, -29.457, 29.5738, 0.0372544, -0.0250855, -0.127325, 6.932, 7.22892, 7.72628, 7.68662, 0.474094, 0.487743, 0.510288, 0.508501, 
[2024-10-16 17:54:45.877288] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13672] , 28.8765, 490, 0.0255269, -0.0247085, -0.966171, -0.0870605, 0.0147932, 0.0124782, -0.00842991, 0.0174023, 0.10722, 0.0315631, -0.199613, -0.0335778, 0, 0, -1, 0, 0, 0, 0.0741403, -0.0413437, 0, -0.0102633, -0.0936418, 0, -0.0102633, -0.0936385, -0.000789383, 0.0526942, -1.1465, -0.0110828, 0.0255269, -0.0247085, 0.0338287, 0.0623617, -0.346759, 1.12583, -0.0870605, 0.0147932, 0.0124782, -0.0825702, 0.058746, 0.10722, -1.10558, 0.186544, 1.00595, 0.0418264, -0.105974, -0.0327884, 0.496367, 2.01678, -29.6528, 1.22523, 2.20184, -29.6185, 29.7255, 0.0455832, -0.034896, -0.119011, 6.94639, 7.33123, 7.7374, 7.71043, 0.474759, 0.492408, 0.51079, 0.509574, 
[2024-10-16 17:54:45.887351] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13677] , 28.8865, 532, 0.0255269, -0.0247085, -0.966171, -0.0870605, 0.0147932, 0.0124782, -0.00842991, 0.0174023, 0.10722, 0.0315631, -0.199613, -0.0335778, 0, 0, -1, 0, 0, 0, 0.0741695, -0.0413139, 0, -0.0707491, -0.0615574, 0, -0.0707491, -0.0615552, -0.000518917, 0.318805, -1.16486, -0.0109675, 0.0255269, -0.0247085, 0.0338287, 0.0626169, -0.347006, 1.12617, -0.0870605, 0.0147932, 0.0124782, -0.0825994, 0.0587161, 0.10722, -1.1064, 0.187132, 1.00702, 0.102312, -0.138058, -0.0330589, 0.495428, 2.01769, -29.6549, 1.22444, 2.20286, -29.6205, 29.7276, 0.0444569, -0.0318701, -0.118927, 6.95742, 7.32167, 7.74294, 7.70554, 0.475269, 0.491973, 0.511039, 0.509354, 
[2024-10-16 17:54:45.897415] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13682] , 28.8965, 524, 0.0245308, -0.0246623, -0.965701, -0.0832891, 0.00939956, 0.0064093, -0.00836473, 0.0159286, 0.107074, 0.016539, -0.167777, -0.0152743, 0, 0, -1, 0, 0, 0, 0.0779801, -0.0390742, 0, -0.0855765, -0.0371136, 0, -0.0855765, -0.0371123, -0.000310441, 0.211865, -0.767105, -0.00712492, 0.0245308, -0.0246623, 0.0342993, 0.0628722, -0.347253, 1.12651, -0.0832891, 0.00939956, 0.0064093, -0.0863448, 0.0550028, 0.107074, -1.10723, 0.187719, 1.00809, 0.102116, -0.130665, -0.0149639, 0.458919, 2.1213, -29.5342, 1.15333, 2.30695, -29.5014, 29.6139, 0.0427638, -0.0229086, -0.12757, 6.93455, 7.2452, 7.75492, 7.67921, 0.474212, 0.488486, 0.511578, 0.508167, 
[2024-10-16 17:54:45.907353] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13690] , 28.9065, 520, 0.0214501, -0.0245713, -0.964474, -0.0907486, 0.00824548, 0.00174202, -0.00752969, 0.0118188, 0.106904, 0.0533182, -0.145146, -0.0013643, 0, 0, -1, 0, 0, 0, 0.076922, -0.0438042, 0, -0.0174392, 0.0154149, 0, -0.0174392, 0.0154145, 0.000116068, 0.0230908, -0.185352, -0.00167996, 0.0214501, -0.0245713, 0.0355263, 0.0631175, -0.3475, 1.12685, -0.0907486, 0.00824548, 0.00174202, -0.0844517, 0.055623, 0.106904, -1.10809, 0.188269, 1.00916, 0.0707574, -0.160561, -0.00148037, 0.71897, 2.1408, -29.5035, 1.29191, 2.27386, -29.474, 29.5898, 0.0405485, -0.0075928, -0.133801, 6.95748, 7.17958, 7.79847, 7.65423, 0.475272, 0.485486, 0.513538, 0.507041, 
[2024-10-16 17:54:45.917312] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13696] , 28.9165, 494, 0.0204439, -0.0245281, -0.964115, -0.0875702, 0.0153219, 0.0121058, -0.00684179, 0.0107219, 0.106809, 0.089661, -0.112905, -0.0156382, 0, 0, -1, 0, 0, 0, 0.0710578, -0.0410703, 0, -0.00159806, -0.0396202, 0, -0.00159806, -0.0396193, -0.000271071, 0.131253, 0.494276, 0.00442316, 0.0204439, -0.0245281, 0.0358853, 0.063332, -0.347746, 1.12721, -0.0875702, 0.0153219, 0.0121058, -0.0778996, 0.0517922, 0.106809, -1.10894, 0.188825, 1.01023, 0.091259, -0.0732857, -0.0153671, 0.69449, 2.00263, -29.7978, 1.22346, 2.12093, -29.7726, 29.8731, 0.0375228, -0.00108002, -0.126764, 7.06914, 7.24418, 7.86186, 7.6979, 0.48042, 0.48844, 0.516389, 0.50901, 
[2024-10-16 17:54:45.927350] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13702] , 28.9265, 494, 0.0192256, -0.0244682, -0.963441, -0.106951, 0.00732151, 0.00614438, -0.00591139, 0.00998222, 0.10665, 0.101739, -0.0744239, -0.0238422, 0, 0, -1, 0, 0, 0, 0.0739301, -0.0550627, 0, -0.0881986, -0.0137536, 0, -0.0881986, -0.0137533, -8.13021e-05, 0.238965, 0.674052, 0.00644294, 0.0192256, -0.0244682, 0.036559, 0.0635365, -0.347991, 1.12757, -0.106951, 0.00732151, 0.00614438, -0.0798415, 0.0650449, 0.10665, -1.10972, 0.189343, 1.0113, 0.189938, -0.0606706, -0.0237609, 1.11567, 2.15624, -29.6945, 1.6352, 2.20064, -29.6671, 29.7936, 0.0264399, -0.00324357, -0.122804, 7.07848, 7.21455, 7.80167, 7.69887, 0.480849, 0.487086, 0.513682, 0.509053, 
[2024-10-16 17:54:45.937312] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13709] , 28.9365, 487, 0.0178068, -0.0244629, -0.962616, -0.0928482, 0.0118414, 0.00345293, -0.00495916, 0.00890484, 0.106425, 0.111003, -0.122396, -0.0368313, 0, 0, -1, 0, 0, 0, 0.0709192, -0.0462833, 0, -0.0662339, -0.224049, 0, -0.0662339, -0.224047, -0.00111109, -0.0647437, 0.737368, 0.00705867, 0.0178068, -0.0244629, 0.0373837, 0.0637287, -0.348235, 1.12793, -0.0928482, 0.0118414, 0.00345293, -0.0758783, 0.0551881, 0.106425, -1.11051, 0.189994, 1.01236, 0.177237, 0.10165, -0.0357202, 0.89493, 2.06924, -29.6861, 1.37397, 2.1096, -29.6649, 29.7716, 0.0169682, -0.015683, -0.11694, 7.07689, 7.23396, 7.72847, 7.73224, 0.480776, 0.487973, 0.510387, 0.510557, 
[2024-10-16 17:54:45.947283] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13715] , 28.9465, 491, 0.0165308, -0.0243807, -0.961749, -0.0976787, 0.0136349, 0.0123399, -0.00378556, 0.00853606, 0.10589, 0.150141, 0.00294536, -0.070308, 0, 0, -1, 0, 0, 0, 0.0673863, -0.050057, 0, -0.0941479, -0.140262, 0, -0.0941479, -0.140261, -0.000530969, -0.193972, -0.188087, 0.0018941, 0.0165308, -0.0243807, 0.0382507, 0.0639068, -0.34848, 1.12831, -0.0976787, 0.0136349, 0.0123399, -0.0711719, 0.058593, 0.10589, -1.11127, 0.190546, 1.01343, 0.244289, 0.143206, -0.0697771, 1.03613, 2.03192, -29.9786, 1.50093, 2.02445, -29.9594, 30.0653, 0.000197822, -0.0409281, -0.100571, 7.16371, 7.37447, 7.65905, 7.86803, 0.48476, 0.494375, 0.507258, 0.516666, 
[2024-10-16 17:54:45.957303] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13721] , 28.9565, 492, 0.0150795, -0.0243751, -0.960994, -0.119085, 0.000701367, -0.00240934, -0.00255826, 0.00845336, 0.105455, 0.144146, -0.0151667, -0.0490405, 0, 0, -1, 0, 0, 0, 0.0735404, -0.06699, 0, -0.147892, -0.141332, 0, -0.147892, -0.141332, -0.000361564, -0.347078, -0.52096, -0.000277405, 0.0150795, -0.0243751, 0.0390055, 0.0640721, -0.348724, 1.12869, -0.119085, 0.000701367, -0.00240934, -0.0760987, 0.0754434, 0.105455, -1.11199, 0.191131, 1.01449, 0.292038, 0.126165, -0.0486789, 1.50553, 2.28347, -29.6551, 1.98815, 2.18813, -29.6339, 29.781, -0.00989513, -0.0521226, -0.110796, 7.0616, 7.28417, 7.56162, 7.87359, 0.480073, 0.490265, 0.502858, 0.516916, 
[2024-10-16 17:54:45.967271] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13728] , 28.9665, 488, 0.0137073, -0.02433, -0.960295, -0.091073, 0.0216269, 0.0155642, -0.00110978, 0.00798346, 0.105231, 0.157225, -0.0372191, -0.0331746, 0, 0, -1, 0, 0, 0, 0.0593246, -0.047902, 0, -0.0494105, -0.390119, 0, -0.0494105, -0.390118, -0.000432947, -0.576677, -0.644389, -0.00120141, 0.0137073, -0.02433, 0.0397049, 0.0642229, -0.348968, 1.12908, -0.091073, 0.0216269, 0.0155642, -0.0604344, 0.0558855, 0.105231, -1.11275, 0.191886, 1.01554, 0.206636, 0.352899, -0.0327416, 1.01337, 1.87657, -30.1696, 1.44569, 1.79322, -30.1571, 30.2449, -0.0120186, -0.0720008, -0.11842, 7.11268, 7.42759, 7.64059, 8.06408, 0.48242, 0.496788, 0.506425, 0.525468, 
[2024-10-16 17:54:45.977309] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13735] , 28.9765, 516, 0.0124081, -0.0242173, -0.959556, -0.114959, 0.0128689, 0.0129967, 0.000399497, 0.00827606, 0.104892, 0.168535, 0.0170035, -0.0255994, 0, 0, -1, 0, 0, 0, 0.0614837, -0.0655992, 0, -0.225626, -0.131758, 0, -0.225626, -0.131758, 5.26367e-05, -0.235402, -1.50881, -0.00186174, 0.0124081, -0.0242173, 0.0404444, 0.06436, -0.349211, 1.12948, -0.114959, 0.0128689, 0.0129967, -0.0610842, 0.0738753, 0.104892, -1.11335, 0.192445, 1.01659, 0.394161, 0.148761, -0.025652, 1.52525, 2.04266, -30.1586, 1.98026, 1.8597, -30.144, 30.2661, -0.0306831, -0.0749964, -0.122237, 7.14306, 7.38902, 7.60543, 8.1286, 0.483814, 0.495037, 0.504838, 0.528362, 
[2024-10-16 17:54:45.987319] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13741] , 28.9865, 490, 0.0107876, -0.0241807, -0.958631, -0.116315, 0.0113978, 0.00731957, 0.00194345, 0.00820242, 0.104925, 0.175416, -0.0591652, 0.019029, 0, 0, -1, 0, 0, 0, 0.0607059, -0.0686321, 0, -0.232516, -0.280153, 0, -0.232516, -0.280153, 0.000544463, -0.581404, -0.811078, -7.0623e-05, 0.0107876, -0.0241807, 0.0413691, 0.064484, -0.349453, 1.12988, -0.116315, 0.0113978, 0.00731957, -0.0587625, 0.0768345, 0.104925, -1.11396, 0.193184, 1.01764, 0.407932, 0.220988, 0.0184845, 1.61224, 2.07056, -30.0807, 2.0669, 1.83189, -30.0684, 30.1949, -0.0456602, -0.0689293, -0.144156, 7.12077, 7.26797, 7.62325, 8.18295, 0.482791, 0.489525, 0.505642, 0.5308, 
[2024-10-16 17:54:45.997298] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13747] , 28.9965, 489, 0.00930296, -0.0240549, -0.957719, -0.104181, 0.0240395, 0.0179215, 0.00358136, 0.0079816, 0.10499, 0.175153, -0.0567343, 0.00355955, 0, 0, -1, 0, 0, 0, 0.05089, -0.0610234, 0, -0.210789, -0.349148, 0, -0.210789, -0.349146, 0.00125042, -0.721392, -0.641487, 0.00313472, 0.00930296, -0.0240549, 0.0422806, 0.0645919, -0.349695, 1.1303, -0.104181, 0.0240395, 0.0179215, -0.0473086, 0.069005, 0.10499, -1.11455, 0.193952, 1.01869, 0.385942, 0.292412, 0.00230913, 1.43249, 1.82098, -30.4208, 1.85819, 1.55192, -30.4126, 30.5089, -0.0523665, -0.0701567, -0.136436, 7.23023, 7.35342, 7.66446, 8.26075, 0.487803, 0.493418, 0.507502, 0.534289, 
[2024-10-16 17:54:46.007307] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13753] , 29.0065, 489, 0.00780028, -0.0239325, -0.956849, -0.117961, 0.0121728, 0.00730846, 0.00506047, 0.00782471, 0.104933, 0.156001, -0.0657309, -0.002412, 0, 0, -1, 0, 0, 0, 0.0560401, -0.0726163, 0, -0.324558, -0.201903, 0, -0.324558, -0.2019, 0.00102172, -0.564557, -0.612646, 0.0074024, 0.00780028, -0.0239325, 0.0431513, 0.0646849, -0.349935, 1.13072, -0.117961, 0.0121728, 0.00730846, -0.0509796, 0.080441, 0.104933, -1.11502, 0.194642, 1.01974, 0.480559, 0.13617, -0.00343372, 1.75615, 2.04696, -30.2122, 2.19723, 1.69894, -30.2049, 30.3323, -0.0603857, -0.0569417, -0.133675, 7.24487, 7.26408, 7.6293, 8.19406, 0.488471, 0.489348, 0.505916, 0.531298, 
[2024-10-16 17:54:46.017274] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13760] , 29.0165, 490, 0.00630649, -0.0238296, -0.956058, -0.100943, 0.0203158, 0.0137054, 0.00632386, 0.00699929, 0.105068, 0.144204, -0.131772, 0.0177837, 0, 0, -1, 0, 0, 0, 0.0500484, -0.0618488, 0, -0.240286, -0.290298, 0, -0.240286, -0.290292, 0.00183579, -0.732427, 0.114316, 0.00789492, 0.00630649, -0.0238296, 0.0439416, 0.0647629, -0.350175, 1.13115, -0.100943, 0.0203158, 0.0137054, -0.0437245, 0.0688481, 0.105068, -1.11553, 0.195446, 1.02079, 0.384489, 0.158519, 0.0159479, 1.48211, 1.88559, -30.4356, 1.88467, 1.52733, -30.4334, 30.5299, -0.0545879, -0.0398221, -0.143022, 7.30209, 7.2597, 7.75866, 8.20944, 0.491081, 0.489148, 0.511747, 0.531988, 
[2024-10-16 17:54:46.027351] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13766] , 29.0265, 518, 0.00492606, -0.0236865, -0.955244, -0.107561, 0.0174387, 0.0164379, 0.00777844, 0.00643109, 0.105115, 0.169127, -0.0477501, 0.00693369, 0, 0, -1, 0, 0, 0, 0.0493636, -0.06706, 0, -0.260627, -0.110464, 0, -0.260627, -0.110461, 0.000859227, -0.359202, 0.299491, 0.00934334, 0.00492606, -0.0236865, 0.0447559, 0.064826, -0.350413, 1.13159, -0.107561, 0.0174387, 0.0164379, -0.0415852, 0.0734911, 0.105115, -1.11597, 0.196135, 1.02184, 0.429754, 0.0627104, 0.00607446, 1.66235, 1.93632, -30.5664, 2.05287, 1.5135, -30.5665, 30.6728, -0.0508746, -0.0273397, -0.138205, 7.37326, 7.28364, 7.82293, 8.19293, 0.49432, 0.49024, 0.514638, 0.531247, 
[2024-10-16 17:54:46.037309] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13772] , 29.0365, 494, 0.00340514, -0.0235988, -0.95454, -0.117969, 0.0171598, 0.00821223, 0.00909435, 0.00533594, 0.10521, 0.12595, -0.144692, 0.0214824, 0, 0, -1, 0, 0, 0, 0.0475106, -0.0747262, 0, -0.238833, -0.0970418, 0, -0.238833, -0.0970378, 0.00088252, -0.0657619, 1.03787, 0.00443171, 0.00340514, -0.0235988, 0.0454595, 0.0648753, -0.35065, 1.13204, -0.117969, 0.0171598, 0.00821223, -0.0384163, 0.0800622, 0.10521, -1.11639, 0.19687, 1.02289, 0.364783, -0.0476541, 0.0205999, 1.92147, 1.93895, -30.4075, 2.27668, 1.44994, -30.4102, 30.5298, -0.0331926, -0.00222946, -0.144936, 7.34542, 7.20691, 7.90805, 8.06942, 0.493054, 0.486737, 0.518464, 0.525708, 
[2024-10-16 17:54:46.047325] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13779] , 29.0465, 536, 0.000791296, -0.0232268, -0.953111, -0.11594, 0.0138043, 0.0158717, 0.0115267, 0.00171637, 0.105687, 0.139532, -0.158617, 0.0347751, 0, 0, -1, 0, 0, 0, 0.0459135, -0.0725247, 0, -0.220679, -0.198269, 0, -0.220679, -0.198256, 0.00228533, 0.252487, 1.38252, -0.000272587, 0.000791296, -0.0232268, 0.0468893, 0.0649093, -0.350886, 1.13249, -0.11594, 0.0138043, 0.0158717, -0.0343869, 0.0742411, 0.105687, -1.11677, 0.19767, 1.02395, 0.36021, 0.0396389, 0.0324898, 1.98061, 1.98941, -30.709, 2.23213, 1.41534, -30.7235, 30.837, -0.0247038, -0.00216232, -0.151163, 7.38791, 7.28741, 8.0195, 8.14218, 0.494986, 0.490412, 0.523468, 0.528972, 
[2024-10-16 17:54:46.057289] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13786] , 29.0565, 534, -0.000728827, -0.0230779, -0.95243, -0.118576, 0.0151083, 0.00769339, 0.0127506, -0.000568433, 0.10616, 0.119862, -0.285126, 0.0558267, 0, 0, -1, 0, 0, 0, 0.0435779, -0.0740372, 0, -0.202935, -0.175862, 0, -0.202935, -0.175847, 0.00224227, 0.496129, 0.915808, 0.00152788, -0.000728827, -0.0230779, 0.0475695, 0.0649172, -0.351118, 1.13296, -0.118576, 0.0151083, 0.00769339, -0.0308274, 0.0734688, 0.10616, -1.11711, 0.198413, 1.025, 0.322797, -0.109279, 0.0535844, 2.08908, 1.95877, -30.5498, 2.26751, 1.33671, -30.5706, 30.6837, -0.0133865, 0.00400278, -0.161454, 7.31453, 7.23354, 8.04784, 8.08778, 0.491648, 0.487954, 0.52474, 0.526532, 
[2024-10-16 17:54:46.067277] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13792] , 29.0665, 492, -0.00241668, -0.0229107, -0.95143, -0.10639, 0.0283754, 0.00928213, 0.0138834, -0.00368647, 0.106406, 0.126818, -0.336521, 0.0154394, 0, 0, -1, 0, 0, 0, 0.0343312, -0.0641856, 0, -0.200028, -0.162064, 0, -0.200028, -0.162049, 0.00224994, 0.621366, 0.420856, 0.00233479, -0.00241668, -0.0229107, 0.04857, 0.0649099, -0.351349, 1.13344, -0.10639, 0.0283754, 0.00928213, -0.0204477, 0.0604992, 0.106406, -1.11742, 0.199147, 1.02606, 0.326846, -0.174472, 0.0131895, 1.9164, 1.69529, -30.6646, 1.97255, 1.0562, -30.6897, 30.7712, -0.0147867, 0.00497807, -0.141933, 7.39006, 7.29774, 8.02107, 8.06234, 0.495084, 0.490883, 0.523539, 0.52539, 
[2024-10-16 17:54:46.077256] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13798] , 29.0765, 486, -0.00559708, -0.0222237, -0.948653, -0.100153, 0.0244362, 0.00874031, 0.0159587, -0.00941177, 0.10666, 0.118863, -0.382466, 0.00760496, 0, 0, -1, 0, 0, 0, 0.0335109, -0.0582006, 0, -0.314693, 0.0275618, 0, -0.314693, 0.0275583, -0.000439832, 0.570853, -0.00382733, 0.00238503, -0.00559708, -0.0222237, 0.0513471, 0.0648858, -0.351578, 1.13392, -0.100153, 0.0244362, 0.00874031, -0.0175522, 0.0487888, 0.10666, -1.11763, 0.199752, 1.02713, 0.433557, -0.410024, 0.0080448, 1.91552, 1.74393, -30.851, 1.79984, 1.03729, -30.8898, 30.9596, -0.0347303, 0.0250979, -0.140337, 7.53771, 7.25213, 8.07078, 8.09897, 0.501777, 0.488803, 0.525769, 0.527033, 
[2024-10-16 17:54:46.087280] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13804] , 29.0865, 489, -0.00559708, -0.0222237, -0.948653, -0.100153, 0.0244362, 0.00874031, 0.0159587, -0.00941177, 0.10666, 0.118863, -0.382466, 0.00760496, 0, 0, -1, 0, 0, 0, 0.0335314, -0.0582031, 0, -0.327919, 0.202348, 0, -0.327919, 0.202322, -0.00322908, -0.0397373, 0.389644, -0.0082602, -0.00559708, -0.0222237, 0.0513471, 0.0648298, -0.3518, 1.13443, -0.100153, 0.0244362, 0.00874031, -0.0175727, 0.0487913, 0.10666, -1.1178, 0.20024, 1.0282, 0.446782, -0.584788, 0.010834, 1.91573, 1.74475, -30.8542, 1.8001, 1.03803, -30.893, 30.9628, -0.0562324, 0.0520317, -0.142814, 7.65004, 7.12922, 8.09816, 8.08537, 0.506851, 0.483179, 0.526997, 0.526423, 
[2024-10-16 17:54:46.097336] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13811] , 29.0965, 493, -0.00741368, -0.0218651, -0.947016, -0.101188, 0.0375716, 0.0154314, 0.0171202, -0.012742, 0.10658, 0.120274, -0.38917, -0.00469407, 0, 0, -1, 0, 0, 0, 0.0230585, -0.0561546, 0, -0.280944, 0.246838, 0, -0.280944, 0.246802, -0.00422571, -0.537342, 1.2427, -0.0246387, -0.00741368, -0.0218651, 0.0529835, 0.0647738, -0.352023, 1.13495, -0.101188, 0.0375716, 0.0154314, -0.00593832, 0.0434126, 0.10658, -1.11798, 0.200728, 1.02926, 0.401218, -0.635972, -0.000468369, 2.00456, 1.47582, -31.1457, 1.75316, 0.7204, -31.1875, 31.2451, -0.0706683, 0.0774945, -0.138289, 7.82962, 7.11302, 8.19028, 8.11213, 0.514939, 0.482436, 0.531129, 0.527624, 
[2024-10-16 17:54:46.107305] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13817] , 29.1065, 489, -0.00928019, -0.0213791, -0.945092, -0.0989628, 0.0357514, 0.0148409, 0.0182913, -0.0159368, 0.106443, 0.13177, -0.369571, -0.00307807, 0, 0, -1, 0, 0, 0, 0.0221436, -0.0536046, 0, -0.38289, 0.259696, 0, -0.38289, 0.259653, -0.00474992, -0.600054, 1.73862, -0.0345003, -0.00928019, -0.0213791, 0.0549079, 0.0646997, -0.352241, 1.13548, -0.0989628, 0.0357514, 0.0148409, -0.00385229, 0.0376678, 0.106443, -1.11804, 0.201162, 1.03033, 0.51466, -0.629224, 0.00167185, 2.0321, 1.49169, -31.2705, 1.68047, 0.694632, -31.3192, 31.372, -0.0917836, 0.0893298, -0.14023, 7.93461, 7.06195, 8.20944, 8.16598, 0.519657, 0.480089, 0.531988, 0.530039, 
[2024-10-16 17:54:46.117288] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13823] , 29.1165, 501, -0.0147179, -0.0197932, -0.939452, -0.109063, 0.0362676, -0.00166678, 0.022335, -0.0256165, 0.106187, 0.143246, -0.396467, 0.00720642, 0, 0, -1, 0, 0, 0, 0.0143761, -0.0564057, 0, -0.381122, 0.264601, 0, -0.381122, 0.264535, -0.00590939, -0.879372, 1.72409, -0.0352372, -0.0147179, -0.0197932, 0.0605482, 0.0646069, -0.352455, 1.13603, -0.109063, 0.0362676, -0.00166678, 0.00795888, 0.0307892, 0.106187, -1.11807, 0.201539, 1.03139, 0.524368, -0.661002, 0.0131158, 2.43355, 1.4164, -31.25, 1.7687, 0.451059, -31.3234, 31.3766, -0.108579, 0.0948001, -0.146035, 7.97345, 6.99687, 8.20095, 8.20531, 0.521401, 0.477091, 0.531607, 0.531803, 
[2024-10-16 17:54:46.127295] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [13829] , 29.1265, 491, -0.0147179, -0.0197932, -0.939452, -0.109063, 0.0362676, -0.00166678, 0.022335, -0.0256165, 0.106187, 0.143246, -0.396467, 0.00720642, 0, 0, -1, 0, 0, 0, 0.014393, -0.0564155, 0, -0.443644, 0.179607, 0, -0.443644, 0.179562, -0.00401119, -0.862387, 1.30048, -0.0313286, -0.0147179, -0.0197932, 0.0605482, 0.0644597, -0.352653, 1.13663, -0.109063, 0.0362676, -0.00166678, 0.00794203, 0.030799, 0.106187, -1.118, 0.201847, 1.03245, 0.58689, -0.576029, 0.0112176, 2.43409, 1.41713, -31.2537, 1.76922, 0.451641, -31.3272, 31.3803, -0.117908, 0.0767653, -0.145277, 7.95109, 7.02484, 8.13272, 8.2717, 0.520397, 0.478381, 0.528547, 0.53478, 
