[2025-02-03 17:33:53.472848] [0x0000007fbb71a010] [MocapTag] [0x000040d4] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:33:53.807674] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [115] , 0.797938, 0.0366772, -0.19659, -0.150275, -0.999946, 0.000866414, -0.00061246, 0.0103721, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.810661] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [116] , 0.807942, 0.0366772, -0.19659, -0.150275, -0.999946, 0.000866414, -0.00061246, 0.0103721, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.812944] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [117] , 0.807942, 0.0366742, -0.196589, -0.150275, -0.999946, 0.000870145, -0.000615649, 0.0103647, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.816204] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [118] , 0.807942, 0.0366742, -0.196589, -0.150275, -0.999946, 0.000870145, -0.000615649, 0.0103647, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.818798] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [119] , 0.817943, 0.0366742, -0.196589, -0.150275, -0.999946, 0.000870145, -0.000615649, 0.0103647, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.821545] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [120] , 0.817943, 0.0366766, -0.196591, -0.150272, -0.999946, 0.000855604, -0.000635039, 0.010374, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.824520] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [121] , 0.817943, 0.0366766, -0.196591, -0.150272, -0.999946, 0.000855604, -0.000635039, 0.010374, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.828576] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [122] , 0.827941, 0.0366766, -0.196591, -0.150272, -0.999946, 0.000855604, -0.000635039, 0.010374, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.832564] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [123] , 0.827941, 0.0366766, -0.196591, -0.150272, -0.999946, 0.000855604, -0.000635039, 0.010374, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.834123] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [124] , 0.827941, 0.0366775, -0.196589, -0.150278, -0.999946, 0.000877385, -0.000585004, 0.0103722, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.837450] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [125] , 0.827941, 0.0366775, -0.196589, -0.150278, -0.999946, 0.000877385, -0.000585004, 0.0103722, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.839581] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [126] , 0.837937, 0.0366775, -0.196589, -0.150278, -0.999946, 0.000877385, -0.000585004, 0.0103722, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.842167] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [127] , 0.837937, 0.0366786, -0.196587, -0.150277, -0.999946, 0.000885293, -0.000587157, 0.0103656, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.844898] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [128] , 0.837937, 0.0366786, -0.196587, -0.150277, -0.999946, 0.000885293, -0.000587157, 0.0103656, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.848114] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [129] , 0.847941, 0.0366786, -0.196587, -0.150277, -0.999946, 0.000885293, -0.000587157, 0.0103656, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.850849] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [130] , 0.847941, 0.0366786, -0.196587, -0.150277, -0.999946, 0.000885293, -0.000587157, 0.0103656, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.853870] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [131] , 0.847941, 0.0366779, -0.196578, -0.150269, -0.999946, 0.000870723, -0.0006115, 0.0103793, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.856740] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [132] , 0.847941, 0.0366779, -0.196578, -0.150269, -0.999946, 0.000870723, -0.0006115, 0.0103793, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.859463] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [133] , 0.857973, 0.0366779, -0.196578, -0.150269, -0.999946, 0.000870723, -0.0006115, 0.0103793, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.864195] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [134] , 0.857973, 0.0366786, -0.196574, -0.150274, -0.999946, 0.000867542, -0.000611624, 0.0103708, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.866932] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [135] , 0.857973, 0.0366786, -0.196574, -0.150274, -0.999946, 0.000867542, -0.000611624, 0.0103708, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.869671] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [136] , 0.867993, 0.0366786, -0.196574, -0.150274, -0.999946, 0.000867542, -0.000611624, 0.0103708, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.872644] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [137] , 0.867993, 0.0366756, -0.196577, -0.15027, -0.999946, 0.000857466, -0.000629756, 0.0103647, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.875282] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [138] , 0.867993, 0.0366756, -0.196577, -0.15027, -0.999946, 0.000857466, -0.000629756, 0.0103647, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.879714] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [139] , 0.877967, 0.0366756, -0.196577, -0.15027, -0.999946, 0.000857466, -0.000629756, 0.0103647, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.882265] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [140] , 0.877967, 0.0366768, -0.196574, -0.150274, -0.999946, 0.000874945, -0.000596384, 0.0103663, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.885085] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [141] , 0.877967, 0.0366768, -0.196574, -0.150274, -0.999946, 0.000874945, -0.000596384, 0.0103663, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.887842] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [142] , 0.877967, 0.0366768, -0.196574, -0.150274, -0.999946, 0.000874945, -0.000596384, 0.0103663, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.890282] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [143] , 0.887968, 0.0366768, -0.196574, -0.150274, -0.999946, 0.000874945, -0.000596384, 0.0103663, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.892774] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [144] , 0.887968, 0.0366758, -0.196574, -0.150273, -0.999946, 0.000864493, -0.000611488, 0.010362, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.896273] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [145] , 0.887968, 0.0366758, -0.196574, -0.150273, -0.999946, 0.000864493, -0.000611488, 0.010362, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.898859] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [146] , 0.897978, 0.0366758, -0.196574, -0.150273, -0.999946, 0.000864493, -0.000611488, 0.010362, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.901454] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [147] , 0.897978, 0.0366758, -0.196574, -0.150273, -0.999946, 0.000864493, -0.000611488, 0.010362, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.903902] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [148] , 0.897978, 0.0366745, -0.196578, -0.150278, -0.999946, 0.000844494, -0.000653756, 0.0103735, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.907238] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [149] , 0.897978, 0.0366745, -0.196578, -0.150278, -0.999946, 0.000844494, -0.000653756, 0.0103735, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.911189] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [150] , 0.907946, 0.0366745, -0.196578, -0.150278, -0.999946, 0.000844494, -0.000653756, 0.0103735, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.913860] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [151] , 0.907946, 0.0366754, -0.196584, -0.150278, -0.999946, 0.000849574, -0.000636871, 0.0103754, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.916525] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [152] , 0.907946, 0.0366754, -0.196584, -0.150278, -0.999946, 0.000849574, -0.000636871, 0.0103754, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.919381] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [153] , 0.917935, 0.0366754, -0.196584, -0.150278, -0.999946, 0.000849574, -0.000636871, 0.0103754, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.921835] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [154] , 0.917935, 0.0366761, -0.196588, -0.150281, -0.999946, 0.000868997, -0.000603589, 0.0103677, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.924463] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [155] , 0.917935, 0.0366761, -0.196588, -0.150281, -0.999946, 0.000868997, -0.000603589, 0.0103677, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.927683] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [156] , 0.917935, 0.0366761, -0.196588, -0.150281, -0.999946, 0.000868997, -0.000603589, 0.0103677, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.931492] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [157] , 0.927933, 0.0366761, -0.196588, -0.150281, -0.999946, 0.000868997, -0.000603589, 0.0103677, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.932928] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [158] , 0.927933, 0.0366752, -0.196588, -0.150272, -0.999946, 0.00085838, -0.000650353, 0.0103687, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.935735] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [159] , 0.927933, 0.0366752, -0.196588, -0.150272, -0.999946, 0.00085838, -0.000650353, 0.0103687, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.938698] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [160] , 0.937932, 0.0366752, -0.196588, -0.150272, -0.999946, 0.00085838, -0.000650353, 0.0103687, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.942813] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [161] , 0.937932, 0.0366752, -0.196588, -0.150272, -0.999946, 0.00085838, -0.000650353, 0.0103687, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.945446] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [162] , 0.937932, 0.0366772, -0.196583, -0.150275, -0.999946, 0.000861605, -0.000620775, 0.0103719, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.949366] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [163] , 0.947936, 0.0366772, -0.196583, -0.150275, -0.999946, 0.000861605, -0.000620775, 0.0103719, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.951262] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [164] , 0.947936, 0.0366772, -0.196583, -0.150275, -0.999946, 0.000861605, -0.000620775, 0.0103719, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.953673] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [165] , 0.947936, 0.0366792, -0.196583, -0.150269, -0.999946, 0.000879154, -0.000596699, 0.0103732, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.956559] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [166] , 0.947936, 0.0366792, -0.196583, -0.150269, -0.999946, 0.000879154, -0.000596699, 0.0103732, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.961017] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [167] , 0.957942, 0.0366792, -0.196583, -0.150269, -0.999946, 0.000879154, -0.000596699, 0.0103732, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.962199] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [168] , 0.957942, 0.0366782, -0.196579, -0.150273, -0.999946, 0.00088404, -0.000589363, 0.0103755, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.965182] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [169] , 0.957942, 0.0366782, -0.196579, -0.150273, -0.999946, 0.00088404, -0.000589363, 0.0103755, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.967628] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [170] , 0.957942, 0.0366782, -0.196579, -0.150273, -0.999946, 0.00088404, -0.000589363, 0.0103755, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.970354] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [171] , 0.967933, 0.0366782, -0.196579, -0.150273, -0.999946, 0.00088404, -0.000589363, 0.0103755, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.974652] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [172] , 0.967933, 0.0366816, -0.196573, -0.150268, -0.999946, 0.000886397, -0.000580086, 0.0103703, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.977389] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [173] , 0.967933, 0.0366816, -0.196573, -0.150268, -0.999946, 0.000886397, -0.000580086, 0.0103703, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.980303] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [174] , 0.977941, 0.0366816, -0.196573, -0.150268, -0.999946, 0.000886397, -0.000580086, 0.0103703, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.982847] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [175] , 0.977941, 0.0366783, -0.196573, -0.150269, -0.999946, 0.000870128, -0.00063763, 0.0103777, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.986755] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [176] , 0.977941, 0.0366783, -0.196573, -0.150269, -0.999946, 0.000870128, -0.00063763, 0.0103777, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.988878] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [177] , 0.987972, 0.0366783, -0.196573, -0.150269, -0.999946, 0.000870128, -0.00063763, 0.0103777, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.991324] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [178] , 0.987972, 0.0366783, -0.196573, -0.150269, -0.999946, 0.000870128, -0.00063763, 0.0103777, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.993767] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [179] , 0.987972, 0.0366797, -0.19658, -0.150268, -0.999946, 0.000874333, -0.000615913, 0.0103726, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.996782] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [180] , 0.987972, 0.0366797, -0.19658, -0.150268, -0.999946, 0.000874333, -0.000615913, 0.0103726, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.999977] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [181] , 0.997946, 0.0366797, -0.19658, -0.150268, -0.999946, 0.000874333, -0.000615913, 0.0103726, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.001926] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [182] , 0.997946, 0.0366799, -0.196583, -0.150273, -0.999946, 0.00086126, -0.000628167, 0.0103686, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.006538] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [183] , 0.997946, 0.0366799, -0.196583, -0.150273, -0.999946, 0.00086126, -0.000628167, 0.0103686, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.009541] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [184] , 1.00795, 0.0366799, -0.196583, -0.150273, -0.999946, 0.00086126, -0.000628167, 0.0103686, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.011165] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [185] , 1.00795, 0.0366784, -0.196587, -0.150275, -0.999946, 0.000854548, -0.000631466, 0.0103738, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.015677] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [186] , 1.00795, 0.0366784, -0.196587, -0.150275, -0.999946, 0.000854548, -0.000631466, 0.0103738, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.017564] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [187] , 1.00795, 0.0366784, -0.196587, -0.150275, -0.999946, 0.000854548, -0.000631466, 0.0103738, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.019208] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [188] , 1.01794, 0.0366784, -0.196587, -0.150275, -0.999946, 0.000854548, -0.000631466, 0.0103738, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.023282] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [189] , 1.01794, 0.0366777, -0.196588, -0.150274, -0.999946, 0.00082953, -0.000665058, 0.0103739, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.026107] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [190] , 1.01794, 0.0366777, -0.196588, -0.150274, -0.999946, 0.00082953, -0.000665058, 0.0103739, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.028669] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [191] , 1.02793, 0.0366777, -0.196588, -0.150274, -0.999946, 0.00082953, -0.000665058, 0.0103739, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.031187] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [192] , 1.02793, 0.0366777, -0.196588, -0.150274, -0.999946, 0.00082953, -0.000665058, 0.0103739, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.034042] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [193] , 1.02793, 0.0366809, -0.196589, -0.150277, -0.999946, 0.00085673, -0.00060692, 0.0103756, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.038564] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [194] , 1.03793, 0.0366809, -0.196589, -0.150277, -0.999946, 0.00085673, -0.00060692, 0.0103756, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.041539] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [195] , 1.03793, 0.0366809, -0.196589, -0.150277, -0.999946, 0.00085673, -0.00060692, 0.0103756, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.043635] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [196] , 1.03793, 0.0366782, -0.196587, -0.150273, -0.999946, 0.000838418, -0.000659163, 0.0103715, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.046313] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [197] , 1.03793, 0.0366782, -0.196587, -0.150273, -0.999946, 0.000838418, -0.000659163, 0.0103715, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.049164] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [198] , 1.04794, 0.0366782, -0.196587, -0.150273, -0.999946, 0.000838418, -0.000659163, 0.0103715, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.051665] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [199] , 1.04794, 0.0366802, -0.196582, -0.15027, -0.999946, 0.000872477, -0.000600923, 0.0103675, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.056527] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [200] , 1.04794, 0.0366802, -0.196582, -0.15027, -0.999946, 0.000872477, -0.000600923, 0.0103675, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.059604] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [201] , 1.05793, 0.0366802, -0.196582, -0.15027, -0.999946, 0.000872477, -0.000600923, 0.0103675, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.061657] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [202] , 1.05793, 0.0366788, -0.196574, -0.150268, -0.999946, 0.000862856, -0.000642228, 0.0103739, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.064652] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [203] , 1.05793, 0.0366788, -0.196574, -0.150268, -0.999946, 0.000862856, -0.000642228, 0.0103739, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.067084] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [204] , 1.05793, 0.0366788, -0.196574, -0.150268, -0.999946, 0.000862856, -0.000642228, 0.0103739, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.071534] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [205] , 1.06793, 0.0366788, -0.196574, -0.150268, -0.999946, 0.000862856, -0.000642228, 0.0103739, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.073950] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [206] , 1.06793, 0.0366781, -0.196571, -0.150272, -0.999946, 0.000886347, -0.000578195, 0.0103701, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.077017] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [207] , 1.06793, 0.0366781, -0.196571, -0.150272, -0.999946, 0.000886347, -0.000578195, 0.0103701, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.079617] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [208] , 1.07794, 0.0366781, -0.196571, -0.150272, -0.999946, 0.000886347, -0.000578195, 0.0103701, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.082102] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [209] , 1.07794, 0.0366799, -0.196569, -0.150276, -0.999946, 0.000891583, -0.000597752, 0.0103621, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.086649] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [210] , 1.07794, 0.0366799, -0.196569, -0.150276, -0.999946, 0.000891583, -0.000597752, 0.0103621, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.089349] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [211] , 1.08793, 0.0366799, -0.196569, -0.150276, -0.999946, 0.000891583, -0.000597752, 0.0103621, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.092077] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [212] , 1.08793, 0.0366758, -0.196569, -0.150267, -0.999946, 0.000863083, -0.000634224, 0.0103733, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.094825] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [213] , 1.08793, 0.0366758, -0.196569, -0.150267, -0.999946, 0.000863083, -0.000634224, 0.0103733, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.099420] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [214] , 1.09794, 0.0366758, -0.196569, -0.150267, -0.999946, 0.000863083, -0.000634224, 0.0103733, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.101543] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [215] , 1.09794, 0.0366758, -0.196569, -0.150267, -0.999946, 0.000863083, -0.000634224, 0.0103733, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.104470] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [216] , 1.09794, 0.0366816, -0.196575, -0.150272, -0.999946, 0.000862882, -0.000595817, 0.0103689, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.106951] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [217] , 1.09794, 0.0366816, -0.196575, -0.150272, -0.999946, 0.000862882, -0.000595817, 0.0103689, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.109730] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [218] , 1.10794, 0.0366816, -0.196575, -0.150272, -0.999946, 0.000862882, -0.000595817, 0.0103689, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.112294] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [219] , 1.10794, 0.0366835, -0.196583, -0.150274, -0.999946, 0.000869137, -0.000600363, 0.0103779, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.115164] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [220] , 1.10794, 0.0366835, -0.196583, -0.150274, -0.999946, 0.000869137, -0.000600363, 0.0103779, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.118225] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [221] , 1.11795, 0.0366835, -0.196583, -0.150274, -0.999946, 0.000869137, -0.000600363, 0.0103779, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.121012] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [222] , 1.11795, 0.0366835, -0.196583, -0.150274, -0.999946, 0.000869137, -0.000600363, 0.0103779, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.123457] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [223] , 1.11795, 0.0366784, -0.196588, -0.150275, -0.999946, 0.000864319, -0.000633677, 0.0103746, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.126390] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [224] , 1.11795, 0.0366784, -0.196588, -0.150275, -0.999946, 0.000864319, -0.000633677, 0.0103746, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:54.128887] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [225] , 1.12794, 0.0366784, -0.196588, -0.150275, -0.999946, 0.000864319, -0.000633677, 0.0103746, 0, 0, 0, 0, 0, 0, 
