[2025-02-03 17:05:33.639958] [0x0000007f81912010] [MocapTag] [0x0000151c] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:05:33.973039] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [114] , 0.965414, 0.0244612, -0.216681, -0.146769, -0.999764, -0.0019375, 0.00945465, 0.0194393, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.975742] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [115] , 0.965414, 0.0244612, -0.216681, -0.146769, -0.999764, -0.0019375, 0.00945465, 0.0194393, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.978245] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [116] , 0.975418, 0.0244612, -0.216681, -0.146769, -0.999764, -0.0019375, 0.00945465, 0.0194393, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.982948] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [117] , 0.975418, 0.0244619, -0.216681, -0.14677, -0.999764, -0.00193777, 0.00946251, 0.0194402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.986569] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [118] , 0.985398, 0.0244619, -0.216681, -0.14677, -0.999764, -0.00193777, 0.00946251, 0.0194402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.990692] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [119] , 0.985398, 0.0244619, -0.216681, -0.14677, -0.999764, -0.00193777, 0.00946251, 0.0194402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.991625] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [120] , 0.985398, 0.0244571, -0.21668, -0.146776, -0.999765, -0.0019511, 0.00942699, 0.0194411, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.994371] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [121] , 0.985398, 0.0244571, -0.21668, -0.146776, -0.999765, -0.0019511, 0.00942699, 0.0194411, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.999091] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [122] , 0.99541, 0.0244571, -0.21668, -0.146776, -0.999765, -0.0019511, 0.00942699, 0.0194411, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.001606] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [123] , 0.99541, 0.0244582, -0.216685, -0.146782, -0.999765, -0.00193697, 0.00941306, 0.0194344, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.004526] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [124] , 0.99541, 0.0244582, -0.216685, -0.146782, -0.999765, -0.00193697, 0.00941306, 0.0194344, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.008036] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [125] , 1.00541, 0.0244582, -0.216685, -0.146782, -0.999765, -0.00193697, 0.00941306, 0.0194344, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.009627] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [126] , 1.00541, 0.0244554, -0.216686, -0.146775, -0.999765, -0.00194032, 0.0094049, 0.019439, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.014267] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [127] , 1.00541, 0.0244554, -0.216686, -0.146775, -0.999765, -0.00194032, 0.0094049, 0.019439, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.016941] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [128] , 1.01541, 0.0244554, -0.216686, -0.146775, -0.999765, -0.00194032, 0.0094049, 0.019439, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.019624] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [129] , 1.01541, 0.0244512, -0.216684, -0.14677, -0.999765, -0.00194757, 0.00937413, 0.0194377, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.022734] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [130] , 1.01541, 0.0244512, -0.216684, -0.14677, -0.999765, -0.00194757, 0.00937413, 0.0194377, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.025194] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [131] , 1.01541, 0.0244512, -0.216684, -0.14677, -0.999765, -0.00194757, 0.00937413, 0.0194377, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.029552] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [132] , 1.02542, 0.0244512, -0.216684, -0.14677, -0.999765, -0.00194757, 0.00937413, 0.0194377, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.032232] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [133] , 1.02542, 0.0244509, -0.21669, -0.146766, -0.999765, -0.00193767, 0.00936977, 0.0194428, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.034992] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [134] , 1.02542, 0.0244509, -0.21669, -0.146766, -0.999765, -0.00193767, 0.00936977, 0.0194428, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.037766] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [135] , 1.03541, 0.0244509, -0.21669, -0.146766, -0.999765, -0.00193767, 0.00936977, 0.0194428, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.040308] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [136] , 1.03541, 0.0244503, -0.216687, -0.146764, -0.999765, -0.00194515, 0.00937154, 0.0194386, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.045503] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [137] , 1.03541, 0.0244503, -0.216687, -0.146764, -0.999765, -0.00194515, 0.00937154, 0.0194386, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.047511] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [138] , 1.04542, 0.0244503, -0.216687, -0.146764, -0.999765, -0.00194515, 0.00937154, 0.0194386, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.050123] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [139] , 1.04542, 0.0244498, -0.216687, -0.14676, -0.999765, -0.00195505, 0.00936622, 0.0194394, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.053569] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [140] , 1.04542, 0.0244498, -0.216687, -0.14676, -0.999765, -0.00195505, 0.00936622, 0.0194394, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.055553] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [141] , 1.04542, 0.0244498, -0.216687, -0.14676, -0.999765, -0.00195505, 0.00936622, 0.0194394, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.060171] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [142] , 1.05542, 0.0244498, -0.216687, -0.14676, -0.999765, -0.00195505, 0.00936622, 0.0194394, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.062549] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [143] , 1.05542, 0.024453, -0.216686, -0.146761, -0.999765, -0.00194314, 0.00939602, 0.0194321, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.065970] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [144] , 1.06543, 0.024453, -0.216686, -0.146761, -0.999765, -0.00194314, 0.00939602, 0.0194321, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.068486] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [145] , 1.06543, 0.024453, -0.216686, -0.146761, -0.999765, -0.00194314, 0.00939602, 0.0194321, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.071024] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [146] , 1.06543, 0.024457, -0.216686, -0.146758, -0.999765, -0.00193287, 0.00940952, 0.019438, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.076312] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [147] , 1.0754, 0.024457, -0.216686, -0.146758, -0.999765, -0.00193287, 0.00940952, 0.019438, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.078091] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [148] , 1.0754, 0.024457, -0.216686, -0.146758, -0.999765, -0.00193287, 0.00940952, 0.019438, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.080700] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [149] , 1.0754, 0.024459, -0.216683, -0.146758, -0.999765, -0.00194589, 0.0094048, 0.0194402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.083413] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [150] , 1.0754, 0.024459, -0.216683, -0.146758, -0.999765, -0.00194589, 0.0094048, 0.0194402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.086934] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [151] , 1.08541, 0.024459, -0.216683, -0.146758, -0.999765, -0.00194589, 0.0094048, 0.0194402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.090626] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [152] , 1.08541, 0.024459, -0.216683, -0.146758, -0.999765, -0.00194589, 0.0094048, 0.0194402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.093171] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [153] , 1.08541, 0.0244582, -0.216676, -0.14676, -0.999765, -0.00194476, 0.00939589, 0.0194371, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.096271] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [154] , 1.09541, 0.0244582, -0.216676, -0.14676, -0.999765, -0.00194476, 0.00939589, 0.0194371, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.098660] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [155] , 1.09541, 0.0244582, -0.216676, -0.14676, -0.999765, -0.00194476, 0.00939589, 0.0194371, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.101661] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [156] , 1.09541, 0.0244603, -0.216683, -0.146766, -0.999765, -0.0019412, 0.00945441, 0.0194334, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.106202] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [157] , 1.10541, 0.0244603, -0.216683, -0.146766, -0.999765, -0.0019412, 0.00945441, 0.0194334, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.108915] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [158] , 1.10541, 0.0244603, -0.216683, -0.146766, -0.999765, -0.0019412, 0.00945441, 0.0194334, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.111352] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [159] , 1.10541, 0.0244597, -0.216679, -0.146766, -0.999765, -0.00196384, 0.00942946, 0.0194368, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.114440] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [160] , 1.10541, 0.0244597, -0.216679, -0.146766, -0.999765, -0.00196384, 0.00942946, 0.0194368, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.118396] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [161] , 1.11541, 0.0244597, -0.216679, -0.146766, -0.999765, -0.00196384, 0.00942946, 0.0194368, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.121664] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [162] , 1.11541, 0.0244612, -0.216682, -0.146771, -0.999765, -0.00195025, 0.00943028, 0.0194392, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.124463] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [163] , 1.11541, 0.0244612, -0.216682, -0.146771, -0.999765, -0.00195025, 0.00943028, 0.0194392, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.127032] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [164] , 1.12541, 0.0244612, -0.216682, -0.146771, -0.999765, -0.00195025, 0.00943028, 0.0194392, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.129623] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [165] , 1.12541, 0.0244573, -0.216681, -0.146769, -0.999765, -0.0019541, 0.00941421, 0.0194395, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.132655] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [166] , 1.12541, 0.0244573, -0.216681, -0.146769, -0.999765, -0.0019541, 0.00941421, 0.0194395, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.136675] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [167] , 1.13539, 0.0244573, -0.216681, -0.146769, -0.999765, -0.0019541, 0.00941421, 0.0194395, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.139297] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [168] , 1.13539, 0.0244555, -0.216686, -0.14677, -0.999765, -0.00194617, 0.00941867, 0.0194381, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.142214] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [169] , 1.13539, 0.0244555, -0.216686, -0.14677, -0.999765, -0.00194617, 0.00941867, 0.0194381, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.144725] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [170] , 1.13539, 0.0244555, -0.216686, -0.14677, -0.999765, -0.00194617, 0.00941867, 0.0194381, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.147187] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [171] , 1.14539, 0.0244555, -0.216686, -0.14677, -0.999765, -0.00194617, 0.00941867, 0.0194381, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.151374] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [172] , 1.14539, 0.0244531, -0.216681, -0.146773, -0.999765, -0.00195201, 0.00937845, 0.0194379, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.154030] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [173] , 1.14539, 0.0244531, -0.216681, -0.146773, -0.999765, -0.00195201, 0.00937845, 0.0194379, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.157764] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [174] , 1.15541, 0.0244531, -0.216681, -0.146773, -0.999765, -0.00195201, 0.00937845, 0.0194379, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.159364] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [175] , 1.15541, 0.0244511, -0.216688, -0.14677, -0.999765, -0.00195613, 0.00938588, 0.0194345, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.162083] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [176] , 1.15541, 0.0244511, -0.216688, -0.14677, -0.999765, -0.00195613, 0.00938588, 0.0194345, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.164574] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [177] , 1.15541, 0.0244511, -0.216688, -0.14677, -0.999765, -0.00195613, 0.00938588, 0.0194345, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.168063] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [178] , 1.16541, 0.0244511, -0.216688, -0.14677, -0.999765, -0.00195613, 0.00938588, 0.0194345, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.170622] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [179] , 1.16541, 0.0244515, -0.216687, -0.146768, -0.999765, -0.00192934, 0.00939711, 0.0194395, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.173375] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [180] , 1.16541, 0.0244515, -0.216687, -0.146768, -0.999765, -0.00192934, 0.00939711, 0.0194395, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.175972] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [181] , 1.17541, 0.0244515, -0.216687, -0.146768, -0.999765, -0.00192934, 0.00939711, 0.0194395, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.178676] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [182] , 1.17541, 0.0244515, -0.216687, -0.146768, -0.999765, -0.00192934, 0.00939711, 0.0194395, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.183138] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [183] , 1.17541, 0.024452, -0.216692, -0.146765, -0.999765, -0.00193074, 0.00939841, 0.019436, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.186148] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [184] , 1.18541, 0.024452, -0.216692, -0.146765, -0.999765, -0.00193074, 0.00939841, 0.019436, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.188661] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [185] , 1.18541, 0.024452, -0.216692, -0.146765, -0.999765, -0.00193074, 0.00939841, 0.019436, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.191245] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [186] , 1.18541, 0.0244515, -0.216686, -0.146762, -0.999765, -0.00194017, 0.00938975, 0.0194371, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.194312] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [187] , 1.18541, 0.0244515, -0.216686, -0.146762, -0.999765, -0.00194017, 0.00938975, 0.0194371, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.199411] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [188] , 1.19541, 0.0244515, -0.216686, -0.146762, -0.999765, -0.00194017, 0.00938975, 0.0194371, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.200932] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [189] , 1.19541, 0.0244551, -0.216687, -0.14676, -0.999765, -0.00194407, 0.00939067, 0.01944, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.203635] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [190] , 1.19541, 0.0244551, -0.216687, -0.14676, -0.999765, -0.00194407, 0.00939067, 0.01944, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.206325] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [191] , 1.20541, 0.0244551, -0.216687, -0.14676, -0.999765, -0.00194407, 0.00939067, 0.01944, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.209168] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [192] , 1.20541, 0.0244551, -0.216687, -0.14676, -0.999765, -0.00194407, 0.00939067, 0.01944, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.213282] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [193] , 1.20541, 0.0244584, -0.21669, -0.14676, -0.999765, -0.00194219, 0.00940784, 0.0194334, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.217434] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [194] , 1.2154, 0.0244584, -0.21669, -0.14676, -0.999765, -0.00194219, 0.00940784, 0.0194334, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.218771] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [195] , 1.2154, 0.0244584, -0.21669, -0.14676, -0.999765, -0.00194219, 0.00940784, 0.0194334, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.221419] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [196] , 1.2154, 0.0244596, -0.216684, -0.146762, -0.999765, -0.00194585, 0.00941412, 0.0194304, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.224037] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [197] , 1.2154, 0.0244596, -0.216684, -0.146762, -0.999765, -0.00194585, 0.00941412, 0.0194304, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.228460] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [198] , 1.22541, 0.0244596, -0.216684, -0.146762, -0.999765, -0.00194585, 0.00941412, 0.0194304, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.231000] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [199] , 1.22541, 0.0244613, -0.216682, -0.146766, -0.999765, -0.00193669, 0.0094387, 0.0194382, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.233928] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [200] , 1.22541, 0.0244613, -0.216682, -0.146766, -0.999765, -0.00193669, 0.0094387, 0.0194382, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.236400] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [201] , 1.23541, 0.0244613, -0.216682, -0.146766, -0.999765, -0.00193669, 0.0094387, 0.0194382, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.239493] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [202] , 1.23541, 0.0244626, -0.216683, -0.146772, -0.999765, -0.00194681, 0.00943258, 0.0194343, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.243801] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [203] , 1.23541, 0.0244626, -0.216683, -0.146772, -0.999765, -0.00194681, 0.00943258, 0.0194343, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.246299] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [204] , 1.24541, 0.0244626, -0.216683, -0.146772, -0.999765, -0.00194681, 0.00943258, 0.0194343, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.248892] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [205] , 1.24541, 0.0244626, -0.216683, -0.146772, -0.999765, -0.00194681, 0.00943258, 0.0194343, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.251419] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [206] , 1.24541, 0.0244629, -0.216679, -0.146766, -0.999765, -0.00194832, 0.00944377, 0.0194399, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.254244] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [207] , 1.24541, 0.0244629, -0.216679, -0.146766, -0.999765, -0.00194832, 0.00944377, 0.0194399, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.256782] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [208] , 1.25541, 0.0244629, -0.216679, -0.146766, -0.999765, -0.00194832, 0.00944377, 0.0194399, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.260248] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [209] , 1.25541, 0.0244564, -0.216678, -0.146769, -0.999765, -0.00195163, 0.00943092, 0.0194379, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.263162] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [210] , 1.25541, 0.0244564, -0.216678, -0.146769, -0.999765, -0.00195163, 0.00943092, 0.0194379, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.265850] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [211] , 1.26542, 0.0244564, -0.216678, -0.146769, -0.999765, -0.00195163, 0.00943092, 0.0194379, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.268366] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [212] , 1.26542, 0.0244564, -0.216678, -0.146769, -0.999765, -0.00195163, 0.00943092, 0.0194379, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.272495] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [213] , 1.26542, 0.0244581, -0.216685, -0.146768, -0.999765, -0.00194294, 0.00943115, 0.01944, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.274796] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [214] , 1.26542, 0.0244581, -0.216685, -0.146768, -0.999765, -0.00194294, 0.00943115, 0.01944, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.277659] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [215] , 1.27542, 0.0244581, -0.216685, -0.146768, -0.999765, -0.00194294, 0.00943115, 0.01944, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.280240] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [216] , 1.27542, 0.0244567, -0.216686, -0.146772, -0.999765, -0.00193701, 0.00943734, 0.019442, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.283091] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [217] , 1.27542, 0.0244567, -0.216686, -0.146772, -0.999765, -0.00193701, 0.00943734, 0.019442, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.286333] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [218] , 1.2854, 0.0244567, -0.216686, -0.146772, -0.999765, -0.00193701, 0.00943734, 0.019442, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.289831] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [219] , 1.2854, 0.0244567, -0.216686, -0.146772, -0.999765, -0.00193701, 0.00943734, 0.019442, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.292491] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [220] , 1.2854, 0.0244534, -0.216688, -0.146765, -0.999765, -0.00193359, 0.00939014, 0.0194266, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.295173] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [221] , 1.2854, 0.0244534, -0.216688, -0.146765, -0.999765, -0.00193359, 0.00939014, 0.0194266, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.298406] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [222] , 1.29542, 0.0244534, -0.216688, -0.146765, -0.999765, -0.00193359, 0.00939014, 0.0194266, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.300244] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [223] , 1.29542, 0.0244526, -0.216684, -0.146766, -0.999765, -0.00194258, 0.00938025, 0.0194352, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:34.304767] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [224] , 1.29542, 0.0244526, -0.216684, -0.146766, -0.999765, -0.00194258, 0.00938025, 0.0194352, 0, 0, 0, 0, 0, 0, 
