[2025-02-03 17:21:28.432235] [0x0000007fb8648010] [MocapTag] [0x00002d98] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:21:28.754159] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [113] , 0.746667, 0.0274395, -0.239122, -0.150482, -0.999297, 0.00170531, 0.00533148, 0.0370804, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.755179] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [114] , 0.746667, 0.0274454, -0.239133, -0.150492, -0.999295, 0.00171703, 0.00537216, 0.0371061, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.757861] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [115] , 0.756678, 0.0274454, -0.239133, -0.150492, -0.999295, 0.00171703, 0.00537216, 0.0371061, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.760557] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [116] , 0.756678, 0.0274454, -0.239133, -0.150492, -0.999295, 0.00171703, 0.00537216, 0.0371061, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.764526] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [117] , 0.756678, 0.0274454, -0.239133, -0.150492, -0.999295, 0.00171703, 0.00537216, 0.0371061, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.767162] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [118] , 0.766693, 0.0274339, -0.239122, -0.15048, -0.999296, 0.00171657, 0.00541356, 0.0370748, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.770272] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [119] , 0.766693, 0.0274339, -0.239122, -0.15048, -0.999296, 0.00171657, 0.00541356, 0.0370748, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.772506] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [120] , 0.766693, 0.0274339, -0.239122, -0.15048, -0.999296, 0.00171657, 0.00541356, 0.0370748, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.776010] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [121] , 0.766693, 0.0274283, -0.239112, -0.150476, -0.999296, 0.00177224, 0.00546078, 0.0370875, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.779785] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [122] , 0.77667, 0.0274283, -0.239112, -0.150476, -0.999296, 0.00177224, 0.00546078, 0.0370875, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.782496] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [123] , 0.77667, 0.0274283, -0.239112, -0.150476, -0.999296, 0.00177224, 0.00546078, 0.0370875, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.785093] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [124] , 0.77667, 0.0274206, -0.239101, -0.150469, -0.999296, 0.00178348, 0.00546487, 0.0370861, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.787973] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [125] , 0.786671, 0.0274206, -0.239101, -0.150469, -0.999296, 0.00178348, 0.00546487, 0.0370861, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.790720] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [126] , 0.786671, 0.0274206, -0.239101, -0.150469, -0.999296, 0.00178348, 0.00546487, 0.0370861, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.795317] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [127] , 0.786671, 0.0274317, -0.239093, -0.15046, -0.999295, 0.00178165, 0.00546137, 0.0371062, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.797856] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [128] , 0.796648, 0.0274317, -0.239093, -0.15046, -0.999295, 0.00178165, 0.00546137, 0.0371062, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.800662] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [129] , 0.796648, 0.0274317, -0.239093, -0.15046, -0.999295, 0.00178165, 0.00546137, 0.0371062, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.802854] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [130] , 0.796648, 0.0274444, -0.239102, -0.150464, -0.999295, 0.00171606, 0.00550254, 0.0371051, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.806216] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [131] , 0.796648, 0.0274444, -0.239102, -0.150464, -0.999295, 0.00171606, 0.00550254, 0.0371051, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.808184] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [132] , 0.806641, 0.0274444, -0.239102, -0.150464, -0.999295, 0.00171606, 0.00550254, 0.0371051, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.814405] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [133] , 0.806641, 0.0274444, -0.239102, -0.150464, -0.999295, 0.00171606, 0.00550254, 0.0371051, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.815208] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [134] , 0.806641, 0.0274458, -0.239124, -0.150482, -0.999296, 0.00175057, 0.00544225, 0.0370783, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.818246] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [135] , 0.816654, 0.0274458, -0.239124, -0.150482, -0.999296, 0.00175057, 0.00544225, 0.0370783, 0, -0.00219542, 0, 0, 0, 0, 
[2025-02-03 17:21:28.820352] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [136] , 0.816654, 0.0274458, -0.239124, -0.150482, -0.999296, 0.00175057, 0.00544225, 0.0370783, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.823146] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [137] , 0.816654, 0.0274458, -0.239124, -0.150482, -0.999296, 0.00175057, 0.00544225, 0.0370783, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.832159] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [138] , 0.826664, 0.0274458, -0.239121, -0.150477, -0.999294, 0.00173573, 0.00550278, 0.0371154, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.833857] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [139] , 0.826664, 0.0274458, -0.239121, -0.150477, -0.999294, 0.00173573, 0.00550278, 0.0371154, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.834487] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [140] , 0.826664, 0.0274458, -0.239121, -0.150477, -0.999294, 0.00173573, 0.00550278, 0.0371154, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.835556] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [141] , 0.826664, 0.0274452, -0.239133, -0.150486, -0.999294, 0.0017324, 0.00541197, 0.0371437, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.838361] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [142] , 0.836659, 0.0274452, -0.239133, -0.150486, -0.999294, 0.0017324, 0.00541197, 0.0371437, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.842777] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [143] , 0.836659, 0.0274452, -0.239133, -0.150486, -0.999294, 0.0017324, 0.00541197, 0.0371437, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.845390] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [144] , 0.836659, 0.0274385, -0.239137, -0.150496, -0.999294, 0.00172216, 0.00541296, 0.037149, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.848108] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [145] , 0.846665, 0.0274385, -0.239137, -0.150496, -0.999294, 0.00172216, 0.00541296, 0.037149, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.850928] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [146] , 0.846665, 0.0274385, -0.239137, -0.150496, -0.999294, 0.00172216, 0.00541296, 0.037149, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.853366] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [147] , 0.846665, 0.0274354, -0.23914, -0.150507, -0.999294, 0.00168337, 0.00536453, 0.0371498, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.856097] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [148] , 0.846665, 0.0274354, -0.23914, -0.150507, -0.999294, 0.00168337, 0.00536453, 0.0371498, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.860082] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [149] , 0.856671, 0.0274354, -0.23914, -0.150507, -0.999294, 0.00168337, 0.00536453, 0.0371498, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.862004] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [150] , 0.856671, 0.0274354, -0.23914, -0.150507, -0.999294, 0.00168337, 0.00536453, 0.0371498, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.864504] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [151] , 0.856671, 0.0274281, -0.239152, -0.150528, -0.999294, 0.0017374, 0.0053451, 0.0371448, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.867369] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [152] , 0.866663, 0.0274281, -0.239152, -0.150528, -0.999294, 0.0017374, 0.0053451, 0.0371448, 0, 0, -0.00210232, 0, 0, 0, 
[2025-02-03 17:21:28.869841] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [153] , 0.866663, 0.0274281, -0.239152, -0.150528, -0.999294, 0.0017374, 0.0053451, 0.0371448, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.874766] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [154] , 0.866663, 0.0274281, -0.239152, -0.150528, -0.999294, 0.0017374, 0.0053451, 0.0371448, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.876877] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [155] , 0.866663, 0.0274241, -0.239154, -0.150527, -0.999294, 0.00176377, 0.00537447, 0.0371417, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.879884] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [156] , 0.876669, 0.0274241, -0.239154, -0.150527, -0.999294, 0.00176377, 0.00537447, 0.0371417, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.882489] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [157] , 0.876669, 0.0274241, -0.239154, -0.150527, -0.999294, 0.00176377, 0.00537447, 0.0371417, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.885235] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [158] , 0.876669, 0.0274229, -0.239161, -0.150525, -0.999295, 0.00177192, 0.00532809, 0.0371161, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.888657] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [159] , 0.886666, 0.0274229, -0.239161, -0.150525, -0.999295, 0.00177192, 0.00532809, 0.0371161, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.891092] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [160] , 0.886666, 0.0274229, -0.239161, -0.150525, -0.999295, 0.00177192, 0.00532809, 0.0371161, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.893646] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [161] , 0.886666, 0.0274422, -0.239141, -0.150499, -0.999295, 0.00173754, 0.00533757, 0.0371176, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.897482] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [162] , 0.896663, 0.0274422, -0.239141, -0.150499, -0.999295, 0.00173754, 0.00533757, 0.0371176, 0, 0.00204215, 0.00254726, 0, 0, 0, 
[2025-02-03 17:21:28.898977] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [163] , 0.896663, 0.0274422, -0.239141, -0.150499, -0.999295, 0.00173754, 0.00533757, 0.0371176, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.901867] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [164] , 0.896663, 0.0274422, -0.239141, -0.150499, -0.999295, 0.00173754, 0.00533757, 0.0371176, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.906221] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [165] , 0.896663, 0.0274516, -0.239137, -0.15048, -0.999295, 0.00175099, 0.00538186, 0.0371179, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.909398] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [166] , 0.906664, 0.0274516, -0.239137, -0.15048, -0.999295, 0.00175099, 0.00538186, 0.0371179, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.911882] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [167] , 0.906664, 0.0274516, -0.239137, -0.15048, -0.999295, 0.00175099, 0.00538186, 0.0371179, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.914641] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [168] , 0.906664, 0.0274536, -0.239121, -0.150452, -0.999294, 0.00173884, 0.00536796, 0.0371316, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.917128] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [169] , 0.916672, 0.0274536, -0.239121, -0.150452, -0.999294, 0.00173884, 0.00536796, 0.0371316, 0, 0, 0.00282427, 0, 0, 0, 
[2025-02-03 17:21:28.919790] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [170] , 0.916672, 0.0274536, -0.239121, -0.150452, -0.999294, 0.00173884, 0.00536796, 0.0371316, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.923559] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [171] , 0.916672, 0.0274536, -0.239121, -0.150452, -0.999294, 0.00173884, 0.00536796, 0.0371316, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.925876] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [172] , 0.916672, 0.0274468, -0.239122, -0.150453, -0.999295, 0.00174742, 0.00534825, 0.0371254, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.929866] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [173] , 0.926671, 0.0274468, -0.239122, -0.150453, -0.999295, 0.00174742, 0.00534825, 0.0371254, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.931588] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [174] , 0.926671, 0.0274468, -0.239122, -0.150453, -0.999295, 0.00174742, 0.00534825, 0.0371254, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.934252] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [175] , 0.926671, 0.0274576, -0.239129, -0.150474, -0.999293, 0.00177941, 0.00540329, 0.037156, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.939164] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [176] , 0.936667, 0.0274576, -0.239129, -0.150474, -0.999293, 0.00177941, 0.00540329, 0.037156, 0, 0, -0.00207817, 0, 0, 0, 
[2025-02-03 17:21:28.941882] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [177] , 0.936667, 0.0274576, -0.239129, -0.150474, -0.999293, 0.00177941, 0.00540329, 0.037156, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.944356] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [178] , 0.936667, 0.0274598, -0.239119, -0.150466, -0.999296, 0.0017881, 0.00537548, 0.0370921, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.947104] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [179] , 0.946677, 0.0274598, -0.239119, -0.150466, -0.999296, 0.0017881, 0.00537548, 0.0370921, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.949713] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [180] , 0.946677, 0.0274598, -0.239119, -0.150466, -0.999296, 0.0017881, 0.00537548, 0.0370921, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.954533] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [181] , 0.946677, 0.0274598, -0.239119, -0.150466, -0.999296, 0.0017881, 0.00537548, 0.0370921, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.958911] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [182] , 0.95667, 0.0274608, -0.239123, -0.150483, -0.999295, 0.00176598, 0.00543324, 0.0371195, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.960220] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [183] , 0.95667, 0.0274608, -0.239123, -0.150483, -0.999295, 0.00176598, 0.00543324, 0.0371195, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.962871] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [184] , 0.95667, 0.0274608, -0.239123, -0.150483, -0.999295, 0.00176598, 0.00543324, 0.0371195, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.965540] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [185] , 0.95667, 0.0274784, -0.23913, -0.150489, -0.999295, 0.00172772, 0.00542009, 0.0371207, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.970003] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [186] , 0.966671, 0.0274784, -0.23913, -0.150489, -0.999295, 0.00172772, 0.00542009, 0.0371207, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.972624] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [187] , 0.966671, 0.0274784, -0.23913, -0.150489, -0.999295, 0.00172772, 0.00542009, 0.0371207, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.975308] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [188] , 0.966671, 0.0274612, -0.239127, -0.150487, -0.999295, 0.00173794, 0.00537133, 0.0371213, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.978004] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [189] , 0.976667, 0.0274612, -0.239127, -0.150487, -0.999295, 0.00173794, 0.00537133, 0.0371213, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.980475] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [190] , 0.976667, 0.0274612, -0.239127, -0.150487, -0.999295, 0.00173794, 0.00537133, 0.0371213, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.983101] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [191] , 0.976667, 0.0274377, -0.239146, -0.150508, -0.999295, 0.00171944, 0.00542814, 0.0371012, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.988248] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [192] , 0.986675, 0.0274377, -0.239146, -0.150508, -0.999295, 0.00171944, 0.00542814, 0.0371012, -0.0023471, 0, -0.00209505, 0, 0, 0, 
[2025-02-03 17:21:28.990846] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [193] , 0.986675, 0.0274377, -0.239146, -0.150508, -0.999295, 0.00171944, 0.00542814, 0.0371012, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.993393] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [194] , 0.986675, 0.027443, -0.239142, -0.150497, -0.999295, 0.00172364, 0.005393, 0.037118, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.996115] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [195] , 0.986675, 0.027443, -0.239142, -0.150497, -0.999295, 0.00172364, 0.005393, 0.037118, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.000227] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [196] , 0.996672, 0.027443, -0.239142, -0.150497, -0.999295, 0.00172364, 0.005393, 0.037118, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.002748] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [197] , 0.996672, 0.027443, -0.239142, -0.150497, -0.999295, 0.00172364, 0.005393, 0.037118, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.004448] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [198] , 0.996672, 0.027448, -0.239138, -0.150496, -0.999294, 0.00171983, 0.00537554, 0.0371557, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.007145] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [199] , 1.00668, 0.027448, -0.239138, -0.150496, -0.999294, 0.00171983, 0.00537554, 0.0371557, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.009724] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [200] , 1.00668, 0.027448, -0.239138, -0.150496, -0.999294, 0.00171983, 0.00537554, 0.0371557, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.012391] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [201] , 1.00668, 0.027448, -0.239138, -0.150496, -0.999294, 0.00171983, 0.00537554, 0.0371557, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.016477] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [202] , 1.00668, 0.0274538, -0.239112, -0.150472, -0.999295, 0.00174668, 0.00535087, 0.0371323, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.019231] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [203] , 1.01667, 0.0274538, -0.239112, -0.150472, -0.999295, 0.00174668, 0.00535087, 0.0371323, 0, 0.00260474, 0.00237405, 0, 0, 0, 
[2025-02-03 17:21:29.021879] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [204] , 1.01667, 0.0274538, -0.239112, -0.150472, -0.999295, 0.00174668, 0.00535087, 0.0371323, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.024770] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [205] , 1.01667, 0.0274408, -0.239116, -0.150481, -0.999294, 0.00175444, 0.00537329, 0.0371372, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.028916] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [206] , 1.02667, 0.0274408, -0.239116, -0.150481, -0.999294, 0.00175444, 0.00537329, 0.0371372, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.034387] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [207] , 1.02667, 0.0274408, -0.239116, -0.150481, -0.999294, 0.00175444, 0.00537329, 0.0371372, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.036249] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [208] , 1.02667, 0.0274496, -0.239115, -0.150479, -0.999295, 0.00178809, 0.00530836, 0.0371238, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.037724] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [209] , 1.03667, 0.0274496, -0.239115, -0.150479, -0.999295, 0.00178809, 0.00530836, 0.0371238, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.042126] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [210] , 1.03667, 0.0274496, -0.239115, -0.150479, -0.999295, 0.00178809, 0.00530836, 0.0371238, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.045355] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [211] , 1.03667, 0.0274581, -0.23913, -0.150491, -0.999293, 0.0017994, 0.00535165, 0.0371697, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.049488] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [212] , 1.04667, 0.0274581, -0.23913, -0.150491, -0.999293, 0.0017994, 0.00535165, 0.0371697, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.050256] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [213] , 1.04667, 0.0274581, -0.23913, -0.150491, -0.999293, 0.0017994, 0.00535165, 0.0371697, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.053147] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [214] , 1.04667, 0.0274581, -0.23913, -0.150491, -0.999293, 0.0017994, 0.00535165, 0.0371697, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.055837] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [215] , 1.04667, 0.0274527, -0.239148, -0.150505, -0.999294, 0.0018021, 0.0054302, 0.0371442, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.058769] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [216] , 1.05667, 0.0274527, -0.239148, -0.150505, -0.999294, 0.0018021, 0.0054302, 0.0371442, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.062482] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [217] , 1.05667, 0.0274527, -0.239148, -0.150505, -0.999294, 0.0018021, 0.0054302, 0.0371442, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.065236] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [218] , 1.05667, 0.0274622, -0.239157, -0.150502, -0.999294, 0.00178101, 0.00535171, 0.0371511, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.067880] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [219] , 1.06667, 0.0274622, -0.239157, -0.150502, -0.999294, 0.00178101, 0.00535171, 0.0371511, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.070348] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [220] , 1.06667, 0.0274622, -0.239157, -0.150502, -0.999294, 0.00178101, 0.00535171, 0.0371511, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.072971] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [221] , 1.06667, 0.0274543, -0.239163, -0.150502, -0.999294, 0.00174692, 0.00534642, 0.0371386, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:29.077909] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [222] , 1.07666, 0.0274543, -0.239163, -0.150502, -0.999294, 0.00174692, 0.00534642, 0.0371386, 0, 0, 0, 0, 0, 0, 
