[2024-07-23 13:58:09.542888] [0x0000007fa7966010] [LogDataTag] [0x00003de4] [1] , Controller Time [s], Algorithm Execution Time [us], Mode [-], Switch button [-], Coefficient of Lift Upper wing [-], Coefficient of Lift Lower wing [-], Coefficient of Lift Left stabilizer [-], Coefficient of Lift Right stabilizer [-], Coefficient of Drag Upper wing [-], Coefficient of Drag Lower wing [-], Coefficient of Drag Left stabilizer [-], Coefficient of Drag Right stabilizer [-], Coefficient of Aero Moment Upper wing [-], Coefficient of Aero Moment Lower wing [-], Coefficient of Aero Moment Left stabilizer [-], Coefficient of Aero Moment Right stabilizer [-], Aero F_x in Quadcopter Frame [N], Aero F_y in Quadcopter Frame [N], Aero F_z in Quadcopter Frame [N], Aero Moment_x in Chosen Frame [Nm], Aero Moment_y in Chosen Frame [Nm], Aero Moment_z in Chosen Frame [Nm], Squared Norm of Velocity [-], Position x [m], Position y [m], Position z [m], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Reference Position x [m], Reference Position y [m], Reference Position z [m], Reference Velocity x [m/s], Reference Velocity y [m/s], Reference Velocity z [m/s], Reference Acceleration x [m/s^2], Reference Acceleration y [m/s^2], Reference Acceleration z [m/s^2], User Position x [m], User Position y [m], User Position z [m], User Velocity x [m/s], User Velocity y [m/s], User Velocity z [m/s], User Acceleration x [m/s^2], User Acceleration y [m/s^2], User Acceleration z [m/s^2], Error in x [m], Error in y [m], Error in z [m], Error in vx [m/s], Error in vy [m/s], Error in vz [m/s], Integral Error in x [m], Integral Error in y [m], Integral Error in z [m], Reference Error in x [m], Reference Error in y [m], Reference Error in z [m], Integral Reference Error in x [m], Integral Reference Error in y [m], Integral Reference Error in z [m], Reference Command in x [-], Reference Command in y [-], Reference Command in z [-], mu_baseline x [N], mu_baseline y [N], mu_baseline z [N], mu_adaptive x [N], mu_adaptive y [N], mu_adaptive z [N], mu in Body x [N], mu in Body y [N], mu in Body z [N], Desired Phi [rad], Desired Theta [rad], Desired Psi [rad], Desired Phi Rate [rad/s], Desired Theta Rate [rad/s], Desired Psi Rate [rad/s], Phi in Use [rad], Theta in Use [rad], Psi in Use [rad], Phi Quadcopter [rad], Theta Quadcopter [rad], Psi Quadcopter [rad], Phi Biplane [rad], Theta Biplane [rad], Psi Biplane [rad], Phi Rate in use [rad/s], Theta Rate in use [rad/s], Psi Rate in use [rad/s], Error in Phi [rad], Error in Theta [rad], Error in Psi [rad], Integral Error in Phi [rad], Integral Error in Theta [rad], Integral Error in Psi [rad], Error in Phi Rate [rad/s], Error in Theta Rate [rad/s], Error in Psi Rate [rad/s], Omega Cmd x [-], Omega Cmd y [-], Omega Cmd z [-], Reference Error in omega x [rad/s], Reference Error in omega y [rad/s], Reference Error in omega z [rad/s], Integral Reference Error in omega x [rad/s], Integral Reference Error in omega y [rad/s], Integral Reference Error in omega z [rad/s], Reference omega x [rad/s], Reference omega y [rad/s], Reference omega z [rad/s], Referemce angular acceleration x [rad/s^2], Referemce angular acceleration y [rad/s^2], Referemce angular acceleration z [rad/s^2], omega x [rad/s], omega y [rad/s], omega z [rad/s], tau_baseline x [Nm], tau_baseline y [Nm], tau_baseline z [Nm], tau_adaptive x [Nm], tau_adaptive y [Nm], tau_adaptive z [Nm], Control input 1 [N], Control input 2 [N], Control input 3 [N], Control input 4 [N], Thrust Motor 1 [N], Thrust Motor 2 [N], Thrust Motor 3 [N], Thrust Motor 4 [N], Normalized Thrust 1 [-], Normalized Thrust 2 [-], Normalized Thrust 3 [-], Normalized Thrust 4 [-], error in Omega x [rad/s], error in Omega y [rad/s], error in Omega z [rad/s], 
[2024-07-23 13:58:19.143673] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [3282] , 10.1416, 1412, 0, 0, -0.446443, -0.453377, 0.35481, 1.89507, -0.788729, -0.775469, 0.00470905, 0.0047211, -0.3, -0.3, -0.0435482, 0.166208, -2.99606e-07, -1.36424e-08, 0, 0, 0, 0, 0.000179858, -0.000894597, -1.45286e-05, -0.000270486, -0.00765416, 0.0039381, -0.0102841, 0, 0, -4.01925e-05, 0, 0, -0.00133698, 0, 0, -0.030205, 0, 0, -5.04806e-05, 0, 0, -0.00139455, 0, 0, -0.0284539, -0.000894597, -1.45286e-05, -0.000230293, -0.00765416, 0.0039381, -0.00894716, -4.18271e-05, -1.77786e-06, 5.95437e-06, 0, 0, 1.02881e-05, 0, 0, 3.32381e-07, 0, 0, -0.104777, 0.174229, -0.0723902, -18.9585, 0, 0, 0, 0.163768, 0.42241, -18.954, 0.0222815, -0.00864006, 0, -0.144172, -0.0624844, 0, -0.0261028, -0.000550865, 0.000236875, -0.0261028, -0.000550865, 0.000236875, -0.000114843, 1.55234, 0.000114843, 0.184879, 0.0254332, 0.0237445, -0.0483843, 0.00808919, 0.000236875, -0.00710089, 0.000213867, 1.01358e-05, 0.329051, 0.0879176, 0.0237445, -0.139793, -0.0631915, -0.00165467, 0.193207, 0.0198227, 0.000538479, -0.00618859, 0.00189688, 6.59371e-05, 0.0534145, -0.0433688, -0.00111619, -3.52456, -0.0138138, 0.0159678, 0.184892, 0.0248048, 0.0244002, -0.0588323, -0.00710138, -0.0117679, 0, 0, 0, 18.9594, -0.0588323, -0.00710138, -0.0117679, 4.82561, 4.59626, 4.6177, 4.91988, 0.36935, 0.356805, 0.357989, 0.374431, 0.131478, 0.0681737, 0.0255164, 
[2024-07-23 13:58:19.153629] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [3288] , 10.1516, 1434, 0, 0, 0, 0.355124, -0.452338, -0.450443, 0.00470543, 0.00470928, -0.777459, -0.781085, 0, -0.043527, -0.3, -0.3, -1.15491e-07, -7.85075e-08, 0, 0, 0, 0, 0.000215569, -0.00101065, -6.11395e-05, -0.000424013, 0.00227825, -0.0139959, -0.00380694, 0, 0, -5.35623e-05, 0, 0, -0.00163903, 0, 0, -0.0342027, 0, 0, -6.58821e-05, 0, 0, -0.00169745, 0, 0, -0.0322634, -0.00101065, -6.11395e-05, -0.00037045, 0.00227825, -0.0139959, -0.00216791, -5.07731e-05, -1.92314e-06, 3.65144e-06, 0, 0, 1.23198e-05, 0, 0, 4.35262e-07, 0, 0, -0.123655, -0.00560805, 0.26179, -19.1234, 0, 0, 0, -0.0241029, 0.765772, -19.1098, 0.0400507, 0.00126128, 0, -0.13749, -0.103595, 0, -0.0263622, -0.000958538, -0.000627597, -0.0263622, -0.000958538, -0.000627597, 0.000320116, 1.55214, -0.000320116, 0.0374357, -0.128045, -0.13104, -0.0664129, -0.00221982, -0.000627597, -0.00758473, 0.000294759, 1.25045e-05, 0.174926, -0.02445, -0.13104, -0.131486, -0.103361, -0.002713, 0.149655, 0.059854, 0.00175649, -0.00425652, 0.00209511, 7.13219e-05, 0.0181689, -0.043507, -0.000956516, -2.20374, 0.104586, 0.0246624, 0.0373101, -0.124547, -0.13437, 0.000266783, 0.0193919, 0.0633776, 0, 0, 0, 19.1252, 0.000266783, 0.0193919, 0.0633776, 4.98621, 4.88798, 4.67582, 4.57518, 0.37798, 0.372716, 0.361187, 0.355639, 0.0191412, -0.0810398, -0.133413, 
[2024-07-23 13:58:19.163618] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [3292] , 10.1616, 1427, 0, 0, 0, 0.355124, -0.452338, -0.450443, 0.00470543, 0.00470928, -0.777459, -0.781085, 0, -0.043527, -0.3, -0.3, -1.15491e-07, -7.85075e-08, 0, 0, 0, 0, 0.000215569, -0.00101065, -6.11395e-05, -0.000424013, 0.00227825, -0.0139959, -0.00380694, 0, 0, -6.99526e-05, 0, 0, -0.00198106, 0, 0, -0.0384316, 0, 0, -8.45669e-05, 0, 0, -0.00204052, 0, 0, -0.0362783, -0.00101065, -6.11395e-05, -0.00035406, 0.00227825, -0.0139959, -0.00182588, -6.08796e-05, -2.53454e-06, -5.30614e-08, 0, 0, 1.46143e-05, 0, 0, 5.5846e-07, 0, 0, -0.144661, -0.00557257, 0.261792, -19.1411, 0, 0, 0, -0.0240844, 0.766242, -19.1276, 0.0400381, 0.00125914, 0, 0.171755, 0.0533125, 0, -0.0263622, -0.000958538, -0.000627597, -0.0263622, -0.000958538, -0.000627597, 0.000320116, 1.55214, -0.000320116, 0.0374357, -0.128045, -0.13104, -0.0664003, -0.00221768, -0.000627597, -0.00824886, 0.000272561, 6.22855e-06, -0.134319, -0.181358, -0.13104, 0.17776, 0.0534922, 0.00142301, -0.181629, -0.0959533, -0.0021329, -0.00275997, 0.00269365, 8.88868e-05, -0.00386844, -0.0424611, -0.000709892, 2.34588, 1.78841, 0.0216595, 0.0373101, -0.124547, -0.13437, 0.065013, 0.0308601, 0.0634921, 0, 0, 0, 19.1429, 0.065013, 0.0308601, 0.0634921, 4.87409, 5.00953, 4.85562, 4.4037, 0.371969, 0.379222, 0.370972, 0.346063, 0.0411786, -0.0820857, -0.13366, 
[2024-07-23 13:58:19.173634] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [3296] , 10.1716, 1393, 0, 0, -4.81501, -0.462889, 0.00159918, 0.00323968, -0.794751, -0.757204, 0.00470547, 0.0047056, -0.3, -0.3, 2.19745e-05, 4.45167e-05, -1.47054e-06, 1.96451e-06, 0, 0, 0, 0, 0.00092079, -0.000924472, -0.0001394, -0.000465289, -0.0183651, 0.00011477, -0.0241557, 0, 0, -8.97632e-05, 0, 0, -0.00236537, 0, 0, -0.0428415, 0, 0, -0.00010688, 0, 0, -0.00242454, 0, 0, -0.0404763, -0.000924472, -0.0001394, -0.000375526, -0.0183651, 0.00011477, -0.0217904, -7.09862e-05, -3.14593e-06, -3.59366e-06, 0, 0, 1.71168e-05, 0, 0, 7.04603e-07, 0, 0, -0.16783, 0.373886, 0.00343127, -18.6576, 0, 0, 0, 0.365473, 0.502174, -18.651, 0.0269131, -0.0195929, 0, 0.280141, 0.113788, 0, -0.0267377, -0.00045093, 0.000167411, -0.0267377, -0.00045093, 0.000167411, -8.06912e-05, 1.55189, 8.06912e-05, 0.261241, 0.15363, 0.0671342, -0.0536508, 0.0191419, 0.000167411, -0.00891286, 0.000250384, -4.74241e-08, -0.0189005, 0.0398418, 0.0671342, 0.285001, 0.112024, 0.00299263, -0.26541, -0.136601, -0.00348593, -0.00457625, 0.00173411, 6.75578e-05, 0.0195904, -0.024577, -0.000493297, 3.73771, 1.79777, -0.0194385, 0.261271, 0.15178, 0.0712174, 0.0517098, -0.00800424, -0.0326296, 0, 0, 0, 18.6613, 0.0517098, -0.00800424, -0.0326296, 4.44781, 4.72244, 4.84182, 4.64928, 0.348541, 0.36374, 0.370227, 0.359729, 0.24168, 0.176357, 0.0717107, 
[2024-07-23 13:58:19.183676] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [3300] , 10.1816, 1413, 0, 0, 8.59366, 8.6687, -4.8189, -0.449369, -0.693573, -0.723463, -0.795351, -0.78314, -0.3, -0.3, -0.3, -0.3, -2.32448e-05, 2.19502e-05, 0, 0, 0, 0, 0.00203909, -0.00104435, -0.00014548, -0.00058192, 0.0328743, -0.0267154, 0.0156416, 0, 0, -0.000113417, 0, 0, -0.00279379, 0, 0, -0.0474176, 0, 0, -0.000133226, 0, 0, -0.00285108, 0, 0, -0.0448476, -0.00104435, -0.00014548, -0.000468503, 0.0328743, -0.0267154, 0.0184354, -8.02309e-05, -4.53994e-06, -7.34892e-06, 0, 0, 1.98092e-05, 0, 0, 8.75771e-07, 0, 0, -0.193259, -0.571247, 0.500852, -19.6488, 0, 0, 0, -0.600594, 1.03952, -19.6268, 0.0528901, 0.0305911, 0, 0.0730078, -0.211441, 0, -0.0274351, -0.00148822, -0.000210758, -0.0274351, -0.00148822, -0.000210758, 0.000115587, 1.55135, -0.000115587, -0.298343, -0.108765, 0.0184544, -0.0803252, -0.0320794, -0.000210758, -0.00944937, 0.000441804, 1.62669e-06, -0.371351, 0.102676, 0.0184544, 0.0802702, -0.208477, -0.00571683, -0.0233026, 0.201878, 0.00502915, -0.00723036, 0.000368102, 3.26985e-05, 0.0569676, -0.00659936, -0.000687682, 2.18421, -2.06514, -0.0628743, -0.298316, -0.109231, 0.0154639, 0.162561, 0.00904574, -0.00866647, 0, 0, 0, 19.6635, 0.162561, 0.00904574, -0.00866647, 4.5506, 5.23854, 5.32753, 4.54683, 0.354276, 0.39129, 0.395915, 0.354066, -0.355284, -0.102631, 0.0161515, 
[2024-07-23 13:58:19.193875] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [3305] , 10.1916, 1628, 0, 0, -0.457309, -0.454322, 0.00709518, 0.356952, -0.76793, -0.773659, 0.00470621, 0.00471078, -0.3, -0.3, 9.74954e-05, -0.0434035, -1.48334e-06, -2.47611e-07, 0, 0, 0, 0, 0.000961744, -0.000962952, -0.000189975, -0.000724047, -0.0233503, 0.00245056, -0.0202608, 0, 0, -0.000141355, 0, 0, -0.00326796, 0, 0, -0.0521433, 0, 0, -0.000164016, 0, 0, -0.00332155, 0, 0, -0.0493819, -0.000962952, -0.000189975, -0.000582693, -0.0233503, 0.00245056, -0.0169928, -9.06744e-05, -5.99474e-06, -1.20339e-05, 0, 0, 2.26614e-05, 0, 0, 1.07386e-06, 0, 0, -0.221037, 0.467721, -0.0378295, -18.7795, 0, 0, 0, 0.44396, 0.473968, -18.7742, 0.0252333, -0.023643, 0, 0.38582, 0.482232, 0, -0.0272621, -0.00126466, 0.000295921, -0.0272621, -0.00126466, 0.000295921, -0.000139341, 1.55148, 0.000139341, 0.165531, -0.0223331, -0.0471429, -0.0524954, 0.0223783, 0.000295921, -0.0102526, 0.00012101, -4.80891e-07, -0.220288, -0.504566, -0.0471429, 0.39058, 0.48004, 0.0130842, -0.31177, -0.50729, -0.0144006, -0.00746338, 0.00238688, 8.299e-05, 0.0788096, -0.0272507, -0.00131642, 6.56085, 6.78735, -0.0307175, 0.165472, -0.0210397, -0.0477342, 0.151648, 0.0540541, 0.0225102, 0, 0, 0, 18.7854, 0.151648, 0.0540541, 0.0225102, 4.54776, 4.95561, 5.12212, 4.15991, 0.354118, 0.376345, 0.385186, 0.332178, 0.0866621, 0.006211, -0.0464177, 
[2024-07-23 13:58:19.203646] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [3309] , 10.2016, 1403, 0, 0, 0.472333, 0.466745, -0.445254, -0.450259, -0.738985, -0.749776, -0.790998, -0.781438, -0.3, -0.3, -0.3, -0.3, -2.15559e-06, -1.78938e-06, 0, 0, 0, 0, 0.00105524, -0.000988172, -0.000314429, -0.000843838, 0.0220239, -0.0233841, -0.00483428, 0, 0, -0.000174034, 0, 0, -0.0037894, 0, 0, -0.0570458, 0, 0, -0.000199775, 0, 0, -0.00383869, 0, 0, -0.0540822, -0.000988172, -0.000314429, -0.000669803, 0.0220239, -0.0233841, -0.00104489, -0.000100304, -7.89449e-06, -1.78609e-05, 0, 0, 2.57404e-05, 0, 0, 1.30048e-06, 0, 0, -0.251338, -0.37214, 0.445856, -19.1751, 0, 0, 0, -0.40676, 0.97553, -19.1548, 0.0508735, 0.0212323, 0, 0.0192182, -0.157454, 0, -0.027621, -0.00182406, 0.000797333, -0.027621, -0.00182406, 0.000797333, -0.00038607, 1.55119, 0.00038607, -0.207826, -0.0189081, 0.14604, -0.0784944, -0.0230563, 0.000797333, -0.0107776, 0.000344793, 2.47832e-06, -0.227044, 0.138546, 0.14604, 0.0263204, -0.15532, -0.00430716, 0.118098, 0.195943, 0.00268356, -0.0105811, -0.00268602, -6.10164e-05, 0.144418, 0.0406228, -0.0016236, 0.623732, -2.87597, -0.0550817, -0.207559, -0.0229341, 0.145461, 0.143662, -0.0149511, -0.0704793, 0, 0, 0, 19.1839, 0.143662, -0.0149511, -0.0704793, 4.25991, 4.98553, 5.25537, 4.68308, 0.337913, 0.377943, 0.392167, 0.361586, -0.351978, -0.0635568, 0.147085, 
[2024-07-23 13:58:19.213660] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [3313] , 10.2116, 1404, 0, 0, -4.82009, -0.355999, -0.00673806, -0.354708, -0.795534, 0.00471612, 0.00470614, 0.00471456, -0.3, 0.0427673, -9.25881e-05, 0.0428544, -1.60102e-07, 5.64181e-07, 0, 0, 0, 0, 0.000575084, -0.000878301, -0.000329092, -0.00103992, -0.00703301, -0.00290064, -0.0227422, 0, 0, -0.000211928, 0, 0, -0.00435985, 0, 0, -0.0621141, 0, 0, -0.000240977, 0, 0, -0.00440407, 0, 0, -0.0589402, -0.000878301, -0.000329092, -0.000827994, -0.00703301, -0.00290064, -0.0183823, -0.000110186, -1.10388e-05, -2.45589e-05, 0, 0, 2.90482e-05, 0, 0, 1.55788e-06, 0, 0, -0.284272, 0.162371, 0.066884, -18.7481, 0, 0, 0, 0.120877, 0.592206, -18.7392, 0.0315914, -0.00645043, 0, 0.265081, 0.304281, 0, -0.0280315, -0.00221603, 0.000795306, -0.0280315, -0.00221603, 0.000795306, -0.000382122, 1.55086, 0.000382122, 0.112314, -0.0759399, -0.0606235, -0.0596229, 0.00423439, 0.000795306, -0.0115625, 0.00011423, 1.04517e-05, -0.152766, -0.38022, -0.0606235, 0.270487, 0.30378, 0.00850165, -0.119832, -0.291917, -0.0106761, -0.00940011, -0.000726593, -3.41808e-05, 0.150655, 0.011863, -0.00217442, 3.55546, 4.87845, 0.0269894, 0.11218, -0.0742109, -0.062728, 0.123928, 0.0621257, 0.0284062, 0, 0, 0, 18.7489, 0.123928, 0.0621257, 0.0284062, 4.63644, 4.87768, 5.05659, 4.17822, 0.359022, 0.372162, 0.381722, 0.333232, -0.0384753, -0.0860739, -0.0605536, 
[2024-07-23 13:58:19.223669] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [3317] , 10.2216, 1402, 0, 0, 8.6571, 0.465784, -0.446916, -0.454096, -0.718837, -0.751629, -0.787827, -0.774092, -0.3, -0.3, -0.3, -0.3, -7.60753e-06, 2.78466e-06, 0, 0, 0, 0, 0.000946014, -0.000887377, -0.000475302, -0.00116777, 0.0190162, -0.0241557, -0.000950049, 0, 0, -0.000255527, 0, 0, -0.004981, 0, 0, -0.0673183, 0, 0, -0.00028806, 0, 0, -0.00501853, 0, 0, -0.0639426, -0.000887377, -0.000475302, -0.000912247, 0.0190162, -0.0241557, 0.00403095, -0.000118969, -1.43297e-05, -3.28388e-05, 0, 0, 3.25333e-05, 0, 0, 1.84836e-06, 0, 0, -0.31991, -0.319973, 0.466578, -19.3033, 0, 0, 0, -0.371315, 1.0127, -19.2815, 0.052464, 0.0192552, 0, 0.0223338, 0.0158357, 0, -0.0282874, -0.00268755, 0.00114707, -0.0282874, -0.00268755, 0.00114707, -0.000554527, 1.55062, 0.000554527, -0.190741, -0.0550039, 0.12859, -0.0807514, -0.0219427, 0.00114707, -0.0121588, 0.000156574, 1.84047e-05, -0.213075, -0.0708396, 0.12859, 0.029644, 0.0178035, 0.000480653, 0.156566, 0.0428439, -0.00238518, -0.0105984, -0.00364576, -0.000140941, 0.18621, 0.0606475, -0.00190452, -1.5933, -0.509465, 0.00575965, -0.190396, -0.0586189, 0.126982, 0.0885, 0.015231, -0.0627005, 0, 0, 0, 19.3116, 0.0885, 0.015231, -0.0627005, 4.51294, 4.83461, 5.22098, 4.7431, 0.352181, 0.369838, 0.390373, 0.364868, -0.376606, -0.119266, 0.128887, 
[2024-07-23 13:58:19.233643] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [3322] , 10.2316, 1397, 0, 0, 0.468432, 0.456451, -0.460691, -0.456603, -0.746522, -0.769575, -0.761434, -0.769285, -0.3, -0.3, -0.3, -0.3, -3.81058e-06, -4.26775e-06, 0, 0, 0, 0, 0.00207379, -0.000730511, -0.000697806, -0.00159882, 0.0214067, -0.0387602, -0.0106388, 0, 0, -0.000305337, 0, 0, -0.00565418, 0, 0, -0.0726633, 0, 0, -0.000341556, 0, 0, -0.00568389, 0, 0, -0.0690854, -0.000730511, -0.000697806, -0.00129348, 0.0214067, -0.0387602, -0.00498462, -0.000127842, -1.90827e-05, -4.19613e-05, 0, 0, 3.62192e-05, 0, 0, 2.1737e-06, 0, 0, -0.358388, -0.369893, 0.746077, -19.0663, 0, 0, 0, -0.443269, 1.29948, -19.035, 0.0681438, 0.0232828, 0, 0.245914, 0.297676, 0, -0.0290247, -0.00389617, 0.00121526, -0.0290247, -0.00389617, 0.00121526, -0.000579358, 1.54991, 0.000579358, -0.115101, -0.0577066, 0.0193968, -0.0971686, -0.027179, 0.00121526, -0.0129663, -6.28534e-05, 2.98754e-05, -0.361014, -0.355383, 0.0193968, 0.254704, 0.299997, 0.00868521, -0.0844272, -0.244444, -0.0105321, -0.00903277, -0.00321733, -0.000164793, 0.170277, 0.0555528, -0.00184693, 0.789389, 3.68705, 0.07716, -0.115025, -0.0582452, 0.0177138, 0.105056, 0.0592441, -0.0105097, 0, 0, 0, 19.0844, 0.105056, 0.0592441, -0.0105097, 4.65989, 4.83066, 5.18612, 4.40777, 0.360312, 0.369624, 0.388549, 0.346292, -0.285302, -0.113798, 0.0195607, 
[2024-07-23 13:58:19.243855] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [3327] , 10.2416, 1603, 0, 0, 0.448608, 0.446733, -0.454649, -0.447737, -0.784595, -0.788175, -0.773032, -0.786259, -0.3, -0.3, -0.3, -0.3, -5.83157e-06, -4.07105e-06, 0, 0, 0, 0, 0.00272841, -0.000482626, -0.00107782, -0.00179811, 0.0222529, -0.0347082, -0.0320711, 0, 0, -0.000361879, 0, 0, -0.00638081, 0, 0, -0.0780951, 0, 0, -0.000401848, 0, 0, -0.00639997, 0, 0, -0.0743501, -0.000482626, -0.00107782, -0.00143623, 0.0222529, -0.0347082, -0.0256903, -0.000135147, -2.60608e-05, -5.48962e-05, 0, 0, 3.99694e-05, 0, 0, 2.53589e-06, 0, 0, -0.399728, -0.394484, 0.686137, -18.5582, 0, 0, 0, -0.476366, 1.2533, -18.5266, 0.0675234, 0.0257069, 0, 0.55582, 0.4385, 0, -0.0305513, -0.00447377, 0.00165809, -0.0305513, -0.00447377, 0.00165809, -0.000794874, 1.54874, 0.000794874, -0.117805, -0.0226173, 0.0183126, -0.0980747, -0.0301806, 0.00165809, -0.013938, -0.000334644, 4.2028e-05, -0.673626, -0.461117, 0.0183126, 0.564696, 0.441013, 0.0134442, -0.386525, -0.348589, -0.0145195, -0.00987704, -0.00566176, -0.000270115, 0.178171, 0.0924233, -0.00107533, 3.20522, 4.22771, 0.0821076, -0.117723, -0.0231661, 0.017613, 0.115678, 0.0566306, -0.0104157, 0, 0, 0, 18.5751, 0.115678, 0.0566306, -0.0104157, 4.50209, 4.73424, 5.07584, 4.26291, 0.351576, 0.364385, 0.382742, 0.338084, -0.295894, -0.115589, 0.0186883, 
[2024-07-23 13:58:19.253644] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [3331] , 10.2516, 1409, 0, 0, 0.453519, 0.449488, -0.461115, -0.446775, -0.775197, -0.782912, -0.760618, -0.788095, -0.3, -0.3, -0.3, -0.3, -7.79597e-06, -6.33926e-06, 0, 0, 0, 0, 0.00380391, -0.000260627, -0.00188963, -0.00238402, 0.0280084, -0.0456043, -0.0306543, 0, 0, -0.000425687, 0, 0, -0.00716176, 0, 0, -0.0836769, 0, 0, -0.000469644, 0, 0, -0.00717024, 0, 0, -0.079746, -0.000260627, -0.00188963, -0.00195834, 0.0280084, -0.0456043, -0.0234925, -0.000139974, -3.68389e-05, -6.92584e-05, 0, 0, 4.39575e-05, 0, 0, 2.93558e-06, 0, 0, -0.444169, -0.50912, 0.920388, -18.5876, 0, 0, 0, -0.616602, 1.51354, -18.5455, 0.0813874, 0.0332359, 0, 0.593321, 0.469087, 0, -0.0319171, -0.00583827, 0.00111691, -0.0319171, -0.00583827, 0.00111691, -0.000511867, 1.54749, 0.000511867, -0.298026, -0.0455603, -0.0132327, -0.113305, -0.0390742, 0.00111691, -0.0149187, -0.00063645, 5.8609e-05, -0.891346, -0.514647, -0.0132327, 0.60357, 0.472366, 0.0150589, -0.393347, -0.337665, -0.0153131, -0.0137423, -0.00914766, -0.00041531, 0.210223, 0.1347, -0.00025425, 3.59143, 4.61574, 0.189924, -0.298103, -0.0451149, -0.0146797, 0.167148, 0.0753137, 0.00522724, 0, 0, 0, 18.6173, 0.167148, 0.0753137, 0.00522724, 4.48276, 4.85161, 5.2121, 4.07087, 0.350497, 0.370756, 0.389909, 0.327024, -0.508326, -0.179815, -0.0144254, 
[2024-07-23 13:58:19.263644] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [3336] , 10.2616, 1421, 0, 0, 0.453519, 0.449488, -0.461115, -0.446775, -0.775197, -0.782912, -0.760618, -0.788095, -0.3, -0.3, -0.3, -0.3, -7.79597e-06, -6.33926e-06, 0, 0, 0, 0, 0.00380391, -0.000260627, -0.00188963, -0.00238402, 0.0280084, -0.0456043, -0.0306543, 0, 0, -0.000497304, 0, 0, -0.00799853, 0, 0, -0.0893598, 0, 0, -0.000545376, 0, 0, -0.00799464, 0, 0, -0.085257, -0.000260627, -0.00188963, -0.00188672, 0.0280084, -0.0456043, -0.0226558, -0.00014258, -5.57353e-05, -8.88418e-05, 0, 0, 4.80714e-05, 0, 0, 3.37516e-06, 0, 0, -0.49175, -0.509111, 0.920454, -18.624, 0, 0, 0, -0.616806, 1.51477, -18.5818, 0.0812945, 0.0331818, 0, 0.736714, 0.527956, 0, -0.0319171, -0.00583827, 0.00111691, -0.0319171, -0.00583827, 0.00111691, -0.000511867, 1.54749, 0.000511867, -0.298026, -0.0455603, -0.0132327, -0.113212, -0.0390201, 0.00111691, -0.0160517, -0.00102719, 6.97781e-05, -1.03474, -0.573517, -0.0132327, 0.746959, 0.531202, 0.0169373, -0.500821, -0.350344, -0.0152923, -0.0176758, -0.0125243, -0.000568441, 0.246137, 0.180858, 0.00164499, 6.5727, 5.55834, 0.232718, -0.298103, -0.0451149, -0.0146797, 0.241198, 0.096499, 0.0053565, 0, 0, 0, 18.6537, 0.241198, 0.096499, 0.0053565, 4.37922, 4.97394, 5.44243, 3.85807, 0.344684, 0.377325, 0.401833, 0.314525, -0.54424, -0.225973, -0.0163247, 
