[2025-02-03 14:05:23.182870] [0x0000007fa9c7c010] [MocapTag] [0x000015aa] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:05:23.513478] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [116] , 0.506021, 0.0147313, -0.184055, -0.145029, -0.999987, -0.000169879, 0.00258403, 0.00430253, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.517935] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [117] , 0.516021, 0.0147313, -0.184055, -0.145029, -0.999987, -0.000169879, 0.00258403, 0.00430253, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.518814] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [118] , 0.516021, 0.0147313, -0.184055, -0.145029, -0.999987, -0.000169879, 0.00258403, 0.00430253, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.522769] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [119] , 0.516021, 0.0147313, -0.184055, -0.145029, -0.999987, -0.000169879, 0.00258403, 0.00430253, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.526643] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [120] , 0.526036, 0.0147303, -0.18406, -0.145027, -0.999987, -0.000183276, 0.00259769, 0.00430606, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.529435] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [121] , 0.526036, 0.0147303, -0.18406, -0.145027, -0.999987, -0.000183276, 0.00259769, 0.00430606, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.532167] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [122] , 0.526036, 0.0147303, -0.18406, -0.145027, -0.999987, -0.000183276, 0.00259769, 0.00430606, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.534914] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [123] , 0.526036, 0.0147246, -0.184064, -0.145019, -0.999987, -0.000182364, 0.0026218, 0.00429569, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.537821] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [124] , 0.53602, 0.0147246, -0.184064, -0.145019, -0.999987, -0.000182364, 0.0026218, 0.00429569, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.542878] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [125] , 0.53602, 0.0147224, -0.18406, -0.145022, -0.999987, -0.00016372, 0.0026097, 0.00432142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.547073] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [126] , 0.546015, 0.0147224, -0.18406, -0.145022, -0.999987, -0.00016372, 0.0026097, 0.00432142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.548399] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [127] , 0.546015, 0.0147224, -0.18406, -0.145022, -0.999987, -0.00016372, 0.0026097, 0.00432142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.551093] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [128] , 0.546015, 0.0147224, -0.18406, -0.145022, -0.999987, -0.00016372, 0.0026097, 0.00432142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.553665] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [129] , 0.546015, 0.0147215, -0.18406, -0.145024, -0.999987, -0.000185105, 0.002608, 0.00431123, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.558532] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [130] , 0.556018, 0.0147215, -0.18406, -0.145024, -0.999987, -0.000185105, 0.002608, 0.00431123, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.561036] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [131] , 0.556018, 0.0147215, -0.18406, -0.145024, -0.999987, -0.000185105, 0.002608, 0.00431123, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.565140] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [132] , 0.556018, 0.0147304, -0.184053, -0.145029, -0.999987, -0.000176231, 0.00262188, 0.00430147, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.566574] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [133] , 0.566024, 0.0147304, -0.184053, -0.145029, -0.999987, -0.000176231, 0.00262188, 0.00430147, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.569282] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [134] , 0.566024, 0.0147304, -0.184053, -0.145029, -0.999987, -0.000176231, 0.00262188, 0.00430147, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.572437] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [135] , 0.566024, 0.0147304, -0.184053, -0.145029, -0.999987, -0.000176231, 0.00262188, 0.00430147, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.575717] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [136] , 0.566024, 0.0147261, -0.184056, -0.145039, -0.999987, -0.000170157, 0.00258577, 0.00431229, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.579236] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [137] , 0.57602, 0.0147261, -0.184056, -0.145039, -0.999987, -0.000170157, 0.00258577, 0.00431229, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.581878] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [138] , 0.57602, 0.0147261, -0.184056, -0.145039, -0.999987, -0.000170157, 0.00258577, 0.00431229, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.584319] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [139] , 0.57602, 0.0147296, -0.184052, -0.14504, -0.999987, -0.000179103, 0.00263762, 0.00431532, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.588747] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [140] , 0.586028, 0.0147296, -0.184052, -0.14504, -0.999987, -0.000179103, 0.00263762, 0.00431532, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.591494] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [141] , 0.586028, 0.0147296, -0.184052, -0.14504, -0.999987, -0.000179103, 0.00263762, 0.00431532, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.594048] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [142] , 0.586028, 0.0147376, -0.184048, -0.145051, -0.999987, -0.000173003, 0.00261123, 0.00431511, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.596996] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [143] , 0.596026, 0.0147376, -0.184048, -0.145051, -0.999987, -0.000173003, 0.00261123, 0.00431511, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.599593] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [144] , 0.596026, 0.0147376, -0.184048, -0.145051, -0.999987, -0.000173003, 0.00261123, 0.00431511, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.604035] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [145] , 0.596026, 0.0147376, -0.184048, -0.145051, -0.999987, -0.000173003, 0.00261123, 0.00431511, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.606964] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [146] , 0.60603, 0.0147455, -0.184056, -0.145047, -0.999987, -0.000178365, 0.00257629, 0.00430078, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.610425] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [147] , 0.60603, 0.0147455, -0.184056, -0.145047, -0.999987, -0.000178365, 0.00257629, 0.00430078, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.612159] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [148] , 0.60603, 0.0147455, -0.184056, -0.145047, -0.999987, -0.000178365, 0.00257629, 0.00430078, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.614596] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [149] , 0.60603, 0.0147425, -0.184051, -0.145045, -0.999987, -0.000179756, 0.00264168, 0.00432402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.620095] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [150] , 0.616024, 0.0147425, -0.184051, -0.145045, -0.999987, -0.000179756, 0.00264168, 0.00432402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.622141] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [151] , 0.616024, 0.0147425, -0.184051, -0.145045, -0.999987, -0.000179756, 0.00264168, 0.00432402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.627408] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [152] , 0.626025, 0.014739, -0.184049, -0.145027, -0.999987, -0.000187608, 0.00259855, 0.00430219, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.627974] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [153] , 0.626025, 0.014739, -0.184049, -0.145027, -0.999987, -0.000187608, 0.00259855, 0.00430219, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.629959] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [154] , 0.626025, 0.014739, -0.184049, -0.145027, -0.999987, -0.000187608, 0.00259855, 0.00430219, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.634501] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [155] , 0.626025, 0.0147258, -0.184057, -0.145023, -0.999987, -0.00017928, 0.00261128, 0.00430909, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.637333] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [156] , 0.636017, 0.0147258, -0.184057, -0.145023, -0.999987, -0.00017928, 0.00261128, 0.00430909, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.639868] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [157] , 0.636017, 0.0147258, -0.184057, -0.145023, -0.999987, -0.00017928, 0.00261128, 0.00430909, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.642502] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [158] , 0.636017, 0.0147247, -0.184054, -0.145015, -0.999987, -0.000189567, 0.00261427, 0.00429782, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.646072] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [159] , 0.636017, 0.0147247, -0.184054, -0.145015, -0.999987, -0.000189567, 0.00261427, 0.00429782, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.652245] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [160] , 0.646029, 0.0147247, -0.184054, -0.145015, -0.999987, -0.000189567, 0.00261427, 0.00429782, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.653002] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [161] , 0.646029, 0.0147247, -0.184054, -0.145015, -0.999987, -0.000189567, 0.00261427, 0.00429782, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.655133] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [162] , 0.646029, 0.0147285, -0.184061, -0.145023, -0.999987, -0.0001724, 0.00257293, 0.00431711, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.657706] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [163] , 0.656023, 0.0147285, -0.184061, -0.145023, -0.999987, -0.0001724, 0.00257293, 0.00431711, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.660311] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [164] , 0.656023, 0.0147285, -0.184061, -0.145023, -0.999987, -0.0001724, 0.00257293, 0.00431711, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.663754] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [165] , 0.656023, 0.0147202, -0.184054, -0.145014, -0.999987, -0.000177933, 0.00258862, 0.00430503, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.666860] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [166] , 0.666018, 0.0147202, -0.184054, -0.145014, -0.999987, -0.000177933, 0.00258862, 0.00430503, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.670072] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [167] , 0.666018, 0.0147202, -0.184054, -0.145014, -0.999987, -0.000177933, 0.00258862, 0.00430503, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.675259] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [168] , 0.666018, 0.0147202, -0.184054, -0.145014, -0.999987, -0.000177933, 0.00258862, 0.00430503, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.675871] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [169] , 0.666018, 0.0147208, -0.184056, -0.145015, -0.999987, -0.000187064, 0.00257344, 0.00431027, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.677572] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [170] , 0.676035, 0.0147208, -0.184056, -0.145015, -0.999987, -0.000187064, 0.00257344, 0.00431027, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.682334] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [171] , 0.676035, 0.0147208, -0.184056, -0.145015, -0.999987, -0.000187064, 0.00257344, 0.00431027, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.685002] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [172] , 0.676035, 0.014722, -0.184054, -0.145019, -0.999987, -0.000185147, 0.00262515, 0.00431683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.687831] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [173] , 0.686027, 0.014722, -0.184054, -0.145019, -0.999987, -0.000185147, 0.00262515, 0.00431683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.693124] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [174] , 0.686027, 0.014722, -0.184054, -0.145019, -0.999987, -0.000185147, 0.00262515, 0.00431683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.693676] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [175] , 0.686027, 0.0147256, -0.184058, -0.145034, -0.999987, -0.000180855, 0.00259196, 0.00430417, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.697848] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [176] , 0.696024, 0.0147256, -0.184058, -0.145034, -0.999987, -0.000180855, 0.00259196, 0.00430417, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.700108] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [177] , 0.696024, 0.0147256, -0.184058, -0.145034, -0.999987, -0.000180855, 0.00259196, 0.00430417, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.702690] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [178] , 0.696024, 0.0147258, -0.184056, -0.145034, -0.999987, -0.000185619, 0.00261139, 0.00430328, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.705485] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [179] , 0.696024, 0.0147258, -0.184056, -0.145034, -0.999987, -0.000185619, 0.00261139, 0.00430328, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.708221] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [180] , 0.70603, 0.0147258, -0.184056, -0.145034, -0.999987, -0.000185619, 0.00261139, 0.00430328, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.712442] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [181] , 0.70603, 0.0147258, -0.184056, -0.145034, -0.999987, -0.000185619, 0.00261139, 0.00430328, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.715004] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [182] , 0.70603, 0.0147253, -0.184056, -0.145041, -0.999987, -0.000182764, 0.00262836, 0.00430883, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.718949] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [183] , 0.716027, 0.0147253, -0.184056, -0.145041, -0.999987, -0.000182764, 0.00262836, 0.00430883, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.723130] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [184] , 0.716027, 0.0147253, -0.184056, -0.145041, -0.999987, -0.000182764, 0.00262836, 0.00430883, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.724039] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [185] , 0.716027, 0.0147384, -0.184068, -0.145048, -0.999987, -0.000174075, 0.00262078, 0.00433534, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.728070] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [186] , 0.726024, 0.0147384, -0.184068, -0.145048, -0.999987, -0.000174075, 0.00262078, 0.00433534, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.730833] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [187] , 0.726024, 0.0147384, -0.184068, -0.145048, -0.999987, -0.000174075, 0.00262078, 0.00433534, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.733179] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [188] , 0.726024, 0.0147407, -0.18406, -0.145041, -0.999987, -0.000173252, 0.00264656, 0.00432803, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.736112] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [189] , 0.726024, 0.0147407, -0.18406, -0.145041, -0.999987, -0.000173252, 0.00264656, 0.00432803, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.738589] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [190] , 0.736028, 0.0147407, -0.18406, -0.145041, -0.999987, -0.000173252, 0.00264656, 0.00432803, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.745052] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [191] , 0.736028, 0.0147407, -0.18406, -0.145041, -0.999987, -0.000173252, 0.00264656, 0.00432803, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.746452] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [192] , 0.74603, 0.0147325, -0.184062, -0.145045, -0.999987, -0.000179516, 0.00261225, 0.00432027, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.749301] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [193] , 0.74603, 0.0147325, -0.184062, -0.145045, -0.999987, -0.000179516, 0.00261225, 0.00432027, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.752144] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [194] , 0.74603, 0.0147325, -0.184062, -0.145045, -0.999987, -0.000179516, 0.00261225, 0.00432027, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.755013] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [195] , 0.74603, 0.0147409, -0.184058, -0.14504, -0.999987, -0.00017337, 0.00264397, 0.00433244, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.759361] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [196] , 0.756022, 0.0147409, -0.184058, -0.14504, -0.999987, -0.00017337, 0.00264397, 0.00433244, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.762047] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [197] , 0.756022, 0.0147409, -0.184058, -0.14504, -0.999987, -0.00017337, 0.00264397, 0.00433244, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.764726] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [198] , 0.756022, 0.0147276, -0.184055, -0.145036, -0.999987, -0.000169885, 0.00260362, 0.00430713, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.767329] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [199] , 0.766019, 0.0147276, -0.184055, -0.145036, -0.999987, -0.000169885, 0.00260362, 0.00430713, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.770106] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [200] , 0.766019, 0.0147276, -0.184055, -0.145036, -0.999987, -0.000169885, 0.00260362, 0.00430713, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.773951] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [201] , 0.766019, 0.0147288, -0.184049, -0.14502, -0.999987, -0.000184299, 0.00262682, 0.00431292, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.776364] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [202] , 0.776029, 0.0147288, -0.184049, -0.14502, -0.999987, -0.000184299, 0.00262682, 0.00431292, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.778928] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [203] , 0.776029, 0.0147288, -0.184049, -0.14502, -0.999987, -0.000184299, 0.00262682, 0.00431292, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.781635] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [204] , 0.776029, 0.0147288, -0.184049, -0.14502, -0.999987, -0.000184299, 0.00262682, 0.00431292, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.784097] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [205] , 0.776029, 0.0147261, -0.184051, -0.145018, -0.999987, -0.000180371, 0.00262086, 0.00431239, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.786814] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [206] , 0.786019, 0.0147261, -0.184051, -0.145018, -0.999987, -0.000180371, 0.00262086, 0.00431239, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.791347] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [207] , 0.786019, 0.0147261, -0.184051, -0.145018, -0.999987, -0.000180371, 0.00262086, 0.00431239, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.793921] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [208] , 0.786019, 0.0147239, -0.184048, -0.145009, -0.999987, -0.00018005, 0.00261263, 0.00431414, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.796776] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [209] , 0.796024, 0.0147239, -0.184048, -0.145009, -0.999987, -0.00018005, 0.00261263, 0.00431414, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.799924] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [210] , 0.796024, 0.0147239, -0.184048, -0.145009, -0.999987, -0.00018005, 0.00261263, 0.00431414, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.802062] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [211] , 0.796024, 0.0147239, -0.184048, -0.145009, -0.999987, -0.00018005, 0.00261263, 0.00431414, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.804482] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [212] , 0.796024, 0.0147166, -0.184049, -0.145012, -0.999987, -0.00018871, 0.00259812, 0.00431319, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.808227] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [213] , 0.806017, 0.0147166, -0.184049, -0.145012, -0.999987, -0.00018871, 0.00259812, 0.00431319, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.810848] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [214] , 0.806017, 0.0147166, -0.184049, -0.145012, -0.999987, -0.00018871, 0.00259812, 0.00431319, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.813469] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [215] , 0.806017, 0.0147218, -0.184046, -0.14501, -0.999987, -0.00018314, 0.00260194, 0.00430681, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.816270] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [216] , 0.806017, 0.0147218, -0.184046, -0.14501, -0.999987, -0.00018314, 0.00260194, 0.00430681, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.818824] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [217] , 0.81603, 0.0147218, -0.184046, -0.14501, -0.999987, -0.00018314, 0.00260194, 0.00430681, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.824252] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [218] , 0.81603, 0.0147218, -0.184046, -0.14501, -0.999987, -0.00018314, 0.00260194, 0.00430681, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.825974] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [219] , 0.81603, 0.0147269, -0.184057, -0.145025, -0.999987, -0.000171816, 0.00257214, 0.00430879, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.828770] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [220] , 0.826037, 0.0147269, -0.184057, -0.145025, -0.999987, -0.000171816, 0.00257214, 0.00430879, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.831537] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [221] , 0.826037, 0.0147269, -0.184057, -0.145025, -0.999987, -0.000171816, 0.00257214, 0.00430879, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.833924] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [222] , 0.826037, 0.0147255, -0.184055, -0.145025, -0.999987, -0.000190579, 0.0026243, 0.00430872, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.838553] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [223] , 0.836032, 0.0147255, -0.184055, -0.145025, -0.999987, -0.000190579, 0.0026243, 0.00430872, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.841492] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [224] , 0.836032, 0.0147255, -0.184055, -0.145025, -0.999987, -0.000190579, 0.0026243, 0.00430872, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.844214] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [225] , 0.836032, 0.0147312, -0.184059, -0.145028, -0.999987, -0.000180871, 0.00261926, 0.00430038, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.846939] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [226] , 0.846035, 0.0147312, -0.184059, -0.145028, -0.999987, -0.000180871, 0.00261926, 0.00430038, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.850912] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [227] , 0.846035, 0.0147312, -0.184059, -0.145028, -0.999987, -0.000180871, 0.00261926, 0.00430038, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.853727] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [228] , 0.846035, 0.0147312, -0.184059, -0.145028, -0.999987, -0.000180871, 0.00261926, 0.00430038, 0, 0, 0, 0, 0, 0, 
